Time,_dummy,_derdummy,booleanPulse1_width,booleanPulse1_period,booleanPulse1_startTime,booleanPulse2_width,booleanPulse2_period,booleanPulse2_startTime,onDelay_delayTime,rising_pre_0u_0start,set1_use_0pre_0as_0default,set1_y_0default,falling_pre_0u_0start,booleanTable_startValue,booleanTable_table_1_,booleanTable_table_2_,booleanTable_table_3_,booleanTable_table_4_,booleanTable_table_5_,booleanTable_table_6_,booleanTable_table_7_,changing_pre_0u_0start,triggeredAdd_y_0start,integerConstant_k,rSFlipFlop_Qini,sampleTriggerSet_period,sampleTriggerSet_startTime,sampleTriggerReset_period,sampleTriggerReset_startTime,_step_start,step,y,y2,y3,y1,y4,y5,y6,Q,QI,fmi_loggingOn,fmi_pullInputsForInitialization,fmi_StartTime,fmi_StopTime,fmi_NumberOfSteps,fmi_CommunicationStepSize,fmi_forceShutDownAtStopTime
2.26,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,1,0,0,1,0,10,500,0.02,0
2.28,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,1,0,0,1,0,10,500,0.02,0
2.3,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,1,0,0,1,0,10,500,0.02,0
2.3,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,0,1,0,1,0,10,500,0.02,0
2.32,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,0,1,0,1,0,10,500,0.02,0
2.34,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,0,1,0,1,0,10,500,0.02,0
2.36,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,0,1,0,1,0,10,500,0.02,0
2.38,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,0,1,0,1,0,10,500,0.02,0
2.4,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,0,1,0,1,0,10,500,0.02,0
2.42,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,0,1,0,1,0,10,500,0.02,0
2.44,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,0,1,0,1,0,10,500,0.02,0
2.46,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,0,1,0,1,0,10,500,0.02,0
2.48,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,0,1,0,1,0,10,500,0.02,0
2.5,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,0,1,0,1,0,10,500,0.02,0
2.52,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,0,1,0,1,0,10,500,0.02,0
2.52,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,1,0,0,1,0,10,500,0.02,0
2.54,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,1,0,0,1,0,10,500,0.02,0
2.56,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,1,0,0,1,0,10,500,0.02,0
2.58,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,1,0,0,1,0,10,500,0.02,0
2.6,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,1,0,0,1,0,10,500,0.02,0
2.62,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,1,0,0,1,0,10,500,0.02,0
2.64,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,1,0,0,1,0,10,500,0.02,0
2.66,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,1,0,0,1,0,10,500,0.02,0
2.68,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,1,0,0,1,0,10,500,0.02,0
2.7,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,1,0,0,1,0,10,500,0.02,0
2.72,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,1,0,0,1,0,10,500,0.02,0
2.74,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,1,0,0,1,0,10,500,0.02,0
2.76,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,1,0,0,1,0,10,500,0.02,0
2.78,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,1,0,0,1,0,10,500,0.02,0
2.8,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,1,0,0,1,0,10,500,0.02,0
2.8,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,10,1,1,0,0,1,0,1,0,10,500,0.02,0
2.82,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,10,1,1,0,0,1,0,1,0,10,500,0.02,0
2.84,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,10,1,1,0,0,1,0,1,0,10,500,0.02,0
2.86,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,10,1,1,0,0,1,0,1,0,10,500,0.02,0
2.88,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,10,1,1,0,0,1,0,1,0,10,500,0.02,0
2.9,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,10,1,1,0,0,1,0,1,0,10,500,0.02,0
2.92,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,10,1,1,0,0,1,0,1,0,10,500,0.02,0
2.94,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,10,1,1,0,0,1,0,1,0,10,500,0.02,0
2.96,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,10,1,1,0,0,1,0,1,0,10,500,0.02,0
2.98,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,10,1,1,0,0,1,0,1,0,10,500,0.02,0
3,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,10,1,1,0,0,1,0,1,0,10,500,0.02,0
3.02,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,10,1,1,0,0,1,0,1,0,10,500,0.02,0
3.02,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,1,0,0,1,0,10,500,0.02,0
3.04,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,1,0,0,1,0,10,500,0.02,0
3.06,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,1,0,0,1,0,10,500,0.02,0
3.08,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,1,0,0,1,0,10,500,0.02,0
3.1,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,1,0,0,1,0,10,500,0.02,0
3.12,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,1,0,0,1,0,10,500,0.02,0
3.14,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,1,0,0,1,0,10,500,0.02,0
3.16,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,1,0,0,1,0,10,500,0.02,0
3.18,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,1,0,0,1,0,10,500,0.02,0
3.2,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,1,0,0,1,0,10,500,0.02,0
3.22,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,1,0,0,1,0,10,500,0.02,0
3.24,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,1,0,0,1,0,10,500,0.02,0
3.26,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,1,0,0,1,0,10,500,0.02,0
3.28,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,1,0,0,1,0,10,500,0.02,0
3.3,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,1,0,0,1,0,10,500,0.02,0
3.3,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,0,1,0,1,0,10,500,0.02,0
3.32,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,0,1,0,1,0,10,500,0.02,0
3.34,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,0,1,0,1,0,10,500,0.02,0
3.36,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,0,1,0,1,0,10,500,0.02,0
3.38,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,0,1,0,1,0,10,500,0.02,0
3.4,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,0,1,0,1,0,10,500,0.02,0
3.42,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,0,1,0,1,0,10,500,0.02,0
3.44,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,0,1,0,1,0,10,500,0.02,0
3.46,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,0,1,0,1,0,10,500,0.02,0
3.48,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,0,1,0,1,0,10,500,0.02,0
3.5,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,0,1,0,1,0,10,500,0.02,0
3.52,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,0,1,0,1,0,10,500,0.02,0
3.52,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,1,0,0,1,0,10,500,0.02,0
3.54,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,1,0,0,1,0,10,500,0.02,0
3.56,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,1,0,0,1,0,10,500,0.02,0
3.58,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,1,0,0,1,0,10,500,0.02,0
3.6,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,1,0,0,1,0,10,500,0.02,0
3.62,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,1,0,0,1,0,10,500,0.02,0
3.64,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,1,0,0,1,0,10,500,0.02,0
3.66,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,1,0,0,1,0,10,500,0.02,0
3.68,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,1,0,0,1,0,10,500,0.02,0
3.7,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,1,0,0,1,0,10,500,0.02,0
3.72,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,1,0,0,1,0,10,500,0.02,0
3.74,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,1,0,0,1,0,10,500,0.02,0
3.76,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,1,0,0,1,0,10,500,0.02,0
3.78,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,1,0,0,1,0,10,500,0.02,0
3.8,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,12,1,0,1,1,0,0,1,0,10,500,0.02,0
3.8,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,14,1,1,1,0,1,0,1,0,10,500,0.02,0
3.82,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,14,1,1,1,0,1,0,1,0,10,500,0.02,0
3.84,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,14,1,1,1,0,1,0,1,0,10,500,0.02,0
3.86,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,14,1,1,1,0,1,0,1,0,10,500,0.02,0
3.88,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,14,1,1,1,0,1,0,1,0,10,500,0.02,0
3.9,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,14,1,1,1,0,1,0,1,0,10,500,0.02,0
3.92,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,14,1,1,1,0,1,0,1,0,10,500,0.02,0
3.94,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,14,1,1,1,0,1,0,1,0,10,500,0.02,0
3.96,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,14,1,1,1,0,1,0,1,0,10,500,0.02,0
3.98,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,14,1,1,1,0,1,0,1,0,10,500,0.02,0
4,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,14,1,1,1,0,1,0,1,0,10,500,0.02,0
4.02,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,14,1,1,1,0,1,0,1,0,10,500,0.02,0
4.02,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,1,0,0,1,0,10,500,0.02,0
4.04,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,1,0,0,1,0,10,500,0.02,0
4.06,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,1,0,0,1,0,10,500,0.02,0
4.08,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,1,0,0,1,0,10,500,0.02,0
4.1,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,1,0,0,1,0,10,500,0.02,0
4.12,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,1,0,0,1,0,10,500,0.02,0
4.14,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,1,0,0,1,0,10,500,0.02,0
4.16,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,1,0,0,1,0,10,500,0.02,0
4.18,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,1,0,0,1,0,10,500,0.02,0
4.2,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,1,0,0,1,0,10,500,0.02,0
4.22,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,1,0,0,1,0,10,500,0.02,0
4.24,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,1,0,0,1,0,10,500,0.02,0
4.26,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,1,0,0,1,0,10,500,0.02,0
4.28,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,1,0,0,1,0,10,500,0.02,0
4.3,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,1,0,0,1,0,10,500,0.02,0
4.32,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,1,0,0,1,0,10,500,0.02,0
4.32,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,0,1,0,1,0,10,500,0.02,0
4.34,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,0,1,0,1,0,10,500,0.02,0
4.36,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,0,1,0,1,0,10,500,0.02,0
4.38,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,0,1,0,1,0,10,500,0.02,0
4.4,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,0,1,0,1,0,10,500,0.02,0
4.42,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,0,1,0,1,0,10,500,0.02,0
4.44,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,0,1,0,1,0,10,500,0.02,0
4.46,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,0,1,0,1,0,10,500,0.02,0
4.48,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,0,1,0,1,0,10,500,0.02,0
4.5,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,0,1,0,1,0,10,500,0.02,0
4.52,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,0,1,0,1,0,10,500,0.02,0
4.52,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,1,0,0,1,0,10,500,0.02,0
4.54,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,16,1,0,0,1,0,0,1,0,10,500,0.02,0
