"time","percentOpening","percentOpening2","outputFlow","percentOpening3","outputFlow2","outputValue","value","outputFlow3","tankLevel","percentOpening4","outputFlow42","outputFlow4","outputFlow22","percentOpening22","outputFlow32","percentOpening32","percentOpening42","tankLevel2","value2","flow","outputValue2","speedVal","speedPercent","outputFlow5","percentOpening5","outputFlow23","percentOpening23","flow2","outputFlow33","tankLevel3","value3","outputValue3","FloMGT1_flourWeight","SyrMGT1_syrup1Weight","SyrMGT1_syrup2Weight","SyrMGT1_syrup3Weight","FloMGT1_weighedWeight","SyrMGT1_weighingWeight","KNEAD1_mixtureLevel","WKM1_live","MGT1_cycleEnd","FloMGT1_weighingRequest","SyrMGT1_weighingRequest","KNEAD1_kneadingRequest","generalFaultGenFLT1","KNEAD1_kneadingOK","FloMGT1_weighingOk","SyrMGT1_weighingOk","WKM1_endCycleRequest","KNEAD1_cycleInProgress","WKM1_autoMode","WKM1_manualMode","F3MiXExV1_acknowledgePB","WKM1_endCyclePB","WKM1_startCyclePB","WKM1_autoSwitch","WKM1_manualSwitch","WKM1_emergencyStop","F1ExtV1_generalFault","F1ExtV1_openedSensorFB","F1ExtV1_closedSensorFB","F1AExt1_generalFault","F1AExt1_openedSensorFB","F1AExt1_closedSensorFB","F1AArr1_generalFault","F1AArr1_openedSensorFB","F1AArr1_closedSensorFB","F2ArVSir1_openedSensorFB","F2ArVSir1_closedSensorFB","F2ArVSir1_generalFault","F2ArVSir1_autoOpenCmd","F2ArVSir1_autoCloseCmd","F2ArVSir2_autoOpenCmd","F2ArVSir2_autoCloseCmd","F2ArVSir3_autoOpenCmd","F2ArVSir3_autoCloseCmd","F2SirExV1_autoOpenCmd","F2SirExV1_autoCloseCmd","F2ArVSir2_openedSensorFB","F2ArVSir2_closedSensorFB","F2ArVSir2_generalFault","F2ArVSir3_openedSensorFB","F2ArVSir3_closedSensorFB","F2ArVSir3_generalFault","F2SirExV1_openedSensorFB","F2SirExV1_closedSensorFB","F2SirExV1_generalFault","F3CleanV1_openedSensorFB","F3CleanV1_closedSensorFB","F3CleanV1_generalFault","F3MiXExV1_openedSensorFB","F3MiXExV1_closedSensorFB","F3MiXExV1_generalFault"
52,100,100,0,0,0,60.695289611816406,60.695289611816406,0.27777779102325439,60.695289611816406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,39.375091552734375,39.375091552734375,39.375091552734375,200,150,100,50,60,0,39,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
53,100,100,0,0,0,57.917503356933594,57.917503356933594,0.27777779102325439,57.917503356933594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,42.152877807617188,42.152877807617188,42.152877807617188,200,150,100,50,57,0,42,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
54,100,100,0,0,0,55.139717102050781,55.139717102050781,0.27777779102325439,55.139717102050781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,44.9306640625,44.9306640625,44.9306640625,200,150,100,50,55,0,44,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
55,100,100,0,0,0,52.361930847167969,52.361930847167969,0.27777779102325439,52.361930847167969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,47.708450317382813,47.708450317382813,47.708450317382813,200,150,100,50,52,0,47,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
56,100,100,0,0,0,49.584144592285156,49.584144592285156,0.27777779102325439,49.584144592285156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,50.486236572265625,50.486236572265625,50.486236572265625,200,150,100,50,49,0,50,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
57,100,100,0,0,0,46.806358337402344,46.806358337402344,0.27777779102325439,46.806358337402344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,53.264022827148438,53.264022827148438,53.264022827148438,200,150,100,50,46,0,53,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
58,100,100,0,0,0,44.028572082519531,44.028572082519531,0.27777779102325439,44.028572082519531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,56.04180908203125,56.04180908203125,56.04180908203125,200,150,100,50,44,0,56,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
59,100,100,0,0,0,41.250785827636719,41.250785827636719,0.27777779102325439,41.250785827636719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,58.819595336914062,58.819595336914062,58.819595336914062,200,150,100,50,41,0,58,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
60,100,100,0,0,0,38.472999572753906,38.472999572753906,0.27777779102325439,38.472999572753906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,61.597381591796875,61.597381591796875,61.597381591796875,200,150,100,50,38,0,61,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
61,100,100,0,0,0,35.695213317871094,35.695213317871094,0.27777779102325439,35.695213317871094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,64.375160217285156,64.375160217285156,64.375160217285156,200,150,100,50,35,0,64,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
62,100,100,0,0,0,32.917427062988281,32.917427062988281,0.27777779102325439,32.917427062988281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,67.152870178222656,67.152870178222656,67.152870178222656,200,150,100,50,32,0,67,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
63,100,100,0,0,0,30.139640808105469,30.139640808105469,0.27777779102325439,30.139640808105469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,69.930580139160156,69.930580139160156,69.930580139160156,200,150,100,50,30,0,69,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
64,100,100,0,0,0,27.361854553222656,27.361854553222656,0.27777779102325439,27.361854553222656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,72.708290100097656,72.708290100097656,72.708290100097656,200,150,100,50,27,0,72,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
65,100,100,0,0,0,24.584068298339844,24.584068298339844,0.27777779102325439,24.584068298339844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,75.486000061035156,75.486000061035156,75.486000061035156,200,150,100,50,24,0,75,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
66,100,100,0,0,0,21.806282043457031,21.806282043457031,0.27777779102325439,21.806282043457031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,78.263710021972656,78.263710021972656,78.263710021972656,200,150,100,50,21,0,78,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
67,100,100,0,0,0,19.028495788574219,19.028495788574219,0.27777779102325439,19.028495788574219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,81.041419982910156,81.041419982910156,81.041419982910156,200,150,100,50,19,0,81,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
68,100,100,0,0,0,16.250709533691406,16.250709533691406,0.27777779102325439,16.250709533691406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,83.819129943847656,83.819129943847656,83.819129943847656,200,150,100,50,16,0,83,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
69,100,100,0,0,0,13.472923278808594,13.472923278808594,0.27777779102325439,13.472923278808594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,86.596839904785156,86.596839904785156,86.596839904785156,200,150,100,50,13,0,86,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
70,100,100,0,0,0,10.695137023925781,10.695137023925781,0.27777779102325439,10.695137023925781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,89.374549865722656,89.374549865722656,89.374549865722656,200,150,100,50,10,0,89,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
71,100,100,0,0,0,7.917351245880127,7.917351245880127,0.27777779102325439,7.917351245880127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,92.152259826660156,92.152259826660156,92.152259826660156,200,150,100,50,7,0,92,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
72,100,100,0,0,0,5.1395745277404785,5.1395745277404785,0.27777779102325439,5.1395745277404785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,94.929969787597656,94.929969787597656,94.929969787597656,200,150,100,50,5,0,94,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
73,100,100,0,0,0,2.3617978096008301,2.3617978096008301,0.27777779102325439,2.3617978096008301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,97.707679748535156,97.707679748535156,97.707679748535156,200,150,100,50,2,0,97,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
74,0,0,0,100,0.1388888955116272,2.4312424659729004,2.4312424659729004,0.27777779102325439,2.4312424659729004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.096565246582031,99.096565246582031,99.096565246582031,200,150,100,50,2,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
75,0,0,0,100,0.1388888955116272,5.2090191841125488,5.2090191841125488,0.27777779102325439,5.2090191841125488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.096565246582031,99.096565246582031,99.096565246582031,200,150,100,50,5,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
76,0,0,0,100,0.1388888955116272,7.9867959022521973,7.9867959022521973,0.27777779102325439,7.9867959022521973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.096565246582031,99.096565246582031,99.096565246582031,200,150,100,50,7,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
77,0,0,0,100,0.1388888955116272,10.764581680297852,10.764581680297852,0.27777779102325439,10.764581680297852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.096565246582031,99.096565246582031,99.096565246582031,200,150,100,50,10,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
78,0,0,0,100,0.1388888955116272,13.542367935180664,13.542367935180664,0.27777779102325439,13.542367935180664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.096565246582031,99.096565246582031,99.096565246582031,200,150,100,50,13,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
79,0,0,0,100,0.1388888955116272,16.320154190063477,16.320154190063477,0.27777779102325439,16.320154190063477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.096565246582031,99.096565246582031,99.096565246582031,200,150,100,50,16,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
80,0,0,0,100,0.1388888955116272,19.097940444946289,19.097940444946289,0.27777779102325439,19.097940444946289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.096565246582031,99.096565246582031,99.096565246582031,200,150,100,50,19,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
81,0,0,0,100,0.1388888955116272,21.875726699829102,21.875726699829102,0.27777779102325439,21.875726699829102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.096565246582031,99.096565246582031,99.096565246582031,200,150,100,50,21,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
82,0,0,0,100,0.1388888955116272,24.653512954711914,24.653512954711914,0.27777779102325439,24.653512954711914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.096565246582031,99.096565246582031,99.096565246582031,200,150,100,50,24,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
83,0,0,0,100,0.1388888955116272,27.431299209594727,27.431299209594727,0.27777779102325439,27.431299209594727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.096565246582031,99.096565246582031,99.096565246582031,200,150,100,50,27,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
84,0,0,0,100,0.1388888955116272,30.209085464477539,30.209085464477539,0.27777779102325439,30.209085464477539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.096565246582031,99.096565246582031,99.096565246582031,200,150,100,50,30,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
85,0,0,0,100,0.1388888955116272,32.986869812011719,32.986869812011719,0.27777779102325439,32.986869812011719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.096565246582031,99.096565246582031,99.096565246582031,200,150,100,50,32,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
86,0,0,0,100,0.1388888955116272,35.764656066894531,35.764656066894531,0.27777779102325439,35.764656066894531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.096565246582031,99.096565246582031,99.096565246582031,200,150,100,50,35,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
87,0,0,0,100,0.1388888955116272,38.542442321777344,38.542442321777344,0.27777779102325439,38.542442321777344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.096565246582031,99.096565246582031,99.096565246582031,200,150,100,50,38,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
88,0,0,0,100,0.1388888955116272,41.320228576660156,41.320228576660156,0.27777779102325439,41.320228576660156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.096565246582031,99.096565246582031,99.096565246582031,200,150,100,50,41,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
89,0,0,0,100,0.1388888955116272,44.098014831542969,44.098014831542969,0.27777779102325439,44.098014831542969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.096565246582031,99.096565246582031,99.096565246582031,200,150,100,50,44,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
90,0,0,0,100,0.1388888955116272,46.875801086425781,46.875801086425781,0.27777779102325439,46.875801086425781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.096565246582031,99.096565246582031,99.096565246582031,200,150,100,50,46,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
91,0,0,0,100,0.1388888955116272,49.653587341308594,49.653587341308594,0.27777779102325439,49.653587341308594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.096565246582031,99.096565246582031,99.096565246582031,200,150,100,50,49,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
92,0,0,0,100,0.1388888955116272,52.431373596191406,52.431373596191406,0.27777779102325439,52.431373596191406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.096565246582031,99.096565246582031,99.096565246582031,200,150,100,50,52,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
93,0,0,0,100,0.1388888955116272,55.209159851074219,55.209159851074219,0.27777779102325439,55.209159851074219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.096565246582031,99.096565246582031,99.096565246582031,200,150,100,50,55,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
94,0,0,0,100,0.1388888955116272,57.986946105957031,57.986946105957031,0.27777779102325439,57.986946105957031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.096565246582031,99.096565246582031,99.096565246582031,200,150,100,50,57,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
95,0,0,0,100,0.1388888955116272,60.764732360839844,60.764732360839844,0.27777779102325439,60.764732360839844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.096565246582031,99.096565246582031,99.096565246582031,200,150,100,50,60,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
96,0,0,0,100,0.1388888955116272,63.542518615722656,63.542518615722656,0.27777779102325439,63.542518615722656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.096565246582031,99.096565246582031,99.096565246582031,200,150,100,50,63,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
97,0,0,0,100,0.1388888955116272,66.320243835449219,66.320243835449219,0.27777779102325439,66.320243835449219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.096565246582031,99.096565246582031,99.096565246582031,200,150,100,50,66,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
98,0,0,0,100,0.1388888955116272,69.097953796386719,69.097953796386719,0.27777779102325439,69.097953796386719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.096565246582031,99.096565246582031,99.096565246582031,200,150,100,50,69,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
99,0,0,0,100,0.1388888955116272,71.875663757324219,71.875663757324219,0.27777779102325439,71.875663757324219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.096565246582031,99.096565246582031,99.096565246582031,200,150,100,50,71,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
100,0,0,0,100,0.1388888955116272,74.653373718261719,74.653373718261719,0.27777779102325439,74.653373718261719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.096565246582031,99.096565246582031,99.096565246582031,200,150,100,50,74,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
101,0,0,0,100,0.1388888955116272,77.431083679199219,77.431083679199219,0.27777779102325439,77.431083679199219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.096565246582031,99.096565246582031,99.096565246582031,200,150,100,50,77,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
102,0,0,0,100,0.1388888955116272,80.208793640136719,80.208793640136719,0.27777779102325439,80.208793640136719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.096565246582031,99.096565246582031,99.096565246582031,200,150,100,50,80,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
103,0,0,0,100,0.1388888955116272,82.986503601074219,82.986503601074219,0.27777779102325439,82.986503601074219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.096565246582031,99.096565246582031,99.096565246582031,200,150,100,50,82,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
