"Time [s]","FMI_Link_MixtureGases1.der_p [Pa_per_s]","FMI_Link_MixtureGases1.der_T []"
0.764390600000001,1252.23714565991,1.55250390461565
0.765390600000001,1252.2355090964,1.55247651391618
0.766390600000001,1252.23387258035,1.55244912395395
0.767390600000001,1252.23223611176,1.55242173472896
0.768390600000001,1252.23059969062,1.55239434624117
0.769390600000001,1252.22896331694,1.55236695849056
0.770390600000001,1252.22732699072,1.55233957147709
0.771390600000001,1252.22569071195,1.55231218520075
0.772390600000001,1252.22405448063,1.55228479966151
0.773390600000001,1252.22241829676,1.55225741485933
0.774390600000001,1252.22078216034,1.55223003079419
0.775390600000001,1252.21914607136,1.55220264746607
0.776390600000001,1252.21751002982,1.55217526487494
0.777390600000001,1252.21587403573,1.55214788302078
0.778390600000001,1252.21423808908,1.55212050190355
0.779390600000001,1252.21260218987,1.55209312152323
0.780390600000001,1252.21096633809,1.55206574187979
0.781390600000001,1252.20933053375,1.55203836297321
0.782390600000001,1252.20769477684,1.55201098480346
0.783390600000001,1252.20605906737,1.55198360737052
0.784390600000001,1252.20442340532,1.55195623067435
0.785390600000001,1252.2027877907,1.55192885471493
0.786390600000001,1252.20115222351,1.55190147949224
0.787390600000001,1252.19951670375,1.55187410500625
0.788390600000001,1252.1978812314,1.55184673125692
0.789390600000001,1252.19624580648,1.55181935824424
0.790390600000001,1252.19461042898,1.55179198596818
0.791390600000001,1252.1929750989,1.55176461442871
0.792390600000001,1252.19133981623,1.5517372436258
0.793390600000001,1252.18970458097,1.55170987355944
0.794390600000001,1252.18806939313,1.55168250422958
0.795390600000001,1252.1864342527,1.55165513563621
0.796390600000001,1252.18479915968,1.5516277677793
0.797390600000001,1252.18316411407,1.55160040065882
0.798390600000001,1252.18152911586,1.55157303427475
0.799390600000001,1252.17989416505,1.55154566862705
0.800390600000001,1252.17825926165,1.55151830371572
0.801390600000001,1252.17662440565,1.5514909395407
0.802390600000001,1252.17498959704,1.55146357610198
0.803390600000001,1252.17335483584,1.55143621339954
0.804390600000001,1252.17172012203,1.55140885143335
0.805390600000001,1252.17008545561,1.55138149020337
0.806390600000001,1252.16845083659,1.55135412970959
0.807390600000001,1252.16681626495,1.55132676995197
0.808390600000001,1252.1651817407,1.5512994109305
0.809390600000001,1252.16354726384,1.55127205264514
0.810390600000001,1252.16191283437,1.55124469509587
0.811390600000001,1252.16027845227,1.55121733828265
0.812390600000001,1252.15864411756,1.55118998220547
0.813390600000001,1252.15700983023,1.55116262686431
0.814390600000001,1252.15537559028,1.55113527225912
0.815390600000001,1252.1537413977,1.55110791838989
0.816390600000001,1252.15210725249,1.55108056525658
0.817390600000001,1252.15047315467,1.55105321285919
0.818390600000001,1252.1488391042,1.55102586119765
0.819390600000001,1252.14720510111,1.55099851027198
0.820390600000001,1252.14557114539,1.55097116008212
0.821390600000001,1252.14393723703,1.55094381062805
0.822390600000001,1252.14230337604,1.55091646190977
0.823390600000001,1252.14066956241,1.55088911392722
0.824390600000001,1252.13903579614,1.55086176668039
0.825390600000001,1252.13740207723,1.55083442016924
0.826390600000001,1252.13576840567,1.55080707439377
0.827390600000001,1252.13413478147,1.55077972935393
0.828390600000001,1252.13250120463,1.5507523850497
0.829390600000001,1252.13086767513,1.55072504148105
0.830390600000001,1252.12923419299,1.55069769864796
0.831390600000001,1252.12760075819,1.5506703565504
0.832390600000001,1252.12596737074,1.55064301518835
0.833390600000001,1252.12433403064,1.55061567456177
0.834390600000001,1252.12270073788,1.55058833467064
0.835390600000001,1252.12106749246,1.55056099551495
0.836390600000001,1252.11943429438,1.55053365709465
0.837390600000001,1252.11780114364,1.55050631940972
0.838390600000001,1252.11616804023,1.55047898246014
0.839390600000001,1252.11453498416,1.55045164624587
0.840390600000001,1252.11290197542,1.5504243107669
0.841390600000001,1252.11126901402,1.55039697602319
0.842390600000001,1252.10963609994,1.55036964201473
0.843390600000001,1252.10800323319,1.55034230874148
0.844390600000001,1252.10637041377,1.55031497620341
0.845390600000001,1252.10473764166,1.5502876444005
0.846390600000001,1252.10310491689,1.55026031333273
0.847390600000001,1252.10147223943,1.55023298300007
0.848390600000001,1252.09983960929,1.55020565340248
0.849390600000001,1252.09820702647,1.55017832453995
0.850390600000001,1252.09657449096,1.55015099641245
0.851390600000001,1252.09494200277,1.55012366901995
0.852390600000001,1252.09330956189,1.55009634236242
0.853390600000001,1252.09167716833,1.55006901643985
0.854390600000001,1252.09004482206,1.55004169125219
0.855390600000001,1252.08841252311,1.55001436679943
0.856390600000001,1252.08678027146,1.54998704308154
0.857390600000001,1252.08514806711,1.54995972009849
0.858390600000001,1252.08351591007,1.54993239785026
0.859390600000001,1252.08188380033,1.54990507633682
0.860390600000001,1252.08025173788,1.54987775555815
0.861390600000001,1252.07861972273,1.5498504355142
0.862390600000001,1252.07698775487,1.54982311620497
0.863390600000001,1252.07535583431,1.54979579763042
0.864390600000001,1252.07372396104,1.54976847979053
0.865390600000001,1252.07209213506,1.54974116268527
0.866390600000001,1252.07046035636,1.54971384631461
0.867390600000001,1252.06882862495,1.54968653067854
0.868390600000001,1252.06719694083,1.54965921577701
0.869390600000001,1252.06556530399,1.54963190161001
0.870390600000001,1252.06393371443,1.54960458817751
0.871390600000001,1252.06230217215,1.54957727547948
0.872390600000001,1252.06067067714,1.5495499635159
0.873390600000001,1252.05903922941,1.54952265228674
0.874390600000001,1252.05740782896,1.54949534179197
0.875390600000001,1252.05577647578,1.54946803203156
0.876390600000001,1252.05414516986,1.54944072300549
0.877390600000001,1252.05251391122,1.54941341471375
0.878390600000001,1252.05088269984,1.54938610715628
0.879390600000001,1252.04925153573,1.54935880033308
0.880390600000001,1252.04762041889,1.54933149424411
0.881390600000001,1252.0459893493,1.54930418888935
0.882390600000001,1252.04435832697,1.54927688426878
0.883390600000001,1252.04272735191,1.54924958038235
0.884390600000001,1252.04109642409,1.54922227723006
0.885390600000001,1252.03946554354,1.54919497481187
0.886390600000001,1252.03783471023,1.54916767312775
0.887390600000001,1252.03620392418,1.54914037217768
0.888390600000001,1252.03457318538,1.54911307196164
0.889390600000001,1252.03294249383,1.54908577247959
0.890390600000001,1252.03131184952,1.54905847373151
0.891390600000001,1252.02968125245,1.54903117571738
0.892390600000001,1252.02805070263,1.54900387843717
0.893390600000001,1252.02642020005,1.54897658189084
0.894390600000001,1252.02478974471,1.54894928607837
0.895390600000001,1252.02315933661,1.54892199099976
0.896390600000001,1252.02152897574,1.54889469665494
0.897390600000001,1252.01989866211,1.54886740304391
0.898390600000001,1252.01826839571,1.54884011016665
0.899390600000001,1252.01663817654,1.54881281802311
0.900390600000001,1252.0150080046,1.54878552661328
0.901390600000001,1252.01337787988,1.54875823593713
0.902390600000001,1252.01174780239,1.54873094599464
0.903390600000001,1252.01011777213,1.54870365678577
0.904390600000001,1252.00848778909,1.5486763683105
0.905390600000001,1252.00685785326,1.5486490805688
0.906390600000001,1252.00522796466,1.54862179356065
0.907390600000001,1252.00359812327,1.54859450728603
0.908390600000001,1252.0019683291,1.54856722174489
0.909390600000001,1252.00033858214,1.54853993693723
0.910390600000001,1251.99870888239,1.54851265286301
0.911390600000001,1251.99707922985,1.5484853695222
0.912390600000001,1251.99544962452,1.54845808691478
0.913390600000001,1251.9938200664,1.54843080504073
0.914390600000001,1251.99219055548,1.54840352390001
0.915390600000001,1251.99056109176,1.5483762434926
0.916390600000001,1251.98893167525,1.54834896381848
0.917390600000001,1251.98730230594,1.54832168487761
0.918390600000001,1251.98567298382,1.54829440666998
0.919390600000001,1251.9840437089,1.54826712919554
0.920390600000001,1251.98241448117,1.54823985245429
0.921390600000001,1251.98078530064,1.54821257644619
0.922390600000001,1251.97915616729,1.54818530117122
0.923390600000001,1251.97752708114,1.54815802662934
0.924390600000001,1251.97589804217,1.54813075282053
0.925390600000001,1251.97426905039,1.54810347974477
0.926390600000001,1251.97264010579,1.54807620740203
0.927390600000001,1251.97101120838,1.54804893579229
0.928390600000001,1251.96938235814,1.5480216649155
0.929390600000001,1251.96775355509,1.54799439477167
0.930390600000001,1251.96612479921,1.54796712536074
0.931390600000001,1251.96449609051,1.54793985668271
0.932390600000001,1251.96286742898,1.54791258873753
0.933390600000001,1251.96123881462,1.54788532152519
0.934390600000001,1251.95961024743,1.54785805504566
0.935390600000001,1251.95798172741,1.54783078929891
0.936390600000001,1251.95635325456,1.54780352428492
0.937390600000001,1251.95472482887,1.54777626000366
0.938390600000001,1251.95309645034,1.54774899645509
0.939390600000001,1251.95146811898,1.54772173363921
0.940390600000001,1251.94983983478,1.54769447155598
0.941390600000001,1251.94821159773,1.54766721020537
0.942390600000001,1251.94658340784,1.54763994958736
0.943390600000001,1251.94495526511,1.54761268970192
0.944390600000001,1251.94332716953,1.54758543054903
0.945390600000001,1251.9416991211,1.54755817212865
0.946390600000001,1251.94007111982,1.54753091444077
0.947390600000001,1251.93844316568,1.54750365748535
0.948390600000001,1251.93681525869,1.54747640126238
0.949390600000001,1251.93518739885,1.54744914577181
0.950390600000001,1251.93355958615,1.54742189101364
0.951390600000001,1251.93193182059,1.54739463698782
0.952390600000001,1251.93030410217,1.54736738369434
0.953390600000001,1251.92867643089,1.54734013113317
0.954390600000001,1251.92704880674,1.54731287930428
0.955390600000001,1251.92542122972,1.54728562820764
0.956390600000001,1251.92379369984,1.54725837784323
0.957390600000001,1251.92216621709,1.54723112821102
0.958390600000001,1251.92053878147,1.547203879311
0.959390600000001,1251.91891139297,1.54717663114312
0.960390600000001,1251.9172840516,1.54714938370736
0.961390600000001,1251.91565675735,1.54712213700371
0.962390600000001,1251.91402951023,1.54709489103211
0.963390600000001,1251.91240231022,1.54706764579257
0.964390600000001,1251.91077515733,1.54704040128505
0.965390600000001,1251.90914805156,1.54701315750952
0.966390600000001,1251.90752099291,1.54698591446595
0.967390600000001,1251.90589398137,1.54695867215432
0.968390600000001,1251.90426701694,1.54693143057461
0.969390600000001,1251.90264009962,1.54690418972678
0.970390600000001,1251.9010132294,1.54687694961082
0.971390600000001,1251.8993864063,1.54684971022668
0.972390600000001,1251.89775963029,1.54682247157436
0.973390600000001,1251.8961329014,1.54679523365381
0.974390600000001,1251.8945062196,1.54676799646502
0.975390600000001,1251.8928795849,1.54674076000796
0.976390600000001,1251.8912529973,1.5467135242826
0.977390600000001,1251.88962645679,1.54668628928891
0.978390600000001,1251.88799996338,1.54665905502688
0.979390600000001,1251.88637351706,1.54663182149647
0.980390600000001,1251.88474711783,1.54660458869766
0.981390600000001,1251.8831207657,1.54657735663042
0.982390600000001,1251.88149446064,1.54655012529472
0.983390600000001,1251.87986820268,1.54652289469054
0.984390600000001,1251.87824199179,1.54649566481785
0.985390600000001,1251.876615828,1.54646843567663
0.986390600000001,1251.87498971128,1.54644120726684
0.987390600000001,1251.87336364163,1.54641397958847
0.988390600000001,1251.87173761907,1.54638675264148
0.989390600000001,1251.87011164358,1.54635952642586
0.990390600000001,1251.86848571517,1.54633230094157
0.991390600000001,1251.86685983382,1.54630507618859
0.992390600000001,1251.86523399955,1.54627785216689
0.993390600000001,1251.86360821235,1.54625062887644
0.994390600000001,1251.86198247221,1.54622340631722
0.995390600000001,1251.86035677914,1.54619618448921
0.996390600000001,1251.85873113313,1.54616896339237
0.997390600000001,1251.85710553418,1.54614174302668
0.998390600000001,1251.85547998229,1.54611452339212
0.999390600000001,1251.85385447746,1.54608730448865
1,1251.85286391789,1.54607071764738
