"time","E1.on.signal[1]","E2.on.signal[1]","V1.s_pos.signal[1]","V2.s_pos.signal[1]"
6.75,1,0,0,0
6.8,1,0,0,0
6.85,1,0,0,0
6.9,1,0,0,0
6.95,1,0,0,0
7,1,0,0,0
7.05,1,0,0,0
7.1,1,0,0,0
7.15,1,0,0,0
7.2,1,0,0,0
7.25,1,0,0,0
7.3,1,0,0,0
7.35,1,0,0,0
7.4,1,0,0,0
7.45,1,0,0,0
7.5,1,0,0,0
7.55,1,0,0,0
7.6,1,0,0,0
7.65,1,0,0,0
7.7,1,0,0,0
7.75,1,0,0,0
7.8,1,0,0,0
7.85,1,0,0,0
7.9,1,0,0,0
7.95,1,0,0,0
8,1,0,0,0
8.05,1,0,0,0
8.1,1,0,0,0
8.15,1,0,0,0
8.2,1,0,0,0
8.25,1,0,0,0
8.3,1,0,0,0
8.35,1,0,0,0
8.4,1,0,0,0
8.45,1,0,0,0
8.5,1,0,0,0
8.55,1,0,0,0
8.6,1,0,0,0
8.65,1,0,0,0
8.7,1,0,0,0
8.75,1,0,0,0
8.8,1,0,0,0
8.85,1,0,0,0
8.9,1,0,0,0
8.95,1,0,0,0
9,1,0,0,0
9.05,1,0,0,0
9.1,1,0,0,0
9.15,1,0,0,0
9.2,1,0,0,0
9.25,1,0,0,0
9.3,1,0,0,0
9.35,1,0,0,0
9.4,1,0,0,0
9.45,1,0,0,0
9.5,1,0,0,0
9.55,1,0,0,0
9.6,1,0,0,0
9.65,1,0,0,0
9.7,1,0,0,0
9.75,1,0,0,0
9.8,1,0,0,0
9.85,1,0,0,0
9.9,1,0,0,0
9.95,1,0,0,0
10,1,0,0,0
10.05,1,0,0,0
10.1,1,0,0,0
10.15,1,0,0,0
10.2,1,0,0,0
10.25,1,0,0,0
10.3,1,0,0,0
10.35,1,0,0,0
10.4,1,0,0,0
10.45,1,0,0,0
10.5,1,0,0,0
10.55,1,0,0,0
10.6,1,0,0,0
10.65,1,0,0,0
10.7,1,0,0,0
10.75,1,0,0,0
10.8,1,0,0,0
10.85,1,0,0,0
10.9,1,0,0,0
10.95,1,0,0,0
11,1,0,0,0
11.05,1,0,0,0
11.1,1,0,0,0
11.15,1,0,0,0
11.2,1,0,0,0
11.25,1,0,0,0
11.3,1,0,0,0
11.35,1,0,0,0
11.4,1,0,0,0
11.45,1,0,0,0
11.5,1,0,0,0
11.55,1,0,0,0
11.6,1,0,0,0
11.65,1,0,0,0
11.7,1,0,0,0
11.75,1,0,0,0
11.8,1,0,0,0
11.85,1,0,0,0
11.9,1,0,0,0
11.95,1,0,0,0
12,1,0,0,0
12.05,1,0,0,0
12.1,1,0,0,0
12.15,1,0,0,0
12.2,1,0,0,0
12.25,1,0,0,0
12.3,1,0,0,0
12.35,1,0,0,0
12.4,1,0,0,0
12.45,1,0,0,0
12.5,1,0,0,0
12.55,1,0,0,0
12.6,1,0,0,0
12.65,1,0,0,0
12.7,1,0,0,0
12.75,1,0,0,0
12.8,1,0,0,0
12.85,1,0,0,0
12.9,1,0,0,0
12.95,1,0,0,0
13,1,0,0,0
13.05,1,0,0,0
13.1,1,0,0,0
13.15,1,0,0,0
13.2,1,0,0,0
13.25,1,0,0,0
13.3,1,0,0,0
13.35,1,0,0,0
13.4,1,0,0,0
13.45,1,0,0,0
13.5,1,0,0,0
13.55,1,0,0,0
13.6,1,0,0,0
13.65,1,0,0,0
13.7,1,0,0,0
13.75,1,0,0,0
13.8,1,0,0,0
13.85,1,0,0,0
13.9,1,0,0,0
13.95,1,0,0,0
14,1,0,0,0
14.05,1,0,0,0
14.1,1,0,0,0
14.15,1,0,0,0
14.2,1,0,0,0
14.25,1,0,0,0
14.3,1,0,0,0
14.35,1,0,0,0
14.4,1,0,0,0
14.45,1,0,0,0
14.5,1,0,0,0
14.55,1,0,0,0
14.6,1,0,0,0
14.65,1,0,0,0
14.7,1,0,0,0
14.75,1,0,0,0
14.8,1,0,0,0
14.85,1,0,0,0
14.9,1,0,0,0
14.95,1,0,0,0
15,1,0,0,0
15.05,1,0,0,0
15.1,1,0,0,0
15.15,1,0,0,0
15.2,1,0,0,0
15.25,1,0,0,0
15.3,1,0,0,0
15.35,1,0,0,0
15.4,1,0,0,0
15.45,1,0,0,0
15.5,1,0,0,0
15.55,1,0,0,0
15.6,1,0,0,0
15.65,1,0,0,0
15.7,1,0,0,0
15.75,1,0,0,0
15.8,1,0,0,0
15.85,1,0,0,0
15.9,1,0,0,0
15.95,1,0,0,0
16,1,0,0,0
16.05,1,0,0,0
16.1,1,0,0,0
16.15,1,0,0,0
16.2,1,0,0,0
16.25,1,0,0,0
16.3,1,0,0,0
16.35,1,0,0,0
16.4,1,0,0,0
16.45,1,0,0,0
16.5,1,0,0,0
16.55,1,0,0,0
16.6,1,0,0,0
16.65,1,0,0,0
16.7,1,0,0,0
16.75,1,0,0,0
16.8,1,0,0,0
16.85,1,0,0,0
16.9,1,0,0,0
16.95,1,0,0,0
17,1,0,0,0
17.05,1,0,0,0
17.1,1,0,0,0
17.15,1,0,0,0
17.2,1,0,0,0
17.25,1,0,0,0
17.3,1,0,0,0
17.35,1,0,0,0
17.4,1,0,0,0
17.45,1,0,0,0
17.5,1,0,0,0
17.55,1,0,0,0
17.6,1,0,0,0
17.65,1,0,0,0
17.7,1,0,0,0
17.75,1,0,0,0
17.8,1,0,0,0
17.85,1,0,0,0
17.9,1,0,0,0
17.95,1,0,0,0
18,1,0,0,0
18.05,1,0,0,0
18.1,1,0,0,0
18.15,1,0,0,0
18.2,1,0,0,0
18.25,1,0,0,0
18.3,1,0,0,0
18.35,1,0,0,0
18.4,1,0,0,0
18.45,1,0,0,0
18.5,1,0,0,0
18.55,1,0,0,0
18.6,1,0,0,0
18.65,1,0,0,0
18.7,1,0,0,0
18.75,1,0,0,0
18.8,1,0,0,0
18.85,1,0,0,0
18.9,1,0,0,0
18.95,1,0,0,0
19,1,0,0,0
19.05,1,0,0,0
19.1,1,0,0,0
19.15,1,0,0,0
19.2,1,0,0,0
19.25,1,0,0,0
19.3,1,0,0,0
19.35,1,0,0,0
19.4,1,0,0,0
19.45,1,0,0,0
19.5,1,0,0,0
19.55,1,0,0,0
19.6,1,0,0,0
19.65,1,0,0,0
19.7,1,0,0,0
19.75,1,0,0,0
19.8,1,0,0,0
19.85,1,0,0,0
19.9,1,0,0,0
19.95,1,0,0,0
20,1,0,0,0
20.05,1,0,0.005,0
20.1,1,0,0.01,0
20.15,1,0,0.015,0
20.2,1,0,0.02,0
20.25,1,0,0.025,0
20.3,1,0,0.03,0
20.35,1,0,0.035,0
20.4,1,0,0.04,0
20.45,1,0,0.045,0
20.5,1,0,0.05,0
20.55,1,0,0.055,0
20.6,1,0,0.06,0
20.65,1,0,0.065,0
20.7,1,0,0.07,0
20.75,1,0,0.075,0
20.8,1,0,0.08,0
20.85,1,0,0.085,0
20.9,1,0,0.09,0
20.95,1,0,0.095,0
21,1,0,0.1,0
21.05,1,0,0.105,0
21.1,1,0,0.11,0
21.15,1,0,0.115,0
21.2,1,0,0.12,0
21.25,1,0,0.125,0
21.3,1,0,0.13,0
21.35,1,0,0.135,0
21.4,1,0,0.14,0
21.45,1,0,0.145,0
21.5,1,0,0.15,0
21.55,1,0,0.155,0
21.6,1,0,0.16,0
21.65,1,0,0.165,0
21.7,1,0,0.17,0
21.75,1,0,0.175,0
21.8,1,0,0.18,0
21.85,1,0,0.185,0
21.9,1,0,0.19,0
21.95,1,0,0.195,0
22,1,0,0.2,0
22.05,1,0,0.205,0
22.1,1,0,0.21,0
22.15,1,0,0.215,0
22.2,1,0,0.22,0
22.25,1,0,0.225,0
22.3,1,0,0.23,0
22.35,1,0,0.235,0
22.4,1,0,0.24,0
22.45,1,0,0.245,0
22.5,1,0,0.25,0
22.55,1,0,0.255,0
22.6,1,0,0.26,0
22.65,1,0,0.265,0
22.7,1,0,0.27,0
22.75,1,0,0.275,0
22.8,1,0,0.28,0
22.85,1,0,0.285,0
22.9,1,0,0.29,0
22.95,1,0,0.295,0
23,1,0,0.3,0
23.05,1,0,0.305,0
23.1,1,0,0.31,0
23.15,1,0,0.315,0
23.2,1,0,0.32,0
23.25,1,0,0.325,0
23.3,1,0,0.33,0
23.35,1,0,0.335,0
23.4,1,0,0.34,0
23.45,1,0,0.345,0
23.5,1,0,0.35,0
23.55,1,0,0.355,0
23.6,1,0,0.36,0
23.65,1,0,0.365,0
23.7,1,0,0.37,0
23.75,1,0,0.375,0
23.8,1,0,0.38,0
23.85,1,0,0.385,0
23.9,1,0,0.39,0
23.95,1,0,0.395,0
24,1,0,0.4,0
24.05,1,0,0.405,0
24.1,1,0,0.41,0
24.15,1,0,0.415,0
24.2,1,0,0.42,0
24.25,1,0,0.425,0
24.3,1,0,0.43,0
24.35,1,0,0.435,0
24.4,1,0,0.44,0
24.45,1,0,0.445,0
24.5,1,0,0.45,0
24.55,1,0,0.455,0
24.6,1,0,0.46,0
24.65,1,0,0.465,0
24.7,1,0,0.47,0
24.75,1,0,0.475,0
24.8,1,0,0.48,0
24.85,1,0,0.485,0
24.9,1,0,0.49,0
24.95,1,0,0.495,0
25,1,0,0.5,0
25.05,1,0,0.505,0
25.1,1,0,0.51,0
25.15,1,0,0.515,0
25.2,1,0,0.52,0
25.25,1,0,0.525,0
25.3,1,0,0.53,0
25.35,1,0,0.535,0
25.4,1,0,0.54,0
25.45,1,0,0.545,0
25.5,1,0,0.55,0
25.55,1,0,0.555,0
25.6,1,0,0.56,0
25.65,1,0,0.565,0
25.7,1,0,0.57,0
25.75,1,0,0.575,0
25.8,1,0,0.58,0
25.85,1,0,0.585,0
25.9,1,0,0.59,0
25.95,1,0,0.595,0
26,1,0,0.6,0
26.05,1,0,0.605,0
26.1,1,0,0.61,0
26.15,1,0,0.615,0
26.2,1,0,0.62,0
26.25,1,0,0.625,0
26.3,1,0,0.63,0
26.35,1,0,0.635,0
26.4,1,0,0.64,0
26.45,1,0,0.645,0
26.5,1,0,0.65,0
26.55,1,0,0.655,0
26.6,1,0,0.66,0
26.65,1,0,0.665,0
26.7,1,0,0.67,0
26.75,1,0,0.675,0
26.8,1,0,0.68,0
26.85,1,0,0.685,0
26.9,1,0,0.69,0
26.95,1,0,0.695,0
27,1,0,0.7,0
27.05,1,0,0.705,0
27.1,1,0,0.71,0
27.15,1,0,0.715,0
27.2,1,0,0.72,0
27.25,1,0,0.725,0
27.3,1,0,0.73,0
27.35,1,0,0.735,0
27.4,1,0,0.74,0
27.45,1,0,0.745,0
27.5,1,0,0.75,0
27.55,1,0,0.755,0
27.6,1,0,0.76,0
27.65,1,0,0.765,0
27.7,1,0,0.77,0
27.75,1,0,0.775,0
27.8,1,0,0.78,0
27.85,1,0,0.785,0
27.9,1,0,0.79,0
27.95,1,0,0.795,0
28,1,0,0.8,0
28.05,1,0,0.805,0
28.1,1,0,0.81,0
28.15,1,0,0.815,0
28.2,1,0,0.82,0
28.25,1,0,0.825,0
28.3,1,0,0.83,0
28.35,1,0,0.835,0
28.4,1,0,0.84,0
28.45,1,0,0.845,0
28.5,1,0,0.85,0
28.55,1,0,0.855,0
28.6,1,0,0.86,0
28.65,1,0,0.865,0
28.7,1,0,0.87,0
28.75,1,0,0.875,0
28.8,1,0,0.88,0
28.85,1,0,0.885,0
28.9,1,0,0.89,0
28.95,1,0,0.895,0
29,1,0,0.9,0
29.05,1,0,0.905,0
29.1,1,0,0.91,0
29.15,1,0,0.915,0
29.2,1,0,0.92,0
29.25,1,0,0.925,0
29.3,1,0,0.93,0
29.35,1,0,0.935,0
29.4,1,0,0.94,0
29.45,1,0,0.945,0
29.5,1,0,0.95,0
29.55,1,0,0.955,0
29.6,1,0,0.96,0
29.65,1,0,0.965,0
29.7,1,0,0.97,0
29.75,1,0,0.975,0
29.8,1,0,0.98,0
29.85,1,0,0.985,0
29.9,1,0,0.99,0
29.95,1,0,0.995,0
30,1,0,1,0
30.05,1,0,1,0
30.1,1,0,1,0
30.15,1,0,1,0
30.2,1,0,1,0
30.25,1,0,1,0
30.3,1,0,1,0
30.35,1,0,1,0
30.4,1,0,1,0
30.45,1,0,1,0
30.5,1,0,1,0
30.55,1,0,1,0
30.6,1,0,1,0
30.65,1,0,1,0
30.7,1,0,1,0
30.75,1,0,1,0
30.8,1,0,1,0
30.85,1,0,1,0
30.9,1,0,1,0
30.95,1,0,1,0
31,1,0,1,0
31.05,1,0,1,0
31.1,1,0,1,0
31.15,1,0,1,0
31.2,1,0,1,0
31.25,1,0,1,0
31.3,1,0,1,0
31.35,1,0,1,0
31.4,1,0,1,0
31.45,1,0,1,0
31.5,1,0,1,0
31.55,1,0,1,0
31.6,1,0,1,0
31.65,1,0,1,0
31.7,1,0,1,0
31.75,1,0,1,0
31.8,1,0,1,0
31.85,1,0,1,0
31.9,1,0,1,0
31.95,1,0,1,0
32,1,0,1,0
32.05,1,0,1,0
32.1,1,0,1,0
32.15,1,0,1,0
32.2,1,0,1,0
32.25,1,0,1,0
32.3,1,0,1,0
32.35,1,0,1,0
32.4,1,0,1,0
32.45,1,0,1,0
32.5,1,0,1,0
32.55,1,0,1,0
32.6,1,0,1,0
32.65,1,0,1,0
32.7,1,0,1,0
32.75,1,0,1,0
32.8,1,0,1,0
32.85,1,0,1,0
32.9,1,0,1,0
32.95,1,0,1,0
33,1,0,1,0
33.05,1,0,1,0
33.1,1,0,1,0
33.15,1,0,1,0
33.2,1,0,1,0
33.25,1,0,1,0
33.3,1,0,1,0
33.35,1,0,1,0
33.4,1,0,1,0
33.45,1,0,1,0
33.5,1,0,1,0
33.55,1,0,1,0
33.6,1,0,1,0
33.65,1,0,1,0
33.7,1,0,1,0
33.75,1,0,1,0
33.8,1,0,1,0
33.85,1,0,1,0
33.9,1,0,1,0
33.95,1,0,1,0
34,1,0,1,0
34.05,1,0,1,0
34.1,1,0,1,0
34.15,1,0,1,0
34.2,1,0,1,0
34.25,1,0,1,0
34.3,1,0,1,0
34.35,1,0,1,0
34.4,1,0,1,0
34.45,1,0,1,0
34.5,1,0,1,0
34.55,1,0,1,0
34.6,1,0,1,0
34.65,1,0,1,0
34.7,1,0,1,0
34.75,1,0,1,0
34.8,1,0,1,0
34.85,1,0,1,0
34.9,1,0,1,0
34.95,1,0,1,0
35,1,0,1,0
35.05,1,0,1,0
35.1,1,0,1,0
35.15,1,0,1,0
35.2,1,0,1,0
35.25,1,0,1,0
35.3,1,0,1,0
35.35,1,0,1,0
35.4,1,0,1,0
35.45,1,0,1,0
35.5,1,0,1,0
35.55,1,0,1,0
35.6,1,0,1,0
35.65,1,0,1,0
35.7,1,0,1,0
35.75,1,0,1,0
35.8,1,0,1,0
35.85,1,0,1,0
35.9,1,0,1,0
35.95,1,0,1,0
36,1,0,1,0
36.05,1,0,1,0
36.1,1,0,1,0
36.15,1,0,1,0
36.2,1,0,1,0
36.25,1,0,1,0
36.3,1,0,1,0
36.35,1,0,1,0
36.4,1,0,1,0
36.45,1,0,1,0
36.5,1,0,1,0
36.55,1,0,1,0
36.6,1,0,1,0
36.65,1,0,1,0
36.7,1,0,1,0
36.75,1,0,1,0
36.8,1,0,1,0
36.85,1,0,1,0
36.9,1,0,1,0
36.95,1,0,1,0
37,1,0,1,0
37.05,1,0,1,0
37.1,1,0,1,0
37.15,1,0,1,0
37.2,1,0,1,0
37.25,1,0,1,0
37.3,1,0,1,0
37.35,1,0,1,0
37.4,1,0,1,0
37.45,1,0,1,0
37.5,1,0,1,0
37.55,1,0,1,0
37.6,1,0,1,0
37.65,1,0,1,0
37.7,1,0,1,0
37.75,1,0,1,0
37.8,1,0,1,0
37.85,1,0,1,0
37.9,1,0,1,0
37.95,1,0,1,0
38,1,0,1,0
38.05,1,0,1,0
38.1,1,0,1,0
38.15,1,0,1,0
38.2,1,0,1,0
38.25,1,0,1,0
38.3,1,0,1,0
38.35,1,0,1,0
38.4,1,0,1,0
38.45,1,0,1,0
38.5,1,0,1,0
38.55,1,0,1,0
38.6,1,0,1,0
38.65,1,0,1,0
38.7,1,0,1,0
38.75,1,0,1,0
38.8,1,0,1,0
38.85,1,0,1,0
38.9,1,0,1,0
38.95,1,0,1,0
39,1,0,1,0
39.05,1,0,1,0
39.1,1,0,1,0
39.15,1,0,1,0
39.2,1,0,1,0
39.25,1,0,1,0
39.3,1,0,1,0
39.35,1,0,1,0
39.4,1,0,1,0
39.45,1,0,1,0
39.5,1,0,1,0
39.55,1,0,1,0
39.6,1,0,1,0
39.65,1,0,1,0
39.7,1,0,1,0
39.75,1,0,1,0
39.8,1,0,1,0
39.85,1,0,1,0
39.9,1,0,1,0
39.95,1,0,1,0
40,1,0,1,0
40.05,1,0,1,0
40.1,1,0,1,0
40.15,1,0,1,0
40.2,1,0,1,0
40.25,1,0,1,0
40.3,1,0,1,0
40.35,1,0,1,0
40.4,1,0,1,0
40.45,1,0,1,0
40.5,1,0,1,0
40.55,1,0,1,0
40.6,1,0,1,0
40.65,1,0,1,0
40.7,1,0,1,0
40.75,1,0,1,0
40.8,1,0,1,0
40.85,1,0,1,0
40.9,1,0,1,0
40.95,1,0,1,0
41,1,0,1,0
41.05,1,0,1,0
41.1,1,0,1,0
41.15,1,0,1,0
41.2,1,0,1,0
41.25,1,0,1,0
41.3,1,0,1,0
41.35,1,0,1,0
41.4,1,0,1,0
41.45,1,0,1,0
41.5,1,0,1,0
41.55,1,0,1,0
41.6,1,0,1,0
41.65,1,0,1,0
41.7,1,0,1,0
41.75,1,0,1,0
41.8,1,0,1,0
41.85,1,0,1,0
41.9,1,0,1,0
41.95,1,0,1,0
42,1,0,1,0
42.05,1,0,1,0
42.1,1,0,1,0
42.15,1,0,1,0
42.2,1,0,1,0
42.25,1,0,1,0
42.3,1,0,1,0
42.35,1,0,1,0
42.4,1,0,1,0
42.45,1,0,1,0
42.5,1,0,1,0
42.55,1,0,1,0
42.6,1,0,1,0
42.65,1,0,1,0
42.7,1,0,1,0
42.75,1,0,1,0
42.8,1,0,1,0
42.85,1,0,1,0
42.9,1,0,1,0
42.95,1,0,1,0
43,1,0,1,0
43.05,1,0,1,0
43.1,1,0,1,0
43.15,1,0,1,0
43.2,1,0,1,0
43.25,1,0,1,0
43.3,1,0,1,0
43.35,1,0,1,0
43.4,1,0,1,0
43.45,1,0,1,0
43.5,1,0,1,0
43.55,1,0,1,0
43.6,1,0,1,0
43.65,1,0,1,0
43.7,1,0,1,0
43.75,1,0,1,0
43.8,1,0,1,0
43.85,1,0,1,0
43.9,1,0,1,0
43.95,1,0,1,0
44,1,0,1,0
44.05,1,0,1,0
44.1,1,0,1,0
44.15,1,0,1,0
44.2,1,0,1,0
44.25,1,0,1,0
44.3,1,0,1,0
44.35,1,0,1,0
44.4,1,0,1,0
44.45,1,0,1,0
44.5,1,0,1,0
44.55,1,0,1,0
44.6,1,0,1,0
44.65,1,0,1,0
44.7,1,0,1,0
44.75,1,0,1,0
44.8,1,0,1,0
44.85,1,0,1,0
44.9,1,0,1,0
44.95,1,0,1,0
45,1,0,1,0
45.05,1,0,1,0
45.1,1,0,1,0
45.15,1,0,1,0
45.2,1,0,1,0
45.25,1,0,1,0
45.3,1,0,1,0
45.35,1,0,1,0
45.4,1,0,1,0
45.45,1,0,1,0
45.5,1,0,1,0
45.55,1,0,1,0
45.6,1,0,1,0
45.65,1,0,1,0
45.7,1,0,1,0
45.75,1,0,1,0
45.8,1,0,1,0
45.85,1,0,1,0
45.9,1,0,1,0
45.95,1,0,1,0
46,1,0,1,0
46.05,1,0,1,0
46.1,1,0,1,0
46.15,1,0,1,0
46.2,1,0,1,0
46.25,1,0,1,0
46.3,1,0,1,0
46.35,1,0,1,0
46.4,1,0,1,0
46.45,1,0,1,0
46.5,1,0,1,0
46.55,1,0,1,0
46.6,1,0,1,0
46.65,1,0,1,0
46.7,1,0,1,0
46.75,1,0,1,0
46.8,1,0,1,0
46.85,1,0,1,0
46.9,1,0,1,0
46.95,1,0,1,0
47,1,0,1,0
47.05,1,0,1,0
47.1,1,0,1,0
47.15,1,0,1,0
47.2,1,0,1,0
47.25,1,0,1,0
47.3,1,0,1,0
47.35,1,0,1,0
47.4,1,0,1,0
47.45,1,0,1,0
47.5,1,0,1,0
47.55,1,0,1,0
47.6,1,0,1,0
47.65,1,0,1,0
47.7,1,0,1,0
47.75,1,0,1,0
47.8,1,0,1,0
47.85,1,0,1,0
47.9,1,0,1,0
47.95,1,0,1,0
48,1,0,1,0
48.05,1,0,1,0
48.1,1,0,1,0
48.15,1,0,1,0
48.2,1,0,1,0
48.25,1,0,1,0
48.3,1,0,1,0
48.35,1,0,1,0
48.4,1,0,1,0
48.45,1,0,1,0
48.5,1,0,1,0
48.55,1,0,1,0
48.6,1,0,1,0
48.65,1,0,1,0
48.7,1,0,1,0
48.75,1,0,1,0
48.8,1,0,1,0
48.85,1,0,1,0
48.9,1,0,1,0
48.95,1,0,1,0
49,1,0,1,0
49.05,1,0,1,0
49.1,1,0,1,0
49.15,1,0,1,0
49.2,1,0,1,0
49.25,1,0,1,0
49.3,1,0,1,0
49.35,1,0,1,0
49.4,1,0,1,0
49.45,1,0,1,0
49.5,1,0,1,0
49.55,1,0,1,0
49.6,1,0,1,0
49.65,1,0,1,0
49.7,1,0,1,0
49.75,1,0,1,0
49.8,1,0,1,0
49.85,1,0,1,0
49.9,1,0,1,0
49.95,1,0,1,0
50,1,0,1,0
50.05,1,0,1,0
50.1,1,0,1,0
50.15,1,0,1,0
50.2,1,0,1,0
50.25,1,0,1,0
50.3,1,0,1,0
50.35,1,0,1,0
50.4,1,0,1,0
50.45,1,0,1,0
50.5,1,0,1,0
50.55,1,0,1,0
50.6,1,0,1,0
50.65,1,0,1,0
50.7,1,0,1,0
50.75,1,0,1,0
50.8,1,0,1,0
50.85,1,0,1,0
50.9,1,0,1,0
50.95,1,0,1,0
51,1,0,1,0
51.05,1,0,1,0
51.1,1,0,1,0
51.15,1,0,1,0
51.2,1,0,1,0
51.25,1,0,1,0
51.3,1,0,1,0
51.35,1,0,1,0
51.4,1,0,1,0
51.45,1,0,1,0
51.5,1,0,1,0
51.55,1,0,1,0
51.6,1,0,1,0
51.65,1,0,1,0
51.7,1,0,1,0
51.75,1,0,1,0
51.8,1,0,1,0
51.85,1,0,1,0
51.9,1,0,1,0
51.95,1,0,1,0
52,1,0,1,0
52.05,1,0,1,0
52.1,1,0,1,0
52.15,1,0,1,0
52.2,1,0,1,0
52.25,1,0,1,0
52.3,1,0,1,0
52.35,1,0,1,0
52.4,1,0,1,0
52.45,1,0,1,0
52.5,1,0,1,0
52.55,1,0,1,0
52.6,1,0,1,0
52.65,1,0,1,0
52.7,1,0,1,0
52.75,1,0,1,0
52.8,1,0,1,0
52.85,1,0,1,0
52.9,1,0,1,0
52.95,1,0,1,0
53,1,0,1,0
53.05,1,0,1,0
53.1,1,0,1,0
53.15,1,0,1,0
53.2,1,0,1,0
53.25,1,0,1,0
53.3,1,0,1,0
53.35,1,0,1,0
53.4,1,0,1,0
53.45,1,0,1,0
53.5,1,0,1,0
53.55,1,0,1,0
53.6,1,0,1,0
53.65,1,0,1,0
53.7,1,0,1,0
53.75,1,0,1,0
53.8,1,0,1,0
53.85,1,0,1,0
53.9,1,0,1,0
53.95,1,0,1,0
54,1,0,1,0
54.05,1,0,1,0
54.1,1,0,1,0
54.15,1,0,1,0
54.2,1,0,1,0
54.25,1,0,1,0
54.3,1,0,1,0
54.35,1,0,1,0
54.4,1,0,1,0
54.45,1,0,1,0
54.5,1,0,1,0
54.55,1,0,1,0
54.6,1,0,1,0
54.65,1,0,1,0
54.7,1,0,1,0
54.75,1,0,1,0
54.8,1,0,1,0
54.85,1,0,1,0
54.9,1,0,1,0
54.95,1,0,1,0
55,1,0,1,0
55.05,1,0,1,0
55.1,1,0,1,0
55.15,1,0,1,0
55.2,1,0,1,0
55.25,1,0,1,0
55.3,1,0,1,0
55.35,1,0,1,0
55.4,1,0,1,0
55.45,1,0,1,0
55.5,1,0,1,0
55.55,1,0,1,0
55.6,1,0,1,0
55.65,1,0,1,0
55.7,1,0,1,0
55.75,1,0,1,0
55.8,1,0,1,0
55.85,1,0,1,0
55.9,1,0,1,0
55.95,1,0,1,0
56,1,0,1,0
56.05,1,0,1,0
56.1,1,0,1,0
56.15,1,0,1,0
56.2,1,0,1,0
56.25,1,0,1,0
56.3,1,0,1,0
56.35,1,0,1,0
56.4,1,0,1,0
56.45,1,0,1,0
56.5,1,0,1,0
56.55,1,0,1,0
56.6,1,0,1,0
56.65,1,0,1,0
