    "time","headlight"
      4.68,         0
      4.69,         0
       4.7,         0
      4.71,         0
      4.72,         0
      4.73,         0
      4.74,         0
      4.75,         0
      4.76,         0
      4.77,         0
      4.78,         0
      4.79,         0
       4.8,         0
      4.81,         0
      4.82,         0
      4.83,         0
      4.84,         0
      4.85,         0
      4.86,         0
      4.87,         0
      4.88,         0
      4.89,         0
       4.9,         0
      4.91,         0
      4.92,         0
      4.93,         0
      4.94,         0
      4.95,         0
      4.96,         0
      4.97,         0
      4.98,         0
      4.99,         0
         5,         0
      5.01,         0
      5.02,         0
      5.03,         0
      5.04,         0
      5.05,         0
      5.06,         0
      5.07,         0
      5.08,         0
      5.09,         0
       5.1,         0
      5.11,         0
      5.12,         0
      5.13,         0
      5.14,         0
      5.15,         0
      5.16,         0
      5.17,         0
      5.18,         0
      5.19,         0
       5.2,         0
      5.21,         0
      5.22,         0
      5.23,         0
      5.24,         0
      5.25,         0
      5.26,         0
      5.27,         0
      5.28,         0
      5.29,         0
       5.3,         0
      5.31,         0
      5.32,         0
      5.33,         0
      5.34,         0
      5.35,         0
      5.36,         0
      5.37,         0
      5.38,         0
      5.39,         0
       5.4,         0
      5.41,         0
      5.42,         0
      5.43,         0
      5.44,         0
      5.45,         0
      5.46,         0
      5.47,         0
      5.48,         0
      5.49,         0
       5.5,         0
      5.51,         0
      5.52,         0
      5.53,         0
      5.54,         0
      5.55,         0
      5.56,         0
      5.57,         0
      5.58,         0
      5.59,         0
       5.6,         0
      5.61,         0
      5.62,         0
      5.63,         0
      5.64,         0
      5.65,         0
      5.66,         0
      5.67,         1
      5.68,         1
      5.69,         1
       5.7,         1
      5.71,         1
      5.72,         1
      5.73,         1
      5.74,         1
      5.75,         1
      5.76,         1
      5.77,         1
      5.78,         1
      5.79,         1
       5.8,         1
      5.81,         1
      5.82,         1
      5.83,         1
      5.84,         1
      5.85,         1
      5.86,         1
      5.87,         1
      5.88,         1
      5.89,         1
       5.9,         1
      5.91,         1
      5.92,         1
      5.93,         1
      5.94,         1
      5.95,         1
      5.96,         1
      5.97,         1
      5.98,         1
      5.99,         1
         6,         1
      6.01,         1
      6.02,         1
      6.03,         1
      6.04,         1
      6.05,         1
      6.06,         1
      6.07,         1
      6.08,         1
      6.09,         1
       6.1,         1
      6.11,         1
      6.12,         1
      6.13,         1
      6.14,         1
      6.15,         1
      6.16,         1
      6.17,         1
      6.18,         1
      6.19,         1
       6.2,         1
      6.21,         1
      6.22,         1
      6.23,         1
      6.24,         1
      6.25,         1
      6.26,         1
      6.27,         1
      6.28,         1
      6.29,         1
       6.3,         1
      6.31,         1
      6.32,         1
      6.33,         1
      6.34,         1
      6.35,         1
      6.36,         1
      6.37,         1
      6.38,         1
      6.39,         1
       6.4,         1
      6.41,         1
      6.42,         1
      6.43,         1
      6.44,         1
      6.45,         1
      6.46,         1
      6.47,         1
      6.48,         1
      6.49,         1
       6.5,         1
      6.51,         1
      6.52,         1
      6.53,         1
      6.54,         1
      6.55,         1
      6.56,         1
      6.57,         1
      6.58,         1
      6.59,         1
       6.6,         1
      6.61,         1
      6.62,         1
      6.63,         1
      6.64,         1
      6.65,         1
      6.66,         1
      6.67,         1
      6.68,         1
      6.69,         1
       6.7,         1
      6.71,         1
      6.72,         1
      6.73,         1
      6.74,         1
      6.75,         1
      6.76,         1
      6.77,         1
      6.78,         1
      6.79,         1
       6.8,         1
      6.81,         1
      6.82,         1
      6.83,         1
      6.84,         1
      6.85,         1
      6.86,         1
      6.87,         1
      6.88,         1
      6.89,         1
       6.9,         1
      6.91,         1
      6.92,         1
      6.93,         1
      6.94,         1
      6.95,         1
      6.96,         1
      6.97,         1
      6.98,         1
      6.99,         1
         7,         1
