"time","indata_3263","indata_0031","inkey_3263","inkey_0031","decipher","ds","rst"
0.097,1760299270,1642118831,322197369,-1682120719,1,1,0
0.098,1760299270,1642118831,322197369,-1682120719,1,1,0
0.099,1760299270,1642118831,322197369,-1682120719,1,1,0
0.1,1760299270,1642118831,322197369,-1682120719,1,1,0
0.101,1760299270,1642118831,322197369,-1682120719,1,1,0
0.102,1760299270,1642118831,322197369,-1682120719,1,0,0
0.103,1931501938,1696625517,322197369,-1682120719,0,1,0
0.104,1931501938,1696625517,322197369,-1682120719,0,1,0
0.105,1931501938,1696625517,322197369,-1682120719,0,1,0
0.106,1931501938,1696625517,322197369,-1682120719,0,1,0
0.107,1931501938,1696625517,322197369,-1682120719,0,1,0
0.108,1931501938,1696625517,322197369,-1682120719,0,1,0
0.109,1931501938,1696625517,322197369,-1682120719,0,1,0
0.11,1931501938,1696625517,322197369,-1682120719,0,1,0
0.111,1931501938,1696625517,322197369,-1682120719,0,1,0
0.112,1931501938,1696625517,322197369,-1682120719,0,1,0
0.113,1931501938,1696625517,322197369,-1682120719,0,1,0
0.114,1931501938,1696625517,322197369,-1682120719,0,1,0
0.115,1931501938,1696625517,322197369,-1682120719,0,1,0
0.116,1931501938,1696625517,322197369,-1682120719,0,1,0
0.117,1931501938,1696625517,322197369,-1682120719,0,1,0
0.118,1931501938,1696625517,322197369,-1682120719,0,1,0
0.119,1931501938,1696625517,322197369,-1682120719,0,0,0
0.12,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.121,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.122,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.123,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.124,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.125,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.126,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.127,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.128,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.129,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.13,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.131,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.132,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.133,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.134,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.135,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.136,-1290368963,-978969719,322197369,-1682120719,1,0,0
0.137,1869575272,1701978228,238195250,-361951885,0,1,0
0.138,1869575272,1701978228,238195250,-361951885,0,1,0
0.139,1869575272,1701978228,238195250,-361951885,0,1,0
0.14,1869575272,1701978228,238195250,-361951885,0,1,0
0.141,1869575272,1701978228,238195250,-361951885,0,1,0
0.142,1869575272,1701978228,238195250,-361951885,0,1,0
0.143,1869575272,1701978228,238195250,-361951885,0,1,0
0.144,1869575272,1701978228,238195250,-361951885,0,1,0
0.145,1869575272,1701978228,238195250,-361951885,0,1,0
0.146,1869575272,1701978228,238195250,-361951885,0,1,0
0.147,1869575272,1701978228,238195250,-361951885,0,1,0
0.148,1869575272,1701978228,238195250,-361951885,0,1,0
0.149,1869575272,1701978228,238195250,-361951885,0,1,0
0.15,1869575272,1701978228,238195250,-361951885,0,1,0
0.151,1869575272,1701978228,238195250,-361951885,0,1,0
0.152,1869575272,1701978228,238195250,-361951885,0,1,0
0.153,1869575272,1701978228,238195250,-361951885,0,0,0
0.154,1207069092,-700218992,238195250,-361951885,1,1,0
0.155,1207069092,-700218992,238195250,-361951885,1,1,0
0.156,1207069092,-700218992,238195250,-361951885,1,1,0
0.157,1207069092,-700218992,238195250,-361951885,1,1,0
0.158,1207069092,-700218992,238195250,-361951885,1,1,0
0.159,1207069092,-700218992,238195250,-361951885,1,1,0
0.16,1207069092,-700218992,238195250,-361951885,1,1,0
0.161,1207069092,-700218992,238195250,-361951885,1,1,0
0.162,1207069092,-700218992,238195250,-361951885,1,1,0
0.163,1207069092,-700218992,238195250,-361951885,1,1,0
0.164,1207069092,-700218992,238195250,-361951885,1,1,0
0.165,1207069092,-700218992,238195250,-361951885,1,1,0
0.166,1207069092,-700218992,238195250,-361951885,1,1,0
0.167,1207069092,-700218992,238195250,-361951885,1,1,0
0.168,1207069092,-700218992,238195250,-361951885,1,1,0
0.169,1207069092,-700218992,238195250,-361951885,1,1,0
0.17,1207069092,-700218992,238195250,-361951885,1,0,0
0.171,1751215648,1986098021,238195250,-361951885,0,1,0
0.172,1751215648,1986098021,238195250,-361951885,0,1,0
0.173,1751215648,1986098021,238195250,-361951885,0,1,0
0.174,1751215648,1986098021,238195250,-361951885,0,1,0
0.175,1751215648,1986098021,238195250,-361951885,0,1,0
0.176,1751215648,1986098021,238195250,-361951885,0,1,0
0.177,1751215648,1986098021,238195250,-361951885,0,1,0
0.178,1751215648,1986098021,238195250,-361951885,0,1,0
0.179,1751215648,1986098021,238195250,-361951885,0,1,0
0.18,1751215648,1986098021,238195250,-361951885,0,1,0
0.181,1751215648,1986098021,238195250,-361951885,0,1,0
0.182,1751215648,1986098021,238195250,-361951885,0,1,0
0.183,1751215648,1986098021,238195250,-361951885,0,1,0
0.184,1751215648,1986098021,238195250,-361951885,0,1,0
0.185,1751215648,1986098021,238195250,-361951885,0,1,0
0.186,1751215648,1986098021,238195250,-361951885,0,1,0
0.187,1751215648,1986098021,238195250,-361951885,0,0,0
0.188,-640340104,-181042023,238195250,-361951885,1,1,0
0.189,-640340104,-181042023,238195250,-361951885,1,1,0
0.19,-640340104,-181042023,238195250,-361951885,1,1,0
0.191,-640340104,-181042023,238195250,-361951885,1,1,0
0.192,-640340104,-181042023,238195250,-361951885,1,1,0
0.193,-640340104,-181042023,238195250,-361951885,1,1,0
0.194,-640340104,-181042023,238195250,-361951885,1,1,0
0.195,-640340104,-181042023,238195250,-361951885,1,1,0
0.196,-640340104,-181042023,238195250,-361951885,1,1,0
0.197,-640340104,-181042023,238195250,-361951885,1,1,0
0.198,-640340104,-181042023,238195250,-361951885,1,1,0
0.199,-640340104,-181042023,238195250,-361951885,1,1,0
0.2,-640340104,-181042023,238195250,-361951885,1,1,0
0.201,-640340104,-181042023,238195250,-361951885,1,1,0
0.202,-640340104,-181042023,238195250,-361951885,1,1,0
0.203,-640340104,-181042023,238195250,-361951885,1,1,0
0.204,-640340104,-181042023,238195250,-361951885,1,0,0
0.205,1818848869,218759168,238195250,-361951885,0,1,0
0.206,1818848869,218759168,238195250,-361951885,0,1,0
0.207,1818848869,218759168,238195250,-361951885,0,1,0
0.208,1818848869,218759168,238195250,-361951885,0,1,0
0.209,1818848869,218759168,238195250,-361951885,0,1,0
0.21,1818848869,218759168,238195250,-361951885,0,1,0
0.211,1818848869,218759168,238195250,-361951885,0,1,0
0.212,1818848869,218759168,238195250,-361951885,0,1,0
0.213,1818848869,218759168,238195250,-361951885,0,1,0
0.214,1818848869,218759168,238195250,-361951885,0,1,0
0.215,1818848869,218759168,238195250,-361951885,0,1,0
0.216,1818848869,218759168,238195250,-361951885,0,1,0
0.217,1818848869,218759168,238195250,-361951885,0,1,0
0.218,1818848869,218759168,238195250,-361951885,0,1,0
0.219,1818848869,218759168,238195250,-361951885,0,1,0
0.22,1818848869,218759168,238195250,-361951885,0,1,0
0.221,1818848869,218759168,238195250,-361951885,0,0,0
0.222,-2104833612,1407247955,238195250,-361951885,1,1,0
0.223,-2104833612,1407247955,238195250,-361951885,1,1,0
0.224,-2104833612,1407247955,238195250,-361951885,1,1,0
0.225,-2104833612,1407247955,238195250,-361951885,1,1,0
0.226,-2104833612,1407247955,238195250,-361951885,1,1,0
0.227,-2104833612,1407247955,238195250,-361951885,1,1,0
0.228,-2104833612,1407247955,238195250,-361951885,1,1,0
0.229,-2104833612,1407247955,238195250,-361951885,1,1,0
0.23,-2104833612,1407247955,238195250,-361951885,1,1,0
0.231,-2104833612,1407247955,238195250,-361951885,1,1,0
0.232,-2104833612,1407247955,238195250,-361951885,1,1,0
0.233,-2104833612,1407247955,238195250,-361951885,1,1,0
0.234,-2104833612,1407247955,238195250,-361951885,1,1,0
0.235,-2104833612,1407247955,238195250,-361951885,1,1,0
0.236,-2104833612,1407247955,238195250,-361951885,1,1,0
0.237,-2104833612,1407247955,238195250,-361951885,1,1,0
0.238,-2104833612,1407247955,238195250,-361951885,1,0,0
0.239,322197369,-1682120719,238195250,-361951885,0,1,0
0.24,322197369,-1682120719,238195250,-361951885,0,1,0
0.241,322197369,-1682120719,238195250,-361951885,0,1,0
0.242,322197369,-1682120719,238195250,-361951885,0,1,0
0.243,322197369,-1682120719,238195250,-361951885,0,1,0
0.244,322197369,-1682120719,238195250,-361951885,0,1,0
0.245,322197369,-1682120719,238195250,-361951885,0,1,0
0.246,322197369,-1682120719,238195250,-361951885,0,1,0
0.247,322197369,-1682120719,238195250,-361951885,0,1,0
0.248,322197369,-1682120719,238195250,-361951885,0,1,0
0.249,322197369,-1682120719,238195250,-361951885,0,1,0
0.25,322197369,-1682120719,238195250,-361951885,0,1,0
0.251,322197369,-1682120719,238195250,-361951885,0,1,0
0.252,322197369,-1682120719,238195250,-361951885,0,1,0
0.253,322197369,-1682120719,238195250,-361951885,0,1,0
0.254,322197369,-1682120719,238195250,-361951885,0,1,0
0.255,322197369,-1682120719,238195250,-361951885,0,0,0
0.256,663136555,-911747836,238195250,-361951885,1,1,0
0.257,663136555,-911747836,238195250,-361951885,1,1,0
0.258,663136555,-911747836,238195250,-361951885,1,1,0
0.259,663136555,-911747836,238195250,-361951885,1,1,0
0.26,663136555,-911747836,238195250,-361951885,1,1,0
0.261,663136555,-911747836,238195250,-361951885,1,1,0
0.262,663136555,-911747836,238195250,-361951885,1,1,0
0.263,663136555,-911747836,238195250,-361951885,1,1,0
0.264,663136555,-911747836,238195250,-361951885,1,1,0
0.265,663136555,-911747836,238195250,-361951885,1,1,0
0.266,663136555,-911747836,238195250,-361951885,1,1,0
0.267,663136555,-911747836,238195250,-361951885,1,1,0
0.268,663136555,-911747836,238195250,-361951885,1,1,0
0.269,663136555,-911747836,238195250,-361951885,1,1,0
0.27,663136555,-911747836,238195250,-361951885,1,1,0
0.271,663136555,-911747836,238195250,-361951885,1,1,0
0.272,663136555,-911747836,238195250,-361951885,1,0,0
0.273,19088743,-1985229329,322197369,-1682120719,0,1,0
0.274,19088743,-1985229329,322197369,-1682120719,0,1,0
0.275,19088743,-1985229329,322197369,-1682120719,0,1,0
0.276,19088743,-1985229329,322197369,-1682120719,0,1,0
0.277,19088743,-1985229329,322197369,-1682120719,0,1,0
0.278,19088743,-1985229329,322197369,-1682120719,0,1,0
0.279,19088743,-1985229329,322197369,-1682120719,0,1,0
0.28,19088743,-1985229329,322197369,-1682120719,0,1,0
0.281,19088743,-1985229329,322197369,-1682120719,0,1,0
0.282,19088743,-1985229329,322197369,-1682120719,0,1,0
0.283,19088743,-1985229329,322197369,-1682120719,0,1,0
0.284,19088743,-1985229329,322197369,-1682120719,0,1,0
0.285,19088743,-1985229329,322197369,-1682120719,0,1,0
0.286,19088743,-1985229329,322197369,-1682120719,0,1,0
0.287,19088743,-1985229329,322197369,-1682120719,0,1,0
0.288,19088743,-1985229329,322197369,-1682120719,0,1,0
0.289,19088743,-1985229329,322197369,-1682120719,0,0,0
0.29,-2048388268,252359685,322197369,-1682120719,1,1,0
0.291,-2048388268,252359685,322197369,-1682120719,1,1,0
0.292,-2048388268,252359685,322197369,-1682120719,1,1,0
0.293,-2048388268,252359685,322197369,-1682120719,1,1,0
0.294,-2048388268,252359685,322197369,-1682120719,1,1,0
0.295,-2048388268,252359685,322197369,-1682120719,1,1,0
0.296,-2048388268,252359685,322197369,-1682120719,1,1,0
0.297,-2048388268,252359685,322197369,-1682120719,1,1,0
0.298,-2048388268,252359685,322197369,-1682120719,1,1,0
0.299,-2048388268,252359685,322197369,-1682120719,1,1,0
0.3,-2048388268,252359685,322197369,-1682120719,1,1,0
0.301,-2048388268,252359685,322197369,-1682120719,1,1,0
0.302,-2048388268,252359685,322197369,-1682120719,1,1,0
0.303,-2048388268,252359685,322197369,-1682120719,1,1,0
0.304,-2048388268,252359685,322197369,-1682120719,1,1,0
0.305,-2048388268,252359685,322197369,-1682120719,1,1,0
0.306,-2048388268,252359685,322197369,-1682120719,1,0,0
0.307,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.308,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.309,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.31,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.311,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.312,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.313,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.314,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.315,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.316,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.317,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.318,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.319,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.32,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.321,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.322,-2021161081,-2021161081,322197369,-1682120719,0,1,0
0.323,-2021161081,-2021161081,322197369,-1682120719,0,0,0
0.324,309334259,-859300444,322197369,-1682120719,1,1,0
0.325,309334259,-859300444,322197369,-1682120719,1,1,0
0.326,309334259,-859300444,322197369,-1682120719,1,1,0
0.327,309334259,-859300444,322197369,-1682120719,1,1,0
0.328,309334259,-859300444,322197369,-1682120719,1,1,0
0.329,309334259,-859300444,322197369,-1682120719,1,1,0
0.33,309334259,-859300444,322197369,-1682120719,1,1,0
0.331,309334259,-859300444,322197369,-1682120719,1,1,0
0.332,309334259,-859300444,322197369,-1682120719,1,1,0
0.333,309334259,-859300444,322197369,-1682120719,1,1,0
0.334,309334259,-859300444,322197369,-1682120719,1,1,0
0.335,309334259,-859300444,322197369,-1682120719,1,1,0
0.336,309334259,-859300444,322197369,-1682120719,1,1,0
0.337,309334259,-859300444,322197369,-1682120719,1,1,0
0.338,309334259,-859300444,322197369,-1682120719,1,1,0
0.339,309334259,-859300444,322197369,-1682120719,1,1,0
0.34,309334259,-859300444,322197369,-1682120719,1,0,0
0.341,1500476786,543975792,322197369,-1682120719,0,1,0
0.342,1500476786,543975792,322197369,-1682120719,0,1,0
0.343,1500476786,543975792,322197369,-1682120719,0,1,0
0.344,1500476786,543975792,322197369,-1682120719,0,1,0
0.345,1500476786,543975792,322197369,-1682120719,0,1,0
0.346,1500476786,543975792,322197369,-1682120719,0,1,0
0.347,1500476786,543975792,322197369,-1682120719,0,1,0
0.348,1500476786,543975792,322197369,-1682120719,0,1,0
0.349,1500476786,543975792,322197369,-1682120719,0,1,0
0.35,1500476786,543975792,322197369,-1682120719,0,1,0
0.351,1500476786,543975792,322197369,-1682120719,0,1,0
0.352,1500476786,543975792,322197369,-1682120719,0,1,0
0.353,1500476786,543975792,322197369,-1682120719,0,1,0
0.354,1500476786,543975792,322197369,-1682120719,0,1,0
0.355,1500476786,543975792,322197369,-1682120719,0,1,0
0.356,1500476786,543975792,322197369,-1682120719,0,1,0
0.357,1500476786,543975792,322197369,-1682120719,0,0,0
0.358,1760299270,1642118831,322197369,-1682120719,1,1,0
0.359,1760299270,1642118831,322197369,-1682120719,1,1,0
0.36,1760299270,1642118831,322197369,-1682120719,1,1,0
0.361,1760299270,1642118831,322197369,-1682120719,1,1,0
0.362,1760299270,1642118831,322197369,-1682120719,1,1,0
0.363,1760299270,1642118831,322197369,-1682120719,1,1,0
0.364,1760299270,1642118831,322197369,-1682120719,1,1,0
0.365,1760299270,1642118831,322197369,-1682120719,1,1,0
0.366,1760299270,1642118831,322197369,-1682120719,1,1,0
0.367,1760299270,1642118831,322197369,-1682120719,1,1,0
0.368,1760299270,1642118831,322197369,-1682120719,1,1,0
0.369,1760299270,1642118831,322197369,-1682120719,1,1,0
0.37,1760299270,1642118831,322197369,-1682120719,1,1,0
0.371,1760299270,1642118831,322197369,-1682120719,1,1,0
0.372,1760299270,1642118831,322197369,-1682120719,1,1,0
0.373,1760299270,1642118831,322197369,-1682120719,1,1,0
0.374,1760299270,1642118831,322197369,-1682120719,1,0,0
0.375,1931501938,1696625517,322197369,-1682120719,0,1,0
0.376,1931501938,1696625517,322197369,-1682120719,0,1,0
0.377,1931501938,1696625517,322197369,-1682120719,0,1,0
0.378,1931501938,1696625517,322197369,-1682120719,0,1,0
0.379,1931501938,1696625517,322197369,-1682120719,0,1,0
0.38,1931501938,1696625517,322197369,-1682120719,0,1,0
0.381,1931501938,1696625517,322197369,-1682120719,0,1,0
0.382,1931501938,1696625517,322197369,-1682120719,0,1,0
0.383,1931501938,1696625517,322197369,-1682120719,0,1,0
0.384,1931501938,1696625517,322197369,-1682120719,0,1,0
0.385,1931501938,1696625517,322197369,-1682120719,0,1,0
0.386,1931501938,1696625517,322197369,-1682120719,0,1,0
0.387,1931501938,1696625517,322197369,-1682120719,0,1,0
0.388,1931501938,1696625517,322197369,-1682120719,0,1,0
0.389,1931501938,1696625517,322197369,-1682120719,0,1,0
0.39,1931501938,1696625517,322197369,-1682120719,0,1,0
0.391,1931501938,1696625517,322197369,-1682120719,0,0,0
0.392,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.393,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.394,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.395,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.396,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.397,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.398,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.399,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.4,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.401,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.402,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.403,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.404,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.405,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.406,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.407,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.408,-1290368963,-978969719,322197369,-1682120719,1,0,0
0.409,1869575272,1701978228,238195250,-361951885,0,1,0
0.41,1869575272,1701978228,238195250,-361951885,0,1,0
0.411,1869575272,1701978228,238195250,-361951885,0,1,0
0.412,1869575272,1701978228,238195250,-361951885,0,1,0
0.413,1869575272,1701978228,238195250,-361951885,0,1,0
0.414,1869575272,1701978228,238195250,-361951885,0,1,0
0.415,1869575272,1701978228,238195250,-361951885,0,1,0
0.416,1869575272,1701978228,238195250,-361951885,0,1,0
0.417,1869575272,1701978228,238195250,-361951885,0,1,0
0.418,1869575272,1701978228,238195250,-361951885,0,1,0
0.419,1869575272,1701978228,238195250,-361951885,0,1,0
0.42,1869575272,1701978228,238195250,-361951885,0,1,0
0.421,1869575272,1701978228,238195250,-361951885,0,1,0
0.422,1869575272,1701978228,238195250,-361951885,0,1,0
0.423,1869575272,1701978228,238195250,-361951885,0,1,0
0.424,1869575272,1701978228,238195250,-361951885,0,1,0
0.425,1869575272,1701978228,238195250,-361951885,0,0,0
0.426,1207069092,-700218992,238195250,-361951885,1,1,0
0.427,1207069092,-700218992,238195250,-361951885,1,1,0
0.428,1207069092,-700218992,238195250,-361951885,1,1,0
0.429,1207069092,-700218992,238195250,-361951885,1,1,0
0.43,1207069092,-700218992,238195250,-361951885,1,1,0
0.431,1207069092,-700218992,238195250,-361951885,1,1,0
0.432,1207069092,-700218992,238195250,-361951885,1,1,0
0.433,1207069092,-700218992,238195250,-361951885,1,1,0
0.434,1207069092,-700218992,238195250,-361951885,1,1,0
0.435,1207069092,-700218992,238195250,-361951885,1,1,0
0.436,1207069092,-700218992,238195250,-361951885,1,1,0
0.437,1207069092,-700218992,238195250,-361951885,1,1,0
0.438,1207069092,-700218992,238195250,-361951885,1,1,0
0.439,1207069092,-700218992,238195250,-361951885,1,1,0
0.44,1207069092,-700218992,238195250,-361951885,1,1,0
0.441,1207069092,-700218992,238195250,-361951885,1,1,0
0.442,1207069092,-700218992,238195250,-361951885,1,0,0
0.443,1751215648,1986098021,238195250,-361951885,0,1,0
0.444,1751215648,1986098021,238195250,-361951885,0,1,0
0.445,1751215648,1986098021,238195250,-361951885,0,1,0
0.446,1751215648,1986098021,238195250,-361951885,0,1,0
0.447,1751215648,1986098021,238195250,-361951885,0,1,0
0.448,1751215648,1986098021,238195250,-361951885,0,1,0
0.449,1751215648,1986098021,238195250,-361951885,0,1,0
0.45,1751215648,1986098021,238195250,-361951885,0,1,0
0.451,1751215648,1986098021,238195250,-361951885,0,1,0
0.452,1751215648,1986098021,238195250,-361951885,0,1,0
0.453,1751215648,1986098021,238195250,-361951885,0,1,0
0.454,1751215648,1986098021,238195250,-361951885,0,1,0
0.455,1751215648,1986098021,238195250,-361951885,0,1,0
0.456,1751215648,1986098021,238195250,-361951885,0,1,0
0.457,1751215648,1986098021,238195250,-361951885,0,1,0
0.458,1751215648,1986098021,238195250,-361951885,0,1,0
0.459,1751215648,1986098021,238195250,-361951885,0,0,0
0.46,-640340104,-181042023,238195250,-361951885,1,1,0
0.461,-640340104,-181042023,238195250,-361951885,1,1,0
0.462,-640340104,-181042023,238195250,-361951885,1,1,0
0.463,-640340104,-181042023,238195250,-361951885,1,1,0
0.464,-640340104,-181042023,238195250,-361951885,1,1,0
0.465,-640340104,-181042023,238195250,-361951885,1,1,0
0.466,-640340104,-181042023,238195250,-361951885,1,1,0
0.467,-640340104,-181042023,238195250,-361951885,1,1,0
0.468,-640340104,-181042023,238195250,-361951885,1,1,0
0.469,-640340104,-181042023,238195250,-361951885,1,1,0
