"time","Bearing.frame_b.f[3]","Bearing.frame_b.t[1]","Bearing.frame_b.t[2]","Bearing.frame_b.t[3]"
0.454,-17985.40844,-1828.515673,2696.928841,13052.18335
0.455,-27312.17778,-2776.876234,4095.577454,11052.63379
0.456,-27028.43291,-2747.709203,4052.821484,7319.101831
0.457,-16675.99456,-1694.377926,2499.920628,3981.332644
0.458,-1517.331603,-152.2554052,226.2185837,2490.737255
0.459,16581.27923,1688.802754,-2488.358149,3440.912152
0.46,37073.3634,3773.192878,-5561.835598,8738.503698
0.462,-22437.84625,-2283.165093,3365.868805,24940.19568
0.464,-21358.828,-2174.741882,3204.900564,4400.509132
0.465,-1658.060676,-170.7366261,250.0390698,2571.912533
0.466,15354.44574,1559.943065,-2301.702702,3662.368291
0.467,28335.20637,2880.628614,-4248.815178,6995.459994
0.469,21772.57158,2213.709898,-3264.925702,13933.37267
0.47,8857.68124,900.502941,-1328.199647,14369.65345
0.470662,1201.631742,122.1573425,-180.1802735,14311.90778
0.471,-2575.688265,-261.8440243,386.2154755,14314.40271
0.472,-14561.97188,-1480.484971,2183.593383,14253.63461
0.473,-26631.96589,-2707.834645,3993.652797,12871.38363
0.475,-21605.20229,-2195.878117,3239.297186,5081.570538
0.476,-5651.814256,-572.8540975,846.3573281,2842.884832
0.477,13790.07681,1404.899702,-2069.729462,3236.213396
0.478,36622.44837,3727.411757,-5494.260768,8009.015117
0.479638,9339.236241,950.2965091,-1400.953362,29293.14963
0.48,-18723.86834,-1905.224603,2808.724517,27727.60702
0.482,-23436.25429,-2386.097979,3516.511039,4790.970987
0.483,-1516.55119,-156.3465726,228.8174653,2753.61456
0.484,17251.57224,1752.954162,-2586.267591,4060.16774
0.485,31042.04802,3156.039869,-4654.84916,7893.384968
0.487,20957.41568,2130.886579,-3142.72541,15062.34165
0.488,6940.082863,705.5759498,-1040.672699,15314.87079
0.488429,1542.109047,156.7780948,-231.2387953,15274.84351
0.489,-5539.359851,-563.1643073,830.6298003,15289.54142
0.49,-19172.00849,-1949.317041,2874.967269,15049.61156
0.491,-31056.18744,-3157.814429,4657.188875,12794.02234
0.492,-30697.60234,-3121.011687,4603.192987,8229.892209
0.493,-17337.07791,-1761.644848,2599.087693,4265.335838
0.494,1912.558021,196.6618497,-288.2346179,2824.759948
0.495,25190.76374,2564.636427,-3779.707784,4888.141751
0.496,48770.69691,4963.090917,-7316.297825,13994.27219
0.497,20921.58,2128.826635,-3138.382919,30459.43714
0.497104,12204.99067,1241.887282,-1830.8317,31275.03287
0.498,-46660.48807,-4748.014759,6999.519444,21753.65672
0.499,-36052.71748,-3669.489001,5408.828995,7840.398341
0.5,-10576.5072,-1077.989964,1587.723412,3277.388498
