"time","'U@resistance'","'I@variable_0resistance'"
3.48e-005,-1.80792,-1.19747e-006
3.49e-005,-1.80792,-1.19747e-006
3.49e-005,-2.21995,-1.18753e-006
3.5e-005,-2.21995,-1.18753e-006
3.5e-005,-2.61369,-1.18488e-006
3.51e-005,-2.61369,-1.18488e-006
3.51e-005,-3.11822,-0.016451
3.52e-005,-3.11822,-0.016451
3.52e-005,-3.59888,-0.0318846
3.53e-005,-3.59888,-0.0318846
3.53e-005,-4.05291,-0.0468093
3.54e-005,-4.05291,-0.0468093
3.54e-005,-4.47891,-0.0611986
3.55e-005,-4.47891,-0.0611986
3.55e-005,-4.87563,-0.0750283
3.56e-005,-4.87563,-0.0750283
3.56e-005,-5.24198,-0.0882776
3.57e-005,-5.24198,-0.0882776
3.57e-005,-5.57701,-0.100929
3.58e-005,-5.57701,-0.100929
3.58e-005,-5.87995,-0.112967
3.59e-005,-5.87995,-0.112967
3.59e-005,-6.15018,-0.12438
3.6e-005,-6.15018,-0.12438
3.6e-005,-6.38724,-0.135159
3.61e-005,-6.38724,-0.135159
3.61e-005,-6.59082,-0.145299
3.62e-005,-6.59082,-0.145299
3.62e-005,-6.76078,-0.154797
3.63e-005,-6.76078,-0.154797
3.63e-005,-6.89712,-0.163652
3.64e-005,-6.89712,-0.163652
3.64e-005,-6.99998,-0.171868
3.65e-005,-6.99998,-0.171868
3.65e-005,-7.06966,-0.17945
3.66e-005,-7.06966,-0.17945
3.66e-005,-7.1066,-0.186408
3.67e-005,-7.1066,-0.186408
3.67e-005,-7.11137,-0.19275
3.68e-005,-7.11137,-0.19275
3.68e-005,-7.08465,-0.198491
3.69e-005,-7.08465,-0.198491
3.69e-005,-7.02728,-0.203646
3.7e-005,-7.02728,-0.203646
3.7e-005,-6.9402,-0.208234
3.71e-005,-6.9402,-0.208234
3.71e-005,-6.82444,-0.212275
3.72e-005,-6.82444,-0.212275
3.72e-005,-6.68117,-0.21579
3.73e-005,-6.68117,-0.21579
3.73e-005,-6.51163,-0.218803
3.74e-005,-6.51163,-0.218803
3.74e-005,-6.31715,-0.22134
3.75e-005,-6.31715,-0.22134
3.75e-005,-6.09915,-0.223427
3.76e-005,-6.09915,-0.223427
3.76e-005,-5.85912,-0.225094
3.77e-005,-5.85912,-0.225094
3.77e-005,-5.59861,-0.226369
3.78e-005,-5.59861,-0.226369
3.78e-005,-5.31923,-0.227284
3.79e-005,-5.31923,-0.227284
3.79e-005,-5.02262,-0.22787
3.8e-005,-5.02262,-0.22787
3.8e-005,-4.71048,-0.228159
3.81e-005,-4.71048,-0.228159
3.81e-005,-4.38455,-0.228185
3.82e-005,-4.38455,-0.228185
3.82e-005,-4.04656,-0.22798
3.83e-005,-4.04656,-0.22798
3.83e-005,-3.69827,-0.227579
3.84e-005,-3.69827,-0.227579
3.84e-005,-3.34145,-0.227014
3.85e-005,-3.34145,-0.227014
3.85e-005,-2.97787,-0.22632
3.86e-005,-2.97787,-0.22632
3.86e-005,-2.60928,-0.22553
3.87e-005,-2.60928,-0.22553
3.87e-005,-2.23742,-0.224678
3.88e-005,-2.23742,-0.224678
3.88e-005,-1.86398,-0.223795
3.89e-005,-1.86398,-0.223795
3.89e-005,-1.49066,-0.222914
3.9e-005,-1.49066,-0.222914
3.9e-005,-1.11912,-0.222067
3.91e-005,-1.11912,-0.222067
3.91e-005,-0.75093,-0.221284
3.92e-005,-0.75093,-0.221284
3.92e-005,-0.387653,-0.220594
3.93e-005,-0.387653,-0.220594
3.93e-005,-0.0307735,-0.220026
3.94e-005,-0.0307735,-0.220026
3.94e-005,0.318271,-0.219608
3.95e-005,0.318271,-0.219608
3.95e-005,0.658111,-0.219365
3.96e-005,0.658111,-0.219365
3.96e-005,0.98746,-0.219322
3.97e-005,0.98746,-0.219322
3.97e-005,1.30511,-0.219502
3.98e-005,1.30511,-0.219502
3.98e-005,1.6099,-0.219927
3.99e-005,1.6099,-0.219927
3.99e-005,1.90079,-0.220617
4e-005,1.90079,-0.220617
4e-005,2.1768,-0.221591
4.01e-005,2.1768,-0.221591
4.01e-005,2.45094,-2.50112e-007
4.02e-005,2.45094,-2.50112e-007
4.02e-005,2.73579,-4.97289e-007
4.03e-005,2.73579,-4.97289e-007
4.03e-005,3.02968,-7.41809e-007
4.04e-005,3.02968,-7.41809e-007
4.04e-005,3.33069,-9.81791e-007
4.05e-005,3.33069,-9.81791e-007
4.05e-005,3.63675,-1.21543e-006
4.06e-005,3.63675,-1.21543e-006
4.06e-005,3.94557,-1.441e-006
4.07e-005,3.94557,-1.441e-006
4.07e-005,4.25475,-1.65691e-006
4.08e-005,4.25475,-1.65691e-006
4.08e-005,4.56174,-1.86165e-006
4.09e-005,4.56174,-1.86165e-006
4.09e-005,4.86393,-2.05387e-006
4.1e-005,4.86393,-2.05387e-006
4.1e-005,5.15861,-2.23237e-006
4.11e-005,5.15861,-2.23237e-006
4.11e-005,5.44306,-2.39608e-006
4.12e-005,5.44306,-2.39608e-006
4.12e-005,5.71456,-2.5441e-006
4.13e-005,5.71456,-2.5441e-006
4.13e-005,5.9704,-2.67571e-006
4.14e-005,5.9704,-2.67571e-006
4.14e-005,6.20794,-2.79035e-006
4.15e-005,6.20794,-2.79035e-006
4.15e-005,6.42462,-2.88764e-006
4.16e-005,6.42462,-2.88764e-006
4.16e-005,6.61801,-2.96736e-006
4.17e-005,6.61801,-2.96736e-006
4.17e-005,6.7858,-3.02948e-006
4.18e-005,6.7858,-3.02948e-006
4.18e-005,6.92586,-3.07413e-006
4.19e-005,6.92586,-3.07413e-006
4.19e-005,7.03628,-3.10162e-006
4.2e-005,7.03628,-3.10162e-006
4.2e-005,7.11532,-3.1124e-006
4.21e-005,7.11532,-3.1124e-006
4.21e-005,7.16151,-3.10708e-006
4.22e-005,7.16151,-3.10708e-006
4.22e-005,7.17362,-3.08642e-006
4.23e-005,7.17362,-3.08642e-006
4.23e-005,7.1507,-3.05128e-006
4.24e-005,7.1507,-3.05128e-006
4.24e-005,7.09206,-3.00269e-006
4.25e-005,7.09206,-3.00269e-006
4.25e-005,6.99733,-2.94173e-006
4.26e-005,6.99733,-2.94173e-006
4.26e-005,6.86642,-2.86961e-006
4.27e-005,6.86642,-2.86961e-006
4.27e-005,6.69952,-2.78759e-006
4.28e-005,6.69952,-2.78759e-006
4.28e-005,6.49716,-2.69703e-006
4.29e-005,6.49716,-2.69703e-006
4.29e-005,6.26014,-2.59928e-006
4.3e-005,6.26014,-2.59928e-006
4.3e-005,5.98955,-2.49577e-006
4.31e-005,5.98955,-2.49577e-006
4.31e-005,5.68679,-2.38793e-006
4.32e-005,5.68679,-2.38793e-006
4.32e-005,5.35348,-2.27716e-006
4.33e-005,5.35348,-2.27716e-006
4.33e-005,4.99155,-2.16488e-006
4.34e-005,4.99155,-2.16488e-006
4.34e-005,4.60313,-2.05246e-006
4.35e-005,4.60313,-2.05246e-006
4.35e-005,4.1906,-1.94122e-006
4.36e-005,4.1906,-1.94122e-006
4.36e-005,3.7565,-1.83244e-006
4.37e-005,3.7565,-1.83244e-006
4.37e-005,3.30358,-1.72729e-006
4.38e-005,3.30358,-1.72729e-006
4.38e-005,2.83472,-1.62689e-006
4.39e-005,2.83472,-1.62689e-006
4.39e-005,2.35294,-1.53224e-006
4.4e-005,2.35294,-1.53224e-006
4.4e-005,1.86134,-1.44425e-006
4.41e-005,1.86134,-1.44425e-006
4.41e-005,1.36309,-1.3637e-006
4.42e-005,1.36309,-1.3637e-006
4.42e-005,0.861427,-1.29128e-006
4.43e-005,0.861427,-1.29128e-006
4.43e-005,0.35956,-1.22752e-006
4.44e-005,0.35956,-1.22752e-006
4.44e-005,-0.139296,-1.17284e-006
4.45e-005,-0.139296,-1.17284e-006
4.45e-005,-0.631977,-1.12752e-006
4.46e-005,-0.631977,-1.12752e-006
4.46e-005,-1.11537,-1.09172e-006
4.47e-005,-1.11537,-1.09172e-006
4.47e-005,-1.58653,-1.06545e-006
4.48e-005,-1.58653,-1.06545e-006
4.48e-005,-2.04258,-1.0486e-006
4.49e-005,-2.04258,-1.0486e-006
4.49e-005,-2.4808,-1.04096e-006
4.5e-005,-2.4808,-1.04096e-006
4.5e-005,-2.89864,-1.04215e-006
4.51e-005,-2.89864,-1.04215e-006
4.51e-005,-3.40947,-0.0206975
4.52e-005,-3.40947,-0.0206975
4.52e-005,-3.89485,-0.0362214
4.53e-005,-3.89485,-0.0362214
4.53e-005,-4.35221,-0.0512094
4.54e-005,-4.35221,-0.0512094
4.54e-005,-4.78013,-0.0656352
4.55e-005,-4.78013,-0.0656352
4.55e-005,-5.17741,-0.0794755
4.56e-005,-5.17741,-0.0794755
4.56e-005,-5.54296,-0.0927096
4.57e-005,-5.54296,-0.0927096
4.57e-005,-5.87589,-0.10532
4.58e-005,-5.87589,-0.10532
4.58e-005,-6.17545,-0.117294
4.59e-005,-6.17545,-0.117294
4.59e-005,-6.44108,-0.128619
4.6e-005,-6.44108,-0.128619
4.6e-005,-6.67236,-0.139288
4.61e-005,-6.67236,-0.139288
4.61e-005,-6.86903,-0.149296
4.62e-005,-6.86903,-0.149296
4.62e-005,-7.03101,-0.158642
4.63e-005,-7.03101,-0.158642
4.63e-005,-7.15835,-0.167325
4.64e-005,-7.15835,-0.167325
4.64e-005,-7.25126,-0.175351
4.65e-005,-7.25126,-0.175351
4.65e-005,-7.31011,-0.182727
4.66e-005,-7.31011,-0.182727
4.66e-005,-7.3354,-0.189461
4.67e-005,-7.3354,-0.189461
4.67e-005,-7.32776,-0.195567
4.68e-005,-7.32776,-0.195567
4.68e-005,-7.28797,-0.201058
4.69e-005,-7.28797,-0.201058
4.69e-005,-7.21692,-0.205953
4.7e-005,-7.21692,-0.205953
4.7e-005,-7.11562,-0.210269
4.71e-005,-7.11562,-0.210269
4.71e-005,-6.9852,-0.21403
4.72e-005,-6.9852,-0.21403
4.72e-005,-6.82688,-0.217257
4.73e-005,-6.82688,-0.217257
4.73e-005,-6.64198,-0.219977
4.74e-005,-6.64198,-0.219977
4.74e-005,-6.43192,-0.222217
4.75e-005,-6.43192,-0.222217
4.75e-005,-6.19817,-0.224004
4.76e-005,-6.19817,-0.224004
4.76e-005,-5.94231,-0.225368
4.77e-005,-5.94231,-0.225368
4.77e-005,-5.66596,-0.226341
4.78e-005,-5.66596,-0.226341
4.78e-005,-5.37078,-0.226955
4.79e-005,-5.37078,-0.226955
4.79e-005,-5.05852,-0.227242
4.8e-005,-5.05852,-0.227242
4.8e-005,-4.73092,-0.227236
4.81e-005,-4.73092,-0.227236
4.81e-005,-4.38978,-0.226972
4.82e-005,-4.38978,-0.226972
4.82e-005,-4.03689,-0.226483
4.83e-005,-4.03689,-0.226483
4.83e-005,-3.67408,-0.225804
4.84e-005,-3.67408,-0.225804
4.84e-005,-3.30317,-0.224971
4.85e-005,-3.30317,-0.224971
4.85e-005,-2.92597,-0.224017
4.86e-005,-2.92597,-0.224017
4.86e-005,-2.54429,-0.222977
4.87e-005,-2.54429,-0.222977
4.87e-005,-2.15993,-0.221887
4.88e-005,-2.15993,-0.221887
4.88e-005,-1.77463,-0.220777
4.89e-005,-1.77463,-0.220777
4.89e-005,-1.39009,-0.219683
4.9e-005,-1.39009,-0.219683
4.9e-005,-1.00805,-0.218635
4.91e-005,-1.00805,-0.218635
4.91e-005,-0.630082,-0.217665
4.92e-005,-0.630082,-0.217665
4.92e-005,-0.257758,-0.216803
4.93e-005,-0.257758,-0.216803
4.93e-005,0.107375,-0.216078
4.94e-005,0.107375,-0.216078
4.94e-005,0.463883,-0.215517
4.95e-005,0.463883,-0.215517
4.95e-005,0.810398,-0.215147
4.96e-005,0.810398,-0.215147
4.96e-005,1.1456,-0.214992
4.97e-005,1.1456,-0.214992
4.97e-005,1.46826,-0.215077
4.98e-005,1.46826,-0.215077
4.98e-005,1.77724,-0.215422
4.99e-005,1.77724,-0.215422
4.99e-005,2.07149,-0.216048
5e-005,2.07149,-0.216048
5e-005,2.35002,-0.216974
5.01e-005,2.35002,-0.216974
5.01e-005,2.62557,-2.44896e-007
5.02e-005,2.62557,-2.44896e-007
5.02e-005,2.91046,-4.86924e-007
5.03e-005,2.91046,-4.86924e-007
5.03e-005,3.20304,-7.2638e-007
5.04e-005,3.20304,-7.2638e-007
5.04e-005,3.50146,-9.61448e-007
5.05e-005,3.50146,-9.61448e-007
5.05e-005,3.80368,-1.19038e-006
5.06e-005,3.80368,-1.19038e-006
5.06e-005,4.10751,-1.41152e-006
5.07e-005,4.10751,-1.41152e-006
5.07e-005,4.41062,-1.62332e-006
5.08e-005,4.41062,-1.62332e-006
5.08e-005,4.71055,-1.82432e-006
5.09e-005,4.71055,-1.82432e-006
5.09e-005,5.00478,-2.01324e-006
5.1e-005,5.00478,-2.01324e-006
5.1e-005,5.29072,-2.18888e-006
5.11e-005,5.29072,-2.18888e-006
5.11e-005,5.56575,-2.35024e-006
5.12e-005,5.56575,-2.35024e-006
5.12e-005,5.82727,-2.49643e-006
5.13e-005,5.82727,-2.49643e-006
5.13e-005,6.07268,-2.62677e-006
5.14e-005,6.07268,-2.62677e-006
5.14e-005,6.29945,-2.7407e-006
5.15e-005,6.29945,-2.7407e-006
5.15e-005,6.50517,-2.83785e-006
5.16e-005,6.50517,-2.83785e-006
5.16e-005,6.68749,-2.91803e-006
5.17e-005,6.68749,-2.91803e-006
5.17e-005,6.84424,-2.98118e-006
5.18e-005,6.84424,-2.98118e-006
5.18e-005,6.9734,-3.02744e-006
5.19e-005,6.9734,-3.02744e-006
5.19e-005,7.07316,-3.05709e-006
5.2e-005,7.07316,-3.05709e-006
5.2e-005,7.14189,-3.07057e-006
5.21e-005,7.14189,-3.07057e-006
5.21e-005,7.17821,-3.06845e-006
5.22e-005,7.17821,-3.06845e-006
5.22e-005,7.18098,-3.05147e-006
5.23e-005,7.18098,-3.05147e-006
5.23e-005,7.14933,-3.02045e-006
5.24e-005,7.14933,-3.02045e-006
5.24e-005,7.08266,-2.97636e-006
5.25e-005,7.08266,-2.97636e-006
5.25e-005,6.98063,-2.92026e-006
5.26e-005,6.98063,-2.92026e-006
5.26e-005,6.84321,-2.8533e-006
5.27e-005,6.84321,-2.8533e-006
5.27e-005,6.67065,-2.77668e-006
5.28e-005,6.67065,-2.77668e-006
5.28e-005,6.46349,-2.6917e-006
5.29e-005,6.46349,-2.6917e-006
5.29e-005,6.22256,-2.59967e-006
5.3e-005,6.22256,-2.59967e-006
5.3e-005,5.94896,-2.50195e-006
5.31e-005,5.94896,-2.50195e-006
5.31e-005,5.64407,-2.3999e-006
5.32e-005,5.64407,-2.3999e-006
5.32e-005,5.30952,-2.29488e-006
5.33e-005,5.30952,-2.29488e-006
5.33e-005,4.94721,-2.18825e-006
5.34e-005,4.94721,-2.18825e-006
5.34e-005,4.55924,-2.08131e-006
5.35e-005,4.55924,-2.08131e-006
5.35e-005,4.14792,-1.97533e-006
5.36e-005,4.14792,-1.97533e-006
5.36e-005,3.71578,-1.87153e-006
5.37e-005,3.71578,-1.87153e-006
5.37e-005,3.2655,-1.77105e-006
5.38e-005,3.2655,-1.77105e-006
5.38e-005,2.79989,-1.67495e-006
5.39e-005,2.79989,-1.67495e-006
5.39e-005,2.32189,-1.58419e-006
5.4e-005,2.32189,-1.58419e-006
5.4e-005,1.83453,-1.49963e-006
5.41e-005,1.83453,-1.49963e-006
5.41e-005,1.34091,-1.42205e-006
5.42e-005,1.34091,-1.42205e-006
5.42e-005,0.844165,-1.35207e-006
5.43e-005,0.844165,-1.35207e-006
5.43e-005,0.347429,-1.29022e-006
5.44e-005,0.347429,-1.29022e-006
5.44e-005,-0.146174,-1.23691e-006
5.45e-005,-0.146174,-1.23691e-006
5.45e-005,-0.633569,-1.19239e-006
5.46e-005,-0.633569,-1.19239e-006
5.46e-005,-1.11172,-1.15683e-006
5.47e-005,-1.11172,-1.15683e-006
5.47e-005,-1.57779,-1.13023e-006
5.48e-005,-1.57779,-1.13023e-006
5.48e-005,-2.02896,-1.11251e-006
5.49e-005,-2.02896,-1.11251e-006
5.49e-005,-2.4626,-1.10343e-006
5.5e-005,-2.4626,-1.10343e-006
5.5e-005,-2.87624,-1.10266e-006
5.51e-005,-2.87624,-1.10266e-006
5.51e-005,-3.38986,-0.0187599
5.52e-005,-3.38986,-0.0187599
5.52e-005,-3.87813,-0.0343389
5.53e-005,-3.87813,-0.0343389
5.53e-005,-4.33837,-0.0493822
5.54e-005,-4.33837,-0.0493822
5.54e-005,-4.76918,-0.0638632
5.55e-005,-4.76918,-0.0638632
5.55e-005,-5.16932,-0.0777582
5.56e-005,-5.16932,-0.0777582
5.56e-005,-5.53772,-0.0910466
5.57e-005,-5.53772,-0.0910466
5.57e-005,-5.87344,-0.103711
5.58e-005,-5.87344,-0.103711
5.58e-005,-6.17576,-0.115737
5.59e-005,-6.17576,-0.115737
5.59e-005,-6.44408,-0.127114
5.6e-005,-6.44408,-0.127114
5.6e-005,-6.67797,-0.137833
5.61e-005,-6.67797,-0.137833
5.61e-005,-6.87717,-0.147889
5.62e-005,-6.87717,-0.147889
5.62e-005,-7.04158,-0.157281
5.63e-005,-7.04158,-0.157281
5.63e-005,-7.17126,-0.166009
5.64e-005,-7.17126,-0.166009
5.64e-005,-7.2664,-0.174078
5.65e-005,-7.2664,-0.174078
5.65e-005,-7.32736,-0.181494
5.66e-005,-7.32736,-0.181494
5.66e-005,-7.35463,-0.188266
5.67e-005,-7.35463,-0.188266
5.67e-005,-7.34885,-0.194408
5.68e-005,-7.34885,-0.194408
5.68e-005,-7.31078,-0.199932
5.69e-005,-7.31078,-0.199932
5.69e-005,-7.24132,-0.204857
5.7e-005,-7.24132,-0.204857
5.7e-005,-7.14146,-0.209201
5.71e-005,-7.14146,-0.209201
5.71e-005,-7.01233,-0.212986
5.72e-005,-7.01233,-0.212986
5.72e-005,-6.85516,-0.216236
5.73e-005,-6.85516,-0.216236
5.73e-005,-6.67125,-0.218975
5.74e-005,-6.67125,-0.218975
5.74e-005,-6.46203,-0.22123
5.75e-005,-6.46203,-0.22123
5.75e-005,-6.22898,-0.223031
5.76e-005,-6.22898,-0.223031
5.76e-005,-5.97366,-0.224406
5.77e-005,-5.97366,-0.224406
5.77e-005,-5.6977,-0.225386
5.78e-005,-5.6977,-0.225386
5.78e-005,-5.40277,-0.226005
5.79e-005,-5.40277,-0.226005
5.79e-005,-5.09061,-0.226294
5.8e-005,-5.09061,-0.226294
5.8e-005,-4.76295,-0.226287
5.81e-005,-4.76295,-0.226287
5.81e-005,-4.42161,-0.226019
5.82e-005,-4.42161,-0.226019
5.82e-005,-4.0684,-0.225524
5.83e-005,-4.0684,-0.225524
5.83e-005,-3.70513,-0.224836
5.84e-005,-3.70513,-0.224836
5.84e-005,-3.33364,-0.223992
5.85e-005,-3.33364,-0.223992
5.85e-005,-2.95574,-0.223025
5.86e-005,-2.95574,-0.223025
5.86e-005,-2.57327,-0.22197
5.87e-005,-2.57327,-0.22197
5.87e-005,-2.188,-0.220862
5.88e-005,-2.188,-0.220862
5.88e-005,-1.80166,-0.219733
5.89e-005,-1.80166,-0.219733
5.89e-005,-1.41601,-0.218617
5.9e-005,-1.41601,-0.218617
5.9e-005,-1.03275,-0.217547
5.91e-005,-1.03275,-0.217547
5.91e-005,-0.653457,-0.216552
5.92e-005,-0.653457,-0.216552
5.92e-005,-0.279756,-0.215663
5.93e-005,-0.279756,-0.215663
5.93e-005,0.0868229,-0.214911
5.94e-005,0.0868229,-0.214911
5.94e-005,0.444842,-0.214321
5.95e-005,0.444842,-0.214321
5.95e-005,0.792901,-0.213921
5.96e-005,0.792901,-0.213921
5.96e-005,1.12969,-0.213736
5.97e-005,1.12969,-0.213736
5.97e-005,1.45397,-0.21379
5.98e-005,1.45397,-0.21379
5.98e-005,1.76461,-0.214104
5.99e-005,1.76461,-0.214104
5.99e-005,2.06052,-0.214698
6e-005,2.06052,-0.214698
6e-005,2.34073,-0.215592
6.01e-005,2.34073,-0.215592
6.01e-005,2.61788,-2.43322e-007
6.02e-005,2.61788,-2.43322e-007
6.02e-005,2.90419,-4.83769e-007
6.03e-005,2.90419,-4.83769e-007
6.03e-005,3.19801,-7.21639e-007
6.04e-005,3.19801,-7.21639e-007
6.04e-005,3.49749,-9.55128e-007
6.05e-005,3.49749,-9.55128e-007
6.05e-005,3.80059,-1.18251e-006
6.06e-005,3.80059,-1.18251e-006
6.06e-005,4.10512,-1.40213e-006
6.07e-005,4.10512,-1.40213e-006
6.07e-005,4.40875,-1.61246e-006
6.08e-005,4.40875,-1.61246e-006
6.08e-005,4.70905,-1.81207e-006
6.09e-005,4.70905,-1.81207e-006
6.09e-005,5.00349,-1.99966e-006
6.1e-005,5.00349,-1.99966e-006
6.1e-005,5.2895,-2.17408e-006
6.11e-005,5.2895,-2.17408e-006
6.11e-005,5.56447,-2.33431e-006
6.12e-005,5.56447,-2.33431e-006
6.12e-005,5.82582,-2.4795e-006
6.13e-005,5.82582,-2.4795e-006
6.13e-005,6.07096,-2.60895e-006
6.14e-005,6.07096,-2.60895e-006
6.14e-005,6.2974,-2.72213e-006
6.15e-005,6.2974,-2.72213e-006
6.15e-005,6.5027,-2.81866e-006
6.16e-005,6.5027,-2.81866e-006
6.16e-005,6.68458,-2.89836e-006
6.17e-005,6.68458,-2.89836e-006
6.17e-005,6.84086,-2.96119e-006
6.18e-005,6.84086,-2.96119e-006
6.18e-005,6.96956,-3.00727e-006
6.19e-005,6.96956,-3.00727e-006
6.19e-005,7.06886,-3.03689e-006
6.2e-005,7.06886,-3.03689e-006
6.2e-005,7.13717,-3.05049e-006
6.21e-005,7.13717,-3.05049e-006
6.21e-005,7.17313,-3.04865e-006
6.22e-005,7.17313,-3.04865e-006
6.22e-005,7.1756,-3.03209e-006
6.23e-005,7.1756,-3.03209e-006
6.23e-005,7.14374,-3.00163e-006
6.24e-005,7.14374,-3.00163e-006
6.24e-005,7.07695,-2.95823e-006
6.25e-005,7.07695,-2.95823e-006
6.25e-005,6.97492,-2.90296e-006
6.26e-005,6.97492,-2.90296e-006
6.26e-005,6.83763,-2.83693e-006
6.27e-005,6.83763,-2.83693e-006
6.27e-005,6.66532,-2.76137e-006
6.28e-005,6.66532,-2.76137e-006
6.28e-005,6.45856,-2.67754e-006
6.29e-005,6.45856,-2.67754e-006
6.29e-005,6.21817,-2.58675e-006
6.3e-005,6.21817,-2.58675e-006
6.3e-005,5.94527,-2.49035e-006
6.31e-005,5.94527,-2.49035e-006
6.31e-005,5.64122,-2.38968e-006
6.32e-005,5.64122,-2.38968e-006
6.32e-005,5.30767,-2.2861e-006
6.33e-005,5.30767,-2.2861e-006
6.33e-005,4.9465,-2.18094e-006
6.34e-005,4.9465,-2.18094e-006
6.34e-005,4.55982,-2.07549e-006
6.35e-005,4.55982,-2.07549e-006
6.35e-005,4.14993,-1.97103e-006
6.36e-005,4.14993,-1.97103e-006
6.36e-005,3.71934,-1.86874e-006
6.37e-005,3.71934,-1.86874e-006
6.37e-005,3.27073,-1.76975e-006
6.38e-005,3.27073,-1.76975e-006
6.38e-005,2.80689,-1.67511e-006
6.39e-005,2.80689,-1.67511e-006
6.39e-005,2.33076,-1.58577e-006
6.4e-005,2.33076,-1.58577e-006
6.4e-005,1.84534,-1.50259e-006
6.41e-005,1.84534,-1.50259e-006
6.41e-005,1.35372,-1.42632e-006
6.42e-005,1.35372,-1.42632e-006
6.42e-005,0.859019,-1.35758e-006
6.43e-005,0.859019,-1.35758e-006
6.43e-005,0.364347,-1.29689e-006
6.44e-005,0.364347,-1.29689e-006
6.44e-005,-0.127189,-1.24464e-006
6.45e-005,-0.127189,-1.24464e-006
6.45e-005,-0.612533,-1.20109e-006
6.46e-005,-0.612533,-1.20109e-006
6.46e-005,-1.08867,-1.16639e-006
6.47e-005,-1.08867,-1.16639e-006
6.47e-005,-1.55278,-1.14055e-006
6.48e-005,-1.55278,-1.14055e-006
6.48e-005,-2.00207,-1.12347e-006
6.49e-005,-2.00207,-1.12347e-006
6.49e-005,-2.43393,-1.11491e-006
6.5e-005,-2.43393,-1.11491e-006
6.5e-005,-2.84589,-1.11455e-006
6.51e-005,-2.84589,-1.11455e-006
6.51e-005,-3.3593,-0.0190681
6.52e-005,-3.3593,-0.0190681
6.52e-005,-3.84752,-0.034646
6.53e-005,-3.84752,-0.034646
6.53e-005,-4.30783,-0.0496907
6.54e-005,-4.30783,-0.0496907
6.54e-005,-4.73886,-0.0641757
6.55e-005,-4.73886,-0.0641757
6.55e-005,-5.13935,-0.0780773
6.56e-005,-5.13935,-0.0780773
6.56e-005,-5.5082,-0.0913746
6.57e-005,-5.5082,-0.0913746
6.57e-005,-5.84452,-0.10405
6.58e-005,-5.84452,-0.10405
6.58e-005,-6.14753,-0.11609
6.59e-005,-6.14753,-0.11609
6.59e-005,-6.41666,-0.127482
6.6e-005,-6.41666,-0.127482
6.6e-005,-6.65146,-0.138218
6.61e-005,-6.65146,-0.138218
6.61e-005,-6.85167,-0.148293
6.62e-005,-6.85167,-0.148293
6.62e-005,-7.01718,-0.157706
6.63e-005,-7.01718,-0.157706
6.63e-005,-7.14804,-0.166457
6.64e-005,-7.14804,-0.166457
6.64e-005,-7.24444,-0.17455
6.65e-005,-7.24444,-0.17455
6.65e-005,-7.30672,-0.181991
6.66e-005,-7.30672,-0.181991
6.66e-005,-7.33538,-0.18879
6.67e-005,-7.33538,-0.18879
6.67e-005,-7.33105,-0.194958
6.68e-005,-7.33105,-0.194958
6.68e-005,-7.29447,-0.200511
6.69e-005,-7.29447,-0.200511
6.69e-005,-7.22653,-0.205465
6.7e-005,-7.22653,-0.205465
6.7e-005,-7.12823,-0.209839
6.71e-005,-7.12823,-0.209839
6.71e-005,-7.00069,-0.213655
6.72e-005,-7.00069,-0.213655
6.72e-005,-6.84511,-0.216935
6.73e-005,-6.84511,-0.216935
6.73e-005,-6.66281,-0.219704
6.74e-005,-6.66281,-0.219704
6.74e-005,-6.4552,-0.22199
6.75e-005,-6.4552,-0.22199
6.75e-005,-6.22375,-0.223821
6.76e-005,-6.22375,-0.223821
6.76e-005,-5.97002,-0.225226
6.77e-005,-5.97002,-0.225226
6.77e-005,-5.69562,-0.226237
6.78e-005,-5.69562,-0.226237
6.78e-005,-5.40224,-0.226885
6.79e-005,-5.40224,-0.226885
6.79e-005,-5.09158,-0.227202
6.8e-005,-5.09158,-0.227202
6.8e-005,-4.76539,-0.227224
6.81e-005,-4.76539,-0.227224
6.81e-005,-4.42549,-0.226983
6.82e-005,-4.42549,-0.226983
6.82e-005,-4.07367,-0.226514
6.83e-005,-4.07367,-0.226514
6.83e-005,-3.71172,-0.225852
6.84e-005,-3.71172,-0.225852
6.84e-005,-3.34151,-0.225032
6.85e-005,-3.34151,-0.225032
6.85e-005,-2.96483,-0.224088
6.86e-005,-2.96483,-0.224088
6.86e-005,-2.58348,-0.223055
6.87e-005,-2.58348,-0.223055
6.87e-005,-2.19925,-0.221966
6.88e-005,-2.19925,-0.221966
6.88e-005,-1.81393,-0.220857
6.89e-005,-1.81393,-0.220857
6.89e-005,-1.42919,-0.219759
6.9e-005,-1.42919,-0.219759
6.9e-005,-1.04674,-0.218703
6.91e-005,-1.04674,-0.218703
6.91e-005,-0.668238,-0.217723
6.92e-005,-0.668238,-0.217723
6.92e-005,-0.295219,-0.216848
6.93e-005,-0.295219,-0.216848
6.93e-005,0.0707674,-0.216106
6.94e-005,0.0707674,-0.216106
6.94e-005,0.428277,-0.215526
6.95e-005,0.428277,-0.215526
6.95e-005,0.775913,-0.215135
6.96e-005,0.775913,-0.215135
6.96e-005,1.11237,-0.214956
6.97e-005,1.11237,-0.214956
6.97e-005,1.4364,-0.215015
6.98e-005,1.4364,-0.215015
6.98e-005,1.74686,-0.215332
6.99e-005,1.74686,-0.215332
