"time","step-size","source.i.dataOut1","source.i.dataOut2"
13.30000009999997,0.1,4,3
13.40000009999997,0.1,4,3
13.50000009999997,0.1,4,3
13.600000099999969,0.1,4,3
13.700000099999968,0.1,4,3
13.800000099999968,0.1,4,3
13.900000099999968,0.1,4,3
14.000000099999967,0.1,4,3
14.100000099999967,0.1,4,3
14.200000099999967,0.1,4,3
14.300000099999966,0.1,4,3
14.400000099999966,0.1,4,3
14.500000099999966,0.1,4,3
14.600000099999965,0.1,4,3
14.700000099999965,0.1,4,3
14.800000099999965,0.1,4,3
14.900000099999964,0.1,4,3
15.000000099999964,0.1,4,3
15.100000099999964,0.1,4,3
15.200000099999963,0.1,4,3
15.300000099999963,0.1,4,3
15.400000099999962,0.1,4,3
15.500000099999962,0.1,4,3
15.600000099999962,0.1,4,3
15.700000099999961,0.1,4,3
15.800000099999961,0.1,4,3
15.90000009999996,0.1,4,3
16.000000099999962,0.1,4,2
16.100000099999964,0.1,4,2
16.200000099999965,0.1,4,2
16.300000099999966,0.1,4,2
16.400000099999968,0.1,4,2
16.50000009999997,0.1,4,2
16.60000009999997,0.1,4,2
16.700000099999972,0.1,4,2
16.800000099999973,0.1,4,2
16.900000099999975,0.1,4,2
17.000000099999976,0.1,4,2
17.100000099999978,0.1,4,2
17.20000009999998,0.1,4,2
17.30000009999998,0.1,4,2
17.400000099999982,0.1,4,2
17.500000099999983,0.1,4,2
17.600000099999985,0.1,4,2
17.700000099999986,0.1,4,2
17.800000099999988,0.1,4,2
17.90000009999999,0.1,4,2
18.00000009999999,0.1,4,2
18.100000099999992,0.1,4,2
18.200000099999993,0.1,4,2
18.300000099999995,0.1,4,2
18.400000099999996,0.1,4,2
18.500000099999998,0.1,4,2
18.6000001,0.1,4,2
18.7000001,0.1,4,2
18.800000100000002,0.1,4,2
18.900000100000003,0.1,4,2
19.000000100000005,0.1,4,2
19.100000100000006,0.1,4,2
19.200000100000008,0.1,4,2
19.30000010000001,0.1,4,2
19.40000010000001,0.1,4,2
19.500000100000012,0.1,4,2
19.600000100000013,0.1,4,2
19.700000100000015,0.1,4,2
19.800000100000016,0.1,4,2
19.900000100000018,0.1,4,2
20.00000010000002,0.1,3,2
20.10000010000002,0.1,3,2
20.20000010000002,0.1,3,2
20.300000100000023,0.1,3,2
20.400000100000025,0.1,3,2
20.500000100000026,0.1,3,2
20.600000100000027,0.1,3,2
20.70000010000003,0.1,3,2
20.80000010000003,0.1,3,2
20.90000010000003,0.1,3,2
21.000000100000033,0.1,3,2
21.100000100000035,0.1,3,2
21.200000100000036,0.1,3,2
21.300000100000037,0.1,3,2
21.40000010000004,0.1,3,2
21.50000010000004,0.1,3,2
21.60000010000004,0.1,3,2
21.700000100000043,0.1,3,2
21.800000100000045,0.1,3,2
21.900000100000046,0.1,3,2
22.000000100000047,0.1,3,2
22.10000010000005,0.1,3,2
22.20000010000005,0.1,3,2
22.30000010000005,0.1,3,2
22.400000100000053,0.1,3,2
22.500000100000054,0.1,3,2
22.600000100000056,0.1,3,2
22.700000100000057,0.1,3,2
22.80000010000006,0.1,3,2
22.90000010000006,0.1,3,2
23.00000010000006,0.1,3,2
23.100000100000063,0.1,3,2
23.200000100000064,0.1,3,2
23.300000100000066,0.1,3,2
23.400000100000067,0.1,3,2
23.50000010000007,0.1,3,2
23.60000010000007,0.1,3,2
23.70000010000007,0.1,3,2
23.800000100000073,0.1,3,2
23.900000100000074,0.1,3,2
24.000000100000076,0.1,3,2
24.100000100000077,0.1,3,2
24.20000010000008,0.1,3,2
24.30000010000008,0.1,3,2
24.40000010000008,0.1,3,2
24.500000100000083,0.1,3,2
24.600000100000084,0.1,3,2
24.700000100000086,0.1,3,2
24.800000100000087,0.1,3,2
24.90000010000009,0.1,3,2
