"time","C1_v","C3_v","C5_v","L1_i","L2_i"
14.8,0,0,0,0,0
14.82,0,0,0,0,0
14.88,0,0,0,0,0
14.9,0,0,0,0,0
14.94,0,0,0,0,0
15,0,0,0,0,0
15.06,0,0,0,0,0
15.1,0,0,0,0,0
15.12,0,0,0,0,0
15.18,0,0,0,0,0
15.2,0,0,0,0,0
15.24,0,0,0,0,0
15.3,0,0,0,0,0
15.36,0,0,0,0,0
15.4,0,0,0,0,0
15.42,0,0,0,0,0
15.48,0,0,0,0,0
15.5,0,0,0,0,0
15.54,0,0,0,0,0
15.6,0,0,0,0,0
15.66,0,0,0,0,0
15.7,0,0,0,0,0
15.72,0,0,0,0,0
15.78,0,0,0,0,0
15.8,0,0,0,0,0
15.84,0,0,0,0,0
15.9,0,0,0,0,0
15.96,0,0,0,0,0
16,0,0,0,0,0
16.02,0,0,0,0,0
16.08,0,0,0,0,0
16.1,0,0,0,0,0
16.14,0,0,0,0,0
16.2,0,0,0,0,0
16.26,0,0,0,0,0
16.3,0,0,0,0,0
16.32,0,0,0,0,0
16.38,0,0,0,0,0
16.4,0,0,0,0,0
16.44,0,0,0,0,0
16.5,0,0,0,0,0
16.56,0,0,0,0,0
16.6,0,0,0,0,0
16.62,0,0,0,0,0
16.68,0,0,0,0,0
16.7,0,0,0,0,0
16.74,0,0,0,0,0
16.8,0,0,0,0,0
16.86,0,0,0,0,0
16.9,0,0,0,0,0
16.92,0,0,0,0,0
16.98,0,0,0,0,0
17,0,0,0,0,0
17.04,0,0,0,0,0
17.1,0,0,0,0,0
17.16,0,0,0,0,0
17.2,0,0,0,0,0
17.22,0,0,0,0,0
17.28,0,0,0,0,0
17.3,0,0,0,0,0
17.34,0,0,0,0,0
17.4,0,0,0,0,0
17.46,0,0,0,0,0
17.5,0,0,0,0,0
17.52,0,0,0,0,0
17.58,0,0,0,0,0
17.6,0,0,0,0,0
17.64,0,0,0,0,0
17.7,0,0,0,0,0
17.76,0,0,0,0,0
17.8,0,0,0,0,0
17.82,0,0,0,0,0
17.88,0,0,0,0,0
17.9,0,0,0,0,0
17.94,0,0,0,0,0
18,0,0,0,0,0
18.06,0,0,0,0,0
18.1,0,0,0,0,0
18.12,0,0,0,0,0
18.18,0,0,0,0,0
18.2,0,0,0,0,0
18.24,0,0,0,0,0
18.3,0,0,0,0,0
18.36,0,0,0,0,0
18.4,0,0,0,0,0
18.42,0,0,0,0,0
18.48,0,0,0,0,0
18.5,0,0,0,0,0
18.54,0,0,0,0,0
18.6,0,0,0,0,0
18.66,0,0,0,0,0
18.7,0,0,0,0,0
18.72,0,0,0,0,0
18.78,0,0,0,0,0
18.8,0,0,0,0,0
18.84,0,0,0,0,0
18.9,0,0,0,0,0
18.96,0,0,0,0,0
19,0,0,0,0,0
19.02,0,0,0,0,0
19.08,0,0,0,0,0
19.1,0,0,0,0,0
19.14,0,0,0,0,0
19.2,0,0,0,0,0
19.26,0,0,0,0,0
19.3,0,0,0,0,0
19.32,0,0,0,0,0
19.38,0,0,0,0,0
19.4,0,0,0,0,0
19.44,0,0,0,0,0
19.5,0,0,0,0,0
19.56,0,0,0,0,0
19.6,0,0,0,0,0
19.62,0,0,0,0,0
19.68,0,0,0,0,0
19.7,0,0,0,0,0
19.74,0,0,0,0,0
19.8,0,0,0,0,0
19.86,0,0,0,0,0
19.9,0,0,0,0,0
19.92,0,0,0,0,0
19.98,0,0,0,0,0
20,0,0,0,0,0
20.04,0,0,0,0,0
20.1,0,0,0,0,0
20.16,0,0,0,0,0
20.2,0,0,0,0,0
20.22,0,0,0,0,0
20.28,0,0,0,0,0
20.3,0,0,0,0,0
20.34,0,0,0,0,0
20.4,0,0,0,0,0
20.46,0,0,0,0,0
20.5,0,0,0,0,0
20.52,0,0,0,0,0
20.58,0,0,0,0,0
20.6,0,0,0,0,0
20.64,0,0,0,0,0
20.7,0,0,0,0,0
20.76,0,0,0,0,0
20.8,0,0,0,0,0
20.82,0,0,0,0,0
20.88,0,0,0,0,0
20.9,0,0,0,0,0
20.94,0,0,0,0,0
21,0,0,0,0,0
21.06,0,0,0,0,0
21.1,0,0,0,0,0
21.12,0,0,0,0,0
21.18,0,0,0,0,0
21.2,0,0,0,0,0
21.24,0,0,0,0,0
21.3,0,0,0,0,0
21.36,0,0,0,0,0
21.4,0,0,0,0,0
21.42,0,0,0,0,0
21.48,0,0,0,0,0
21.5,0,0,0,0,0
21.54,0,0,0,0,0
21.6,0,0,0,0,0
21.66,0,0,0,0,0
21.7,0,0,0,0,0
21.72,0,0,0,0,0
21.78,0,0,0,0,0
21.8,0,0,0,0,0
21.84,0,0,0,0,0
21.9,0,0,0,0,0
21.96,0,0,0,0,0
22,0,0,0,0,0
22.02,0,0,0,0,0
22.08,0,0,0,0,0
22.1,0,0,0,0,0
22.14,0,0,0,0,0
22.2,0,0,0,0,0
22.26,0,0,0,0,0
22.3,0,0,0,0,0
22.32,0,0,0,0,0
22.38,0,0,0,0,0
22.4,0,0,0,0,0
22.44,0,0,0,0,0
22.5,0,0,0,0,0
22.56,0,0,0,0,0
22.6,0,0,0,0,0
22.62,0,0,0,0,0
22.68,0,0,0,0,0
22.7,0,0,0,0,0
22.74,0,0,0,0,0
22.8,0,0,0,0,0
22.86,0,0,0,0,0
22.9,0,0,0,0,0
22.92,0,0,0,0,0
22.98,0,0,0,0,0
23,0,0,0,0,0
23.04,0,0,0,0,0
23.1,0,0,0,0,0
23.16,0,0,0,0,0
23.2,0,0,0,0,0
23.22,0,0,0,0,0
23.28,0,0,0,0,0
23.3,0,0,0,0,0
23.34,0,0,0,0,0
23.4,0,0,0,0,0
23.46,0,0,0,0,0
23.5,0,0,0,0,0
23.52,0,0,0,0,0
23.58,0,0,0,0,0
23.6,0,0,0,0,0
23.64,0,0,0,0,0
23.7,0,0,0,0,0
23.76,0,0,0,0,0
23.8,0,0,0,0,0
23.82,0,0,0,0,0
23.88,0,0,0,0,0
23.9,0,0,0,0,0
23.94,0,0,0,0,0
24,0,0,0,0,0
24.06,0,0,0,0,0
24.1,0,0,0,0,0
24.12,0,0,0,0,0
24.18,0,0,0,0,0
24.2,0,0,0,0,0
24.24,0,0,0,0,0
24.3,0,0,0,0,0
24.36,0,0,0,0,0
24.4,0,0,0,0,0
24.42,0,0,0,0,0
24.48,0,0,0,0,0
24.5,0,0,0,0,0
24.54,0,0,0,0,0
24.6,0,0,0,0,0
24.66,0,0,0,0,0
24.7,0,0,0,0,0
24.72,0,0,0,0,0
24.78,0,0,0,0,0
24.8,0,0,0,0,0
24.84,0,0,0,0,0
24.9,0,0,0,0,0
24.96,0,0,0,0,0
25,0,0,0,0,0
25.02,0,0,0,0,0
25.08,0,0,0,0,0
25.1,0,0,0,0,0
25.14,0,0,0,0,0
25.2,0,0,0,0,0
25.26,0,0,0,0,0
25.3,0,0,0,0,0
25.32,0,0,0,0,0
25.38,0,0,0,0,0
25.4,0,0,0,0,0
25.44,0,0,0,0,0
25.5,0,0,0,0,0
25.56,0,0,0,0,0
25.6,0,0,0,0,0
25.62,0,0,0,0,0
25.68,0,0,0,0,0
25.7,0,0,0,0,0
25.74,0,0,0,0,0
25.8,0,0,0,0,0
25.86,0,0,0,0,0
25.9,0,0,0,0,0
25.92,0,0,0,0,0
25.98,0,0,0,0,0
26,0,0,0,0,0
26.04,0,0,0,0,0
26.1,0,0,0,0,0
26.16,0,0,0,0,0
26.2,0,0,0,0,0
26.22,0,0,0,0,0
26.28,0,0,0,0,0
26.3,0,0,0,0,0
26.34,0,0,0,0,0
26.4,0,0,0,0,0
26.46,0,0,0,0,0
26.5,0,0,0,0,0
26.52,0,0,0,0,0
26.58,0,0,0,0,0
26.6,0,0,0,0,0
26.64,0,0,0,0,0
26.7,0,0,0,0,0
26.76,0,0,0,0,0
26.8,0,0,0,0,0
26.82,0,0,0,0,0
26.88,0,0,0,0,0
26.9,0,0,0,0,0
26.94,0,0,0,0,0
27,0,0,0,0,0
27.06,0,0,0,0,0
27.1,0,0,0,0,0
27.12,0,0,0,0,0
27.18,0,0,0,0,0
27.2,0,0,0,0,0
27.24,0,0,0,0,0
27.3,0,0,0,0,0
27.36,0,0,0,0,0
27.4,0,0,0,0,0
27.42,0,0,0,0,0
27.48,0,0,0,0,0
27.5,0,0,0,0,0
27.54,0,0,0,0,0
27.6,0,0,0,0,0
27.66,0,0,0,0,0
27.7,0,0,0,0,0
27.72,0,0,0,0,0
27.78,0,0,0,0,0
27.8,0,0,0,0,0
27.84,0,0,0,0,0
27.9,0,0,0,0,0
27.96,0,0,0,0,0
28,0,0,0,0,0
28.02,0,0,0,0,0
28.08,0,0,0,0,0
28.1,0,0,0,0,0
28.14,0,0,0,0,0
28.2,0,0,0,0,0
28.26,0,0,0,0,0
28.3,0,0,0,0,0
28.32,0,0,0,0,0
28.38,0,0,0,0,0
28.4,0,0,0,0,0
28.44,0,0,0,0,0
28.5,0,0,0,0,0
28.56,0,0,0,0,0
28.6,0,0,0,0,0
28.62,0,0,0,0,0
28.68,0,0,0,0,0
28.7,0,0,0,0,0
28.74,0,0,0,0,0
28.8,0,0,0,0,0
28.86,0,0,0,0,0
28.9,0,0,0,0,0
28.92,0,0,0,0,0
28.98,0,0,0,0,0
29,0,0,0,0,0
29.04,0,0,0,0,0
29.1,0,0,0,0,0
29.16,0,0,0,0,0
29.2,0,0,0,0,0
29.22,0,0,0,0,0
29.28,0,0,0,0,0
29.3,0,0,0,0,0
29.34,0,0,0,0,0
29.4,0,0,0,0,0
29.46,0,0,0,0,0
29.5,0,0,0,0,0
29.52,0,0,0,0,0
29.58,0,0,0,0,0
29.6,0,0,0,0,0
29.64,0,0,0,0,0
29.7,0,0,0,0,0
29.76,0,0,0,0,0
29.8,0,0,0,0,0
29.82,0,0,0,0,0
29.88,0,0,0,0,0
29.9,0,0,0,0,0
29.94,0,0,0,0,0
30,0,0,0,0,0
30.06,0,0,0,0,0
30.1,0,0,0,0,0
30.12,0,0,0,0,0
30.18,0,0,0,0,0
30.2,0,0,0,0,0
30.24,0,0,0,0,0
30.3,0,0,0,0,0
30.36,0,0,0,0,0
30.4,0,0,0,0,0
30.42,0,0,0,0,0
30.48,0,0,0,0,0
30.5,0,0,0,0,0
30.54,0,0,0,0,0
30.6,0,0,0,0,0
30.66,0,0,0,0,0
30.7,0,0,0,0,0
30.72,0,0,0,0,0
30.78,0,0,0,0,0
30.8,0,0,0,0,0
30.84,0,0,0,0,0
30.9,0,0,0,0,0
30.96,0,0,0,0,0
31,0,0,0,0,0
31.02,0,0,0,0,0
31.08,0,0,0,0,0
31.1,0,0,0,0,0
31.14,0,0,0,0,0
31.2,0,0,0,0,0
31.26,0,0,0,0,0
31.3,0,0,0,0,0
31.32,0,0,0,0,0
31.38,0,0,0,0,0
31.4,0,0,0,0,0
31.44,0,0,0,0,0
31.5,0,0,0,0,0
31.56,0,0,0,0,0
31.6,0,0,0,0,0
31.62,0,0,0,0,0
31.68,0,0,0,0,0
31.7,0,0,0,0,0
31.74,0,0,0,0,0
31.8,0,0,0,0,0
31.86,0,0,0,0,0
31.9,0,0,0,0,0
31.92,0,0,0,0,0
31.98,0,0,0,0,0
32,0,0,0,0,0
32.04,0,0,0,0,0
32.1,0,0,0,0,0
32.16,0,0,0,0,0
32.2,0,0,0,0,0
32.22,0,0,0,0,0
32.28,0,0,0,0,0
32.3,0,0,0,0,0
32.34,0,0,0,0,0
32.4,0,0,0,0,0
32.46,0,0,0,0,0
32.5,0,0,0,0,0
32.52,0,0,0,0,0
32.58,0,0,0,0,0
32.6,0,0,0,0,0
32.64,0,0,0,0,0
32.7,0,0,0,0,0
32.76,0,0,0,0,0
32.8,0,0,0,0,0
32.82,0,0,0,0,0
32.88,0,0,0,0,0
32.9,0,0,0,0,0
32.94,0,0,0,0,0
33,0,0,0,0,0
33.06,0,0,0,0,0
33.1,0,0,0,0,0
33.12,0,0,0,0,0
33.18,0,0,0,0,0
33.2,0,0,0,0,0
33.24,0,0,0,0,0
33.3,0,0,0,0,0
33.36,0,0,0,0,0
33.4,0,0,0,0,0
33.42,0,0,0,0,0
33.48,0,0,0,0,0
33.5,0,0,0,0,0
33.54,0,0,0,0,0
33.6,0,0,0,0,0
33.66,0,0,0,0,0
33.7,0,0,0,0,0
33.72,0,0,0,0,0
33.78,0,0,0,0,0
33.8,0,0,0,0,0
33.84,0,0,0,0,0
33.9,0,0,0,0,0
33.96,0,0,0,0,0
34,0,0,0,0,0
34.02,0,0,0,0,0
34.08,0,0,0,0,0
34.1,0,0,0,0,0
34.14,0,0,0,0,0
34.2,0,0,0,0,0
34.26,0,0,0,0,0
34.3,0,0,0,0,0
34.32,0,0,0,0,0
34.38,0,0,0,0,0
34.4,0,0,0,0,0
34.44,0,0,0,0,0
34.5,0,0,0,0,0
34.56,0,0,0,0,0
34.6,0,0,0,0,0
34.62,0,0,0,0,0
34.68,0,0,0,0,0
34.7,0,0,0,0,0
34.74,0,0,0,0,0
34.8,0,0,0,0,0
34.86,0,0,0,0,0
34.9,0,0,0,0,0
34.92,0,0,0,0,0
34.98,0,0,0,0,0
35,0,0,0,0,0
35.04,0,0,0,0,0
35.1,0,0,0,0,0
35.16,0,0,0,0,0
35.2,0,0,0,0,0
35.22,0,0,0,0,0
35.28,0,0,0,0,0
35.3,0,0,0,0,0
35.34,0,0,0,0,0
35.4,0,0,0,0,0
35.46,0,0,0,0,0
35.5,0,0,0,0,0
35.52,0,0,0,0,0
35.58,0,0,0,0,0
35.6,0,0,0,0,0
35.64,0,0,0,0,0
35.7,0,0,0,0,0
35.76,0,0,0,0,0
35.8,0,0,0,0,0
35.82,0,0,0,0,0
35.88,0,0,0,0,0
35.9,0,0,0,0,0
35.94,0,0,0,0,0
36,0,0,0,0,0
36.06,0,0,0,0,0
36.1,0,0,0,0,0
36.12,0,0,0,0,0
36.18,0,0,0,0,0
36.2,0,0,0,0,0
36.24,0,0,0,0,0
36.3,0,0,0,0,0
36.36,0,0,0,0,0
36.4,0,0,0,0,0
36.42,0,0,0,0,0
36.48,0,0,0,0,0
36.5,0,0,0,0,0
36.54,0,0,0,0,0
36.6,0,0,0,0,0
36.66,0,0,0,0,0
36.7,0,0,0,0,0
36.72,0,0,0,0,0
36.78,0,0,0,0,0
36.8,0,0,0,0,0
36.84,0,0,0,0,0
36.9,0,0,0,0,0
36.96,0,0,0,0,0
37,0,0,0,0,0
37.02,0,0,0,0,0
37.08,0,0,0,0,0
37.1,0,0,0,0,0
37.14,0,0,0,0,0
37.2,0,0,0,0,0
37.26,0,0,0,0,0
37.3,0,0,0,0,0
37.32,0,0,0,0,0
37.38,0,0,0,0,0
37.4,0,0,0,0,0
37.44,0,0,0,0,0
37.5,0,0,0,0,0
37.56,0,0,0,0,0
37.6,0,0,0,0,0
37.62,0,0,0,0,0
37.68,0,0,0,0,0
37.7,0,0,0,0,0
37.74,0,0,0,0,0
37.8,0,0,0,0,0
37.86,0,0,0,0,0
37.9,0,0,0,0,0
37.92,0,0,0,0,0
37.98,0,0,0,0,0
38,0,0,0,0,0
38.04,0,0,0,0,0
38.1,0,0,0,0,0
38.16,0,0,0,0,0
38.2,0,0,0,0,0
38.22,0,0,0,0,0
38.28,0,0,0,0,0
38.3,0,0,0,0,0
38.34,0,0,0,0,0
38.4,0,0,0,0,0
38.46,0,0,0,0,0
38.5,0,0,0,0,0
38.52,0,0,0,0,0
38.58,0,0,0,0,0
38.6,0,0,0,0,0
38.64,0,0,0,0,0
38.7,0,0,0,0,0
38.76,0,0,0,0,0
38.8,0,0,0,0,0
38.82,0,0,0,0,0
38.88,0,0,0,0,0
38.9,0,0,0,0,0
38.94,0,0,0,0,0
39,0,0,0,0,0
39.06,0,0,0,0,0
39.1,0,0,0,0,0
39.12,0,0,0,0,0
39.18,0,0,0,0,0
39.2,0,0,0,0,0
39.24,0,0,0,0,0
39.3,0,0,0,0,0
39.36,0,0,0,0,0
39.4,0,0,0,0,0
39.42,0,0,0,0,0
39.48,0,0,0,0,0
39.5,0,0,0,0,0
39.54,0,0,0,0,0
39.6,0,0,0,0,0
39.66,0,0,0,0,0
39.7,0,0,0,0,0
39.72,0,0,0,0,0
39.78,0,0,0,0,0
39.8,0,0,0,0,0
39.84,0,0,0,0,0
39.9,0,0,0,0,0
39.96,0,0,0,0,0
40,0,0,0,0,0
40.02,0,0,0,0,0
40.08,0,0,0,0,0
40.1,0,0,0,0,0
40.14,0,0,0,0,0
40.2,0,0,0,0,0
40.26,0,0,0,0,0
40.3,0,0,0,0,0
40.32,0,0,0,0,0
40.38,0,0,0,0,0
40.4,0,0,0,0,0
40.44,0,0,0,0,0
40.5,0,0,0,0,0
40.56,0,0,0,0,0
40.6,0,0,0,0,0
40.62,0,0,0,0,0
40.68,0,0,0,0,0
40.7,0,0,0,0,0
40.74,0,0,0,0,0
40.8,0,0,0,0,0
40.86,0,0,0,0,0
40.9,0,0,0,0,0
40.92,0,0,0,0,0
40.98,0,0,0,0,0
41,0,0,0,0,0
41.04,0,0,0,0,0
41.1,0,0,0,0,0
41.16,0,0,0,0,0
41.2,0,0,0,0,0
41.22,0,0,0,0,0
41.28,0,0,0,0,0
41.3,0,0,0,0,0
41.34,0,0,0,0,0
41.4,0,0,0,0,0
41.46,0,0,0,0,0
41.5,0,0,0,0,0
41.52,0,0,0,0,0
41.58,0,0,0,0,0
41.6,0,0,0,0,0
41.64,0,0,0,0,0
41.7,0,0,0,0,0
41.76,0,0,0,0,0
41.8,0,0,0,0,0
41.82,0,0,0,0,0
41.88,0,0,0,0,0
41.9,0,0,0,0,0
41.94,0,0,0,0,0
42,0,0,0,0,0
42.06,0,0,0,0,0
42.1,0,0,0,0,0
42.12,0,0,0,0,0
42.18,0,0,0,0,0
42.2,0,0,0,0,0
42.24,0,0,0,0,0
42.3,0,0,0,0,0
42.36,0,0,0,0,0
42.4,0,0,0,0,0
42.42,0,0,0,0,0
42.48,0,0,0,0,0
42.5,0,0,0,0,0
42.54,0,0,0,0,0
42.6,0,0,0,0,0
42.66,0,0,0,0,0
42.7,0,0,0,0,0
42.72,0,0,0,0,0
42.78,0,0,0,0,0
42.8,0,0,0,0,0
42.84,0,0,0,0,0
