"time","Noise","Noise_0Filt","Noise_0Filt_0Sat","Sine","Sine_0Filt","Sine_0Filt_0Quantized"
0.46,0.356546,0.375844,0.375844,0.887896,0.174757,0.2
0.48,0.356546,0.375844,0.375844,0.923558,0.193951,0.2
0.48,0.356546,0.375844,0.375844,0.923558,0.193951,0.2
0.5,0.356546,0.375844,0.375844,0.958851,0.214118,0.2
0.5,0.722836,0.447407,0.447407,0.958851,0.214118,0.2
0.52,0.722836,0.447407,0.447407,0.99376,0.235231,0.2
0.52,0.722836,0.447407,0.447407,0.99376,0.235231,0.2
0.54,0.722836,0.447407,0.447407,1.02827,0.257263,0.2
0.54,0.722836,0.447407,0.447407,1.02827,0.257263,0.3
0.55,0.722836,0.447407,0.447407,1.04537,0.268613,0.3
0.55,0.702385,0.512834,0.5,1.04537,0.268613,0.3
0.56,0.702385,0.512834,0.5,1.06237,0.280181,0.3
0.56,0.702385,0.512834,0.5,1.06237,0.280181,0.3
0.58,0.702385,0.512834,0.5,1.09605,0.303954,0.3
0.58,0.702385,0.512834,0.5,1.09605,0.303954,0.3
0.6,0.702385,0.512834,0.5,1.12928,0.328545,0.3
0.6,-0.196037,0.462688,0.462688,1.12928,0.328545,0.3
0.62,-0.196037,0.462688,0.462688,1.16207,0.35392,0.3
0.62,-0.196037,0.462688,0.462688,1.16207,0.35392,0.4
0.64,-0.196037,0.462688,0.462688,1.19439,0.380041,0.4
0.64,-0.196037,0.462688,0.462688,1.19439,0.380041,0.4
0.65,-0.196037,0.462688,0.462688,1.21037,0.393369,0.4
0.65,1.77242,0.661106,0.5,1.21037,0.393369,0.4
0.66,1.77242,0.661106,0.5,1.22623,0.406869,0.4
0.66,1.77242,0.661106,0.5,1.22623,0.406869,0.4
0.68,1.77242,0.661106,0.5,1.25759,0.434364,0.4
0.68,1.77242,0.661106,0.5,1.25759,0.434364,0.4
0.7,1.77242,0.661106,0.5,1.28844,0.462486,0.4
0.7,-0.731124,0.53666,0.5,1.28844,0.462486,0.5
0.72,-0.731124,0.53666,0.5,1.31877,0.491194,0.5
0.72,-0.731124,0.53666,0.5,1.31877,0.491194,0.5
0.74,-0.731124,0.53666,0.5,1.34858,0.520446,0.5
0.74,-0.731124,0.53666,0.5,1.34858,0.520446,0.5
0.75,-0.731124,0.53666,0.5,1.36328,0.535263,0.5
0.75,-3.00201,0.134576,0.134576,1.36328,0.535263,0.5
0.76,-3.00201,0.134576,0.134576,1.37784,0.550201,0.5
0.76,-3.00201,0.134576,0.134576,1.37784,0.550201,0.6
0.78,-3.00201,0.134576,0.134576,1.40656,0.580416,0.6
0.78,-3.00201,0.134576,0.134576,1.40656,0.580416,0.6
0.8,-3.00201,0.134576,0.134576,1.43471,0.611048,0.6
0.8,-2.1872,-0.145553,-0.145553,1.43471,0.611048,0.6
0.82,-2.1872,-0.145553,-0.145553,1.46229,0.642056,0.6
0.82,-2.1872,-0.145553,-0.145553,1.46229,0.642056,0.6
0.84,-2.1872,-0.145553,-0.145553,1.48929,0.673397,0.6
0.84,-2.1872,-0.145553,-0.145553,1.48929,0.673397,0.7
0.85,-2.1872,-0.145553,-0.145553,1.50256,0.68918,0.7
0.85,2.56298,0.182097,0.182097,1.50256,0.68918,0.7
0.86,2.56298,0.182097,0.182097,1.51569,0.705031,0.7
0.86,2.56298,0.182097,0.182097,1.51569,0.705031,0.7
0.88,2.56298,0.182097,0.182097,1.54148,0.736914,0.7
0.88,2.56298,0.182097,0.182097,1.54148,0.736914,0.7
0.9,2.56298,0.182097,0.182097,1.56665,0.769006,0.7
0.9,-0.607677,0.0970325,0.0970325,1.56665,0.769006,0.8
0.92,-0.607677,0.0970325,0.0970325,1.5912,0.801266,0.8
0.92,-0.607677,0.0970325,0.0970325,1.5912,0.801266,0.8
0.94,-0.607677,0.0970325,0.0970325,1.61512,0.833654,0.8
0.94,-0.607677,0.0970325,0.0970325,1.61512,0.833654,0.8
0.95,-0.607677,0.0970325,0.0970325,1.62683,0.849884,0.8
0.95,-1.35752,-0.0775097,-0.0775097,1.62683,0.849884,0.8
0.96,-1.35752,-0.0775097,-0.0775097,1.63838,0.866131,0.8
0.96,-1.35752,-0.0775097,-0.0775097,1.63838,0.866131,0.9
0.98,-1.35752,-0.0775097,-0.0775097,1.66099,0.898657,0.9
0.98,-1.35752,-0.0775097,-0.0775097,1.66099,0.898657,0.9
1,-1.35752,-0.0775097,-0.0775097,1.68294,0.931195,0.9
1,-1.18592,-0.221874,-0.221874,1.68294,0.931195,0.9
1.02,-1.18592,-0.221874,-0.221874,1.70422,0.963705,0.9
1.02,-1.18592,-0.221874,-0.221874,1.70422,0.963705,1
1.04,-1.18592,-0.221874,-0.221874,1.72481,0.996153,1
1.04,-1.18592,-0.221874,-0.221874,1.72481,0.996153,1
1.05,-1.18592,-0.221874,-0.221874,1.73485,1.01234,1
1.05,-1.05546,-0.342712,-0.342712,1.73485,1.01234,1
1.06,-1.05546,-0.342712,-0.342712,1.74471,1.0285,1
1.06,-1.05546,-0.342712,-0.342712,1.74471,1.0285,1
1.08,-1.05546,-0.342712,-0.342712,1.76392,1.06072,1
1.08,-1.05546,-0.342712,-0.342712,1.76392,1.06072,1.1
1.1,-1.05546,-0.342712,-0.342712,1.78241,1.09277,1.1
1.1,-0.682927,-0.410942,-0.410942,1.78241,1.09277,1.1
1.12,-0.682927,-0.410942,-0.410942,1.8002,1.12461,1.1
1.12,-0.682927,-0.410942,-0.410942,1.8002,1.12461,1.1
1.14,-0.682927,-0.410942,-0.410942,1.81727,1.15623,1.1
1.14,-0.682927,-0.410942,-0.410942,1.81727,1.15623,1.2
1.15,-0.682927,-0.410942,-0.410942,1.82553,1.17193,1.2
1.15,-0.695075,-0.477279,-0.477279,1.82553,1.17193,1.2
1.16,-0.695075,-0.477279,-0.477279,1.83361,1.18757,1.2
1.16,-0.695075,-0.477279,-0.477279,1.83361,1.18757,1.2
1.18,-0.695075,-0.477279,-0.477279,1.84921,1.21863,1.2
1.18,-0.695075,-0.477279,-0.477279,1.84921,1.21863,1.2
1.2,-0.695075,-0.477279,-0.477279,1.86408,1.24935,1.2
1.2,-0.302399,-0.491215,-0.491215,1.86408,1.24935,1.2
1.22,-0.302399,-0.491215,-0.491215,1.8782,1.27973,1.2
1.22,-0.302399,-0.491215,-0.491215,1.8782,1.27973,1.3
1.24,-0.302399,-0.491215,-0.491215,1.89157,1.30972,1.3
1.24,-0.302399,-0.491215,-0.491215,1.89157,1.30972,1.3
1.25,-0.302399,-0.491215,-0.491215,1.89797,1.32456,1.3
1.25,2.10858,-0.203082,-0.203082,1.89797,1.32456,1.3
1.26,2.10858,-0.203082,-0.203082,1.90418,1.3393,1.3
1.26,2.10858,-0.203082,-0.203082,1.90418,1.3393,1.3
1.28,2.10858,-0.203082,-0.203082,1.91603,1.36846,1.3
1.28,2.10858,-0.203082,-0.203082,1.91603,1.36846,1.4
1.3,2.10858,-0.203082,-0.203082,1.92712,1.39715,1.4
1.3,0.104039,-0.179923,-0.179923,1.92712,1.39715,1.4
1.32,0.104039,-0.179923,-0.179923,1.93743,1.42536,1.4
1.32,0.104039,-0.179923,-0.179923,1.93743,1.42536,1.4
1.34,0.104039,-0.179923,-0.179923,1.94697,1.45306,1.4
1.34,0.104039,-0.179923,-0.179923,1.94697,1.45306,1.5
1.35,0.104039,-0.179923,-0.179923,1.95145,1.46672,1.5
1.35,1.80885,0.0551794,0.0551794,1.95145,1.46672,1.5
1.36,1.80885,0.0551794,0.0551794,1.95573,1.48024,1.5
1.36,1.80885,0.0551794,0.0551794,1.95573,1.48024,1.5
1.38,1.80885,0.0551794,0.0551794,1.96371,1.50687,1.5
1.38,1.80885,0.0551794,0.0551794,1.96371,1.50687,1.5
1.4,1.80885,0.0551794,0.0551794,1.9709,1.53293,1.5
1.4,1.08885,0.188526,0.188526,1.9709,1.53293,1.5
1.42,1.08885,0.188526,0.188526,1.9773,1.5584,1.5
1.42,1.08885,0.188526,0.188526,1.9773,1.5584,1.6
1.44,1.08885,0.188526,0.188526,1.98292,1.58327,1.6
1.44,1.08885,0.188526,0.188526,1.98292,1.58327,1.6
1.45,1.08885,0.188526,0.188526,1.98543,1.59547,1.6
1.45,0.474847,0.238456,0.238456,1.98543,1.59547,1.6
1.46,0.474847,0.238456,0.238456,1.98774,1.60751,1.6
1.46,0.474847,0.238456,0.238456,1.98774,1.60751,1.6
1.48,0.474847,0.238456,0.238456,1.99176,1.63112,1.6
1.48,0.474847,0.238456,0.238456,1.99176,1.63112,1.6
1.5,0.474847,0.238456,0.238456,1.99499,1.65406,1.6
1.5,-0.829179,0.122886,0.122886,1.99499,1.65406,1.7
1.52,-0.829179,0.122886,0.122886,1.99742,1.67633,1.7
1.52,-0.829179,0.122886,0.122886,1.99742,1.67633,1.7
1.54,-0.829179,0.122886,0.122886,1.99905,1.69792,1.7
1.54,-0.829179,0.122886,0.122886,1.99905,1.69792,1.7
1.55,-0.829179,0.122886,0.122886,1.99957,1.70845,1.7
1.55,-0.650097,0.0354793,0.0354793,1.99957,1.70845,1.7
1.56,-0.650097,0.0354793,0.0354793,1.99988,1.71881,1.7
1.56,-0.650097,0.0354793,0.0354793,1.99988,1.71881,1.7
1.58,-0.650097,0.0354793,0.0354793,1.99992,1.73898,1.7
1.58,-0.650097,0.0354793,0.0354793,1.99992,1.73898,1.7
1.6,-0.650097,0.0354793,0.0354793,1.99915,1.75843,1.7
1.6,-0.332427,-0.00784809,-0.00784809,1.99915,1.75843,1.8
1.62,-0.332427,-0.00784809,-0.00784809,1.99758,1.77714,1.8
1.62,-0.332427,-0.00784809,-0.00784809,1.99758,1.77714,1.8
1.64,-0.332427,-0.00784809,-0.00784809,1.99521,1.79511,1.8
1.64,-0.332427,-0.00784809,-0.00784809,1.99521,1.79511,1.8
1.65,-0.332427,-0.00784809,-0.00784809,1.99373,1.80381,1.8
1.65,-1.78161,-0.230156,-0.230156,1.99373,1.80381,1.8
1.66,-1.78161,-0.230156,-0.230156,1.99205,1.81232,1.8
1.66,-1.78161,-0.230156,-0.230156,1.99205,1.81232,1.8
1.68,-1.78161,-0.230156,-0.230156,1.98809,1.82876,1.8
1.68,-1.78161,-0.230156,-0.230156,1.98809,1.82876,1.8
1.7,-1.78161,-0.230156,-0.230156,1.98333,1.84443,1.8
1.7,3.03514,0.160743,0.160743,1.98333,1.84443,1.8
1.72,3.03514,0.160743,0.160743,1.97778,1.85931,1.8
1.72,3.03514,0.160743,0.160743,1.97778,1.85931,1.9
1.74,3.03514,0.160743,0.160743,1.97144,1.8734,1.9
1.74,3.03514,0.160743,0.160743,1.97144,1.8734,1.9
1.75,3.03514,0.160743,0.160743,1.96797,1.88015,1.9
1.75,1.3977,0.327419,0.327419,1.96797,1.88015,1.9
1.76,1.3977,0.327419,0.327419,1.96431,1.8867,1.9
1.76,1.3977,0.327419,0.327419,1.96431,1.8867,1.9
1.78,1.3977,0.327419,0.327419,1.95639,1.89919,1.9
1.78,1.3977,0.327419,0.327419,1.95639,1.89919,1.9
1.8,1.3977,0.327419,0.327419,1.9477,1.91088,1.9
1.8,-0.958545,0.19123,0.19123,1.9477,1.91088,1.9
1.82,-0.958545,0.19123,0.19123,1.93822,1.92174,1.9
1.82,-0.958545,0.19123,0.19123,1.93822,1.92174,1.9
1.84,-0.958545,0.19123,0.19123,1.92797,1.93179,1.9
1.84,-0.958545,0.19123,0.19123,1.92797,1.93179,1.9
1.85,-0.958545,0.19123,0.19123,1.92255,1.93651,1.9
1.85,-1.38223,0.00888967,0.00888967,1.92255,1.93651,1.9
1.86,-1.38223,0.00888967,0.00888967,1.91694,1.94102,1.9
1.86,-1.38223,0.00888967,0.00888967,1.91694,1.94102,1.9
1.88,-1.38223,0.00888967,0.00888967,1.90515,1.94942,1.9
1.88,-1.38223,0.00888967,0.00888967,1.90515,1.94942,1.9
1.9,-1.38223,0.00888967,0.00888967,1.8926,1.95699,1.9
1.9,-0.214348,-0.0183483,-0.0183483,1.8926,1.95699,2
1.92,-0.214348,-0.0183483,-0.0183483,1.87929,1.96372,2
1.92,-0.214348,-0.0183483,-0.0183483,1.87929,1.96372,2
1.94,-0.214348,-0.0183483,-0.0183483,1.86523,1.96962,2
1.94,-0.214348,-0.0183483,-0.0183483,1.86523,1.96962,2
1.95,-0.214348,-0.0183483,-0.0183483,1.85792,1.97226,2
1.95,1.06678,0.115917,0.115917,1.85792,1.97226,2
1.96,1.06678,0.115917,0.115917,1.85042,1.97469,2
1.96,1.06678,0.115917,0.115917,1.85042,1.97469,2
1.98,1.06678,0.115917,0.115917,1.83488,1.97892,2
1.98,1.06678,0.115917,0.115917,1.83488,1.97892,2
2,1.06678,0.115917,0.115917,1.81859,1.98231,2
2,-0.381347,0.062453,0.062453,1.81859,1.98231,2
2.02,-0.381347,0.062453,0.062453,1.80159,1.98486,2
2.02,-0.381347,0.062453,0.062453,1.80159,1.98486,2
2.04,-0.381347,0.062453,0.062453,1.78386,1.98657,2
2.04,-0.381347,0.062453,0.062453,1.78386,1.98657,2
2.05,-0.381347,0.062453,0.062453,1.77472,1.98711,2
2.05,-1.82083,-0.168274,-0.168274,1.77472,1.98711,2
2.06,-1.82083,-0.168274,-0.168274,1.76541,1.98744,2
2.06,-1.82083,-0.168274,-0.168274,1.76541,1.98744,2
2.08,-1.82083,-0.168274,-0.168274,1.74627,1.98748,2
2.08,-1.82083,-0.168274,-0.168274,1.74627,1.98748,2
2.1,-1.82083,-0.168274,-0.168274,1.72642,1.98668,2
2.1,-1.29081,-0.321211,-0.321211,1.72642,1.98668,2
2.12,-1.29081,-0.321211,-0.321211,1.70588,1.98504,2
2.12,-1.29081,-0.321211,-0.321211,1.70588,1.98504,2
2.14,-1.29081,-0.321211,-0.321211,1.68466,1.98258,2
2.14,-1.29081,-0.321211,-0.321211,1.68466,1.98258,2
2.15,-1.29081,-0.321211,-0.321211,1.6738,1.98103,2
2.15,-0.039696,-0.310113,-0.310113,1.6738,1.98103,2
2.16,-0.039696,-0.310113,-0.310113,1.66277,1.97928,2
2.16,-0.039696,-0.310113,-0.310113,1.66277,1.97928,2
2.18,-0.039696,-0.310113,-0.310113,1.64021,1.97515,2
2.18,-0.039696,-0.310113,-0.310113,1.64021,1.97515,2
2.2,-0.039696,-0.310113,-0.310113,1.61699,1.9702,2
2.2,1.64419,-0.0890841,-0.0890841,1.61699,1.9702,2
2.22,1.64419,-0.0890841,-0.0890841,1.59313,1.96443,2
2.22,1.64419,-0.0890841,-0.0890841,1.59313,1.96443,2
2.24,1.64419,-0.0890841,-0.0890841,1.56863,1.95784,2
2.24,1.64419,-0.0890841,-0.0890841,1.56863,1.95784,2
2.25,1.64419,-0.0890841,-0.0890841,1.55615,1.95424,2
2.25,-0.0699827,-0.0933778,-0.0933778,1.55615,1.95424,2
2.26,-0.0699827,-0.0933778,-0.0933778,1.54351,1.95044,2
2.26,-0.0699827,-0.0933778,-0.0933778,1.54351,1.95044,2
2.28,-0.0699827,-0.0933778,-0.0933778,1.51776,1.94223,2
2.28,-0.0699827,-0.0933778,-0.0933778,1.51776,1.94223,1.9
2.3,-0.0699827,-0.0933778,-0.0933778,1.49141,1.93321,1.9
2.3,1.30425,0.0743222,0.0743222,1.49141,1.93321,1.9
2.32,1.30425,0.0743222,0.0743222,1.46446,1.9234,1.9
2.32,1.30425,0.0743222,0.0743222,1.46446,1.9234,1.9
2.34,1.30425,0.0743222,0.0743222,1.43693,1.91279,1.9
2.34,1.30425,0.0743222,0.0743222,1.43693,1.91279,1.9
2.35,1.30425,0.0743222,0.0743222,1.42295,1.90719,1.9
2.35,-0.7389,-0.0217563,-0.0217563,1.42295,1.90719,1.9
2.36,-0.7389,-0.0217563,-0.0217563,1.40882,1.90139,1.9
2.36,-0.7389,-0.0217563,-0.0217563,1.40882,1.90139,1.9
2.38,-0.7389,-0.0217563,-0.0217563,1.38015,1.88921,1.9
2.38,-0.7389,-0.0217563,-0.0217563,1.38015,1.88921,1.9
2.4,-0.7389,-0.0217563,-0.0217563,1.35093,1.87625,1.9
2.4,-0.037429,-0.0253472,-0.0253472,1.35093,1.87625,1.9
2.42,-0.037429,-0.0253472,-0.0253472,1.32116,1.86253,1.9
2.42,-0.037429,-0.0253472,-0.0253472,1.32116,1.86253,1.9
2.44,-0.037429,-0.0253472,-0.0253472,1.29087,1.84804,1.9
2.44,-0.037429,-0.0253472,-0.0253472,1.29087,1.84804,1.8
2.45,-0.037429,-0.0253472,-0.0253472,1.27553,1.84051,1.8
2.45,0.196929,0.000536293,0.000536293,1.27553,1.84051,1.8
2.46,0.196929,0.000536293,0.000536293,1.26006,1.83279,1.8
2.46,0.196929,0.000536293,0.000536293,1.26006,1.83279,1.8
2.48,0.196929,0.000536293,0.000536293,1.22875,1.81679,1.8
2.48,0.196929,0.000536293,0.000536293,1.22875,1.81679,1.8
2.5,0.196929,0.000536293,0.000536293,1.19694,1.80005,1.8
2.5,-2.3181,-0.289253,-0.289253,1.19694,1.80005,1.8
2.52,-2.3181,-0.289253,-0.289253,1.16466,1.78258,1.8
2.52,-2.3181,-0.289253,-0.289253,1.16466,1.78258,1.8
2.54,-2.3181,-0.289253,-0.289253,1.13191,1.76438,1.8
2.54,-2.3181,-0.289253,-0.289253,1.13191,1.76438,1.8
2.55,-2.3181,-0.289253,-0.289253,1.11537,1.75501,1.8
2.55,-3.21178,-0.676263,-0.5,1.11537,1.75501,1.8
2.56,-3.21178,-0.676263,-0.5,1.09871,1.74546,1.8
2.56,-3.21178,-0.676263,-0.5,1.09871,1.74546,1.7
2.58,-3.21178,-0.676263,-0.5,1.06507,1.72584,1.7
2.58,-3.21178,-0.676263,-0.5,1.06507,1.72584,1.7
2.6,-3.21178,-0.676263,-0.5,1.031,1.70551,1.7
2.6,0.565217,-0.571798,-0.5,1.031,1.70551,1.7
2.62,0.565217,-0.571798,-0.5,0.996523,1.68449,1.7
2.62,0.565217,-0.571798,-0.5,0.996523,1.68449,1.7
2.64,0.565217,-0.571798,-0.5,0.961645,1.66279,1.7
2.64,0.565217,-0.571798,-0.5,0.961645,1.66279,1.7
2.65,0.565217,-0.571798,-0.5,0.944061,1.65169,1.7
2.65,-0.216744,-0.570301,-0.5,0.944061,1.65169,1.7
2.66,-0.216744,-0.570301,-0.5,0.926383,1.64042,1.7
2.66,-0.216744,-0.570301,-0.5,0.926383,1.64042,1.6
2.68,-0.216744,-0.570301,-0.5,0.890749,1.61738,1.6
2.68,-0.216744,-0.570301,-0.5,0.890749,1.61738,1.6
2.7,-0.216744,-0.570301,-0.5,0.85476,1.59369,1.6
2.7,1.65015,-0.335517,-0.335517,0.85476,1.59369,1.6
2.72,1.65015,-0.335517,-0.335517,0.818428,1.56936,1.6
2.72,1.65015,-0.335517,-0.335517,0.818428,1.56936,1.6
2.74,1.65015,-0.335517,-0.335517,0.78177,1.54439,1.6
2.74,1.65015,-0.335517,-0.335517,0.78177,1.54439,1.5
2.75,1.65015,-0.335517,-0.335517,0.763322,1.53167,1.5
2.75,-0.0910331,-0.33012,-0.33012,0.763322,1.53167,1.5
2.76,-0.0910331,-0.33012,-0.33012,0.744798,1.5188,1.5
2.76,-0.0910331,-0.33012,-0.33012,0.744798,1.5188,1.5
2.78,-0.0910331,-0.33012,-0.33012,0.707529,1.49261,1.5
2.78,-0.0910331,-0.33012,-0.33012,0.707529,1.49261,1.5
2.8,-0.0910331,-0.33012,-0.33012,0.669976,1.46581,1.5
2.8,-0.561077,-0.383749,-0.383749,0.669976,1.46581,1.5
2.82,-0.561077,-0.383749,-0.383749,0.632156,1.43842,1.5
2.82,-0.561077,-0.383749,-0.383749,0.632156,1.43842,1.4
2.84,-0.561077,-0.383749,-0.383749,0.594083,1.41045,1.4
2.84,-0.561077,-0.383749,-0.383749,0.594083,1.41045,1.4
2.85,-0.561077,-0.383749,-0.383749,0.574956,1.39626,1.4
2.85,-0.756532,-0.459128,-0.459128,0.574956,1.39626,1.4
2.86,-0.756532,-0.459128,-0.459128,0.555772,1.38192,1.4
2.86,-0.756532,-0.459128,-0.459128,0.555772,1.38192,1.4
2.88,-0.756532,-0.459128,-0.459128,0.517239,1.35284,1.4
2.88,-0.756532,-0.459128,-0.459128,0.517239,1.35284,1.4
2.9,-0.756532,-0.459128,-0.459128,0.478499,1.32321,1.4
2.9,0.921785,-0.320948,-0.320948,0.478499,1.32321,1.3
2.92,0.921785,-0.320948,-0.320948,0.439567,1.29305,1.3
2.92,0.921785,-0.320948,-0.320948,0.439567,1.29305,1.3
2.94,0.921785,-0.320948,-0.320948,0.40046,1.26238,1.3
2.94,0.921785,-0.320948,-0.320948,0.40046,1.26238,1.3
2.95,0.921785,-0.320948,-0.320948,0.380845,1.24685,1.3
2.95,0.709379,-0.216228,-0.216228,0.380845,1.24685,1.3
2.96,0.709379,-0.216228,-0.216228,0.361193,1.2312,1.3
2.96,0.709379,-0.216228,-0.216228,0.361193,1.2312,1.2
2.98,0.709379,-0.216228,-0.216228,0.321781,1.19953,1.2
2.98,0.709379,-0.216228,-0.216228,0.321781,1.19953,1.2
3,0.709379,-0.216228,-0.216228,0.28224,1.16738,1.2
3,1.21611,-0.0534032,-0.0534032,0.28224,1.16738,1.2
3.02,1.21611,-0.0534032,-0.0534032,0.242587,1.13476,1.2
3.02,1.21611,-0.0534032,-0.0534032,0.242587,1.13476,1.1
3.04,1.21611,-0.0534032,-0.0534032,0.202836,1.10169,1.1
3.04,1.21611,-0.0534032,-0.0534032,0.202836,1.10169,1.1
3.05,1.21611,-0.0534032,-0.0534032,0.182929,1.08499,1.1
3.05,2.76855,0.295336,0.295336,0.182929,1.08499,1.1
3.06,2.76855,0.295336,0.295336,0.163004,1.06818,1.1
3.06,2.76855,0.295336,0.295336,0.163004,1.06818,1.1
3.08,2.76855,0.295336,0.295336,0.123107,1.03425,1.1
3.08,2.76855,0.295336,0.295336,0.123107,1.03425,1
3.1,2.76855,0.295336,0.295336,0.0831613,0.999902,1
3.1,0.862413,0.388371,0.388371,0.0831613,0.999902,1
3.12,0.862413,0.388371,0.388371,0.043182,0.965157,1
3.12,0.862413,0.388371,0.388371,0.043182,0.965157,1
3.14,0.862413,0.388371,0.388371,0.00318531,0.930029,1
3.14,0.862413,0.388371,0.388371,0.00318531,0.930029,0.9
3.15,0.862413,0.388371,0.388371,-0.0168145,0.912324,0.9
3.15,-2.42044,0.0663976,0.0663976,-0.0168145,0.912324,0.9
3.16,-2.42044,0.0663976,0.0663976,-0.0368126,0.89453,0.9
3.16,-2.42044,0.0663976,0.0663976,-0.0368126,0.89453,0.9
3.18,-2.42044,0.0663976,0.0663976,-0.0767958,0.858675,0.9
3.18,-2.42044,0.0663976,0.0663976,-0.0767958,0.858675,0.9
3.2,-2.42044,0.0663976,0.0663976,-0.116748,0.822479,0.9
3.2,0.189091,0.0867141,0.0867141,-0.116748,0.822479,0.8
3.22,0.189091,0.0867141,0.0867141,-0.156654,0.785956,0.8
3.22,0.189091,0.0867141,0.0867141,-0.156654,0.785956,0.8
3.24,0.189091,0.0867141,0.0867141,-0.196497,0.749122,0.8
3.24,0.189091,0.0867141,0.0867141,-0.196497,0.749122,0.7
3.25,0.189091,0.0867141,0.0867141,-0.21639,0.730592,0.7
3.25,2.12158,0.347576,0.347576,-0.21639,0.730592,0.7
3.26,2.12158,0.347576,0.347576,-0.236262,0.711989,0.7
3.26,2.12158,0.347576,0.347576,-0.236262,0.711989,0.7
3.28,2.12158,0.347576,0.347576,-0.275932,0.674575,0.7
3.28,2.12158,0.347576,0.347576,-0.275932,0.674575,0.7
3.3,2.12158,0.347576,0.347576,-0.315491,0.636892,0.7
3.3,-1.40949,0.154011,0.154011,-0.315491,0.636892,0.6
3.32,-1.40949,0.154011,0.154011,-0.354925,0.598958,0.6
3.32,-1.40949,0.154011,0.154011,-0.354925,0.598958,0.6
3.34,-1.40949,0.154011,0.154011,-0.394216,0.560786,0.6
3.34,-1.40949,0.154011,0.154011,-0.394216,0.560786,0.6
3.35,-1.40949,0.154011,0.154011,-0.413804,0.541616,0.6
