time,clock.y,data_0.y,data_1.y,dFFREG.clock,dFFREG.dataIn[1],dFFREG.dataIn[2],dFFREG.dataOut[1],dFFREG.dataOut[2],dFFREG.delay.inertialDelaySensitive[1].delayTime,dFFREG.delay.inertialDelaySensitive[1].lh,dFFREG.delay.inertialDelaySensitive[1].t_next,dFFREG.delay.inertialDelaySensitive[1].x,dFFREG.delay.inertialDelaySensitive[1].y,dFFREG.delay.inertialDelaySensitive[1].y_auxiliary,dFFREG.delay.inertialDelaySensitive[1].y_old,dFFREG.delay.inertialDelaySensitive[2].delayTime,dFFREG.delay.inertialDelaySensitive[2].lh,dFFREG.delay.inertialDelaySensitive[2].t_next,dFFREG.delay.inertialDelaySensitive[2].x,dFFREG.delay.inertialDelaySensitive[2].y,dFFREG.delay.inertialDelaySensitive[2].y_auxiliary,dFFREG.delay.inertialDelaySensitive[2].y_old,dFFREG.delay.x[1],dFFREG.delay.x[2],dFFREG.delay.y[1],dFFREG.delay.y[2],dFFREG.dFFR.clock,dFFREG.dFFR.clock_flag,dFFREG.dFFR.dataIn[1],dFFREG.dFFR.dataIn[2],dFFREG.dFFR.dataOut[1],dFFREG.dFFR.dataOut[2],dFFREG.dFFR.next_assign_val[1],dFFREG.dFFR.next_assign_val[2],dFFREG.dFFR.nextstate[1],dFFREG.dFFR.nextstate[2],dFFREG.dFFR.reset,dFFREG.dFFR.reset_flag,dFFREG.reset,reset.y
0.1,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.11,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.12,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.13,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.14,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.15,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.16,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.17,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.18,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.19,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.2,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.21,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.22,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.23,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.24,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.25,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.26,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.27,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.28,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.29,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.3,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.31,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.32,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.33,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.34,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.35,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.36,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.37,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.38,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.39,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.4,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.41,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.42,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.43,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.44,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.45,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.46,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.47,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.48,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.49,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.5,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.51,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.52,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.53,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.54,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.55,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.56,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.57,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.58,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.59,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.6,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.61,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.62,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.63,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.64,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.65,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.66,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.67,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.68,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.69,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.7,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.71,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.72,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.73,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.74,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.75,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.76,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.77,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.78,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.79,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.8,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.810000000000001,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.820000000000001,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.830000000000001,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.840000000000001,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.850000000000001,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.860000000000001,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.870000000000001,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.880000000000001,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.890000000000001,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.900000000000001,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.910000000000001,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.920000000000001,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.930000000000001,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.940000000000001,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.950000000000001,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.960000000000001,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.970000000000001,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.980000000000001,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
0.990000000000001,3,4,8,3,4,8,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,0,4,8,1,1,1,1,1,1,3,3,3,3
1,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.01,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.02,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.03,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.04,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.05,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.06,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.07,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.08,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.09,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.1,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.11,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.12,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.13,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.14,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.15,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.16,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.17,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.18,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.19,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.2,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.21,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.22,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.23,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.24,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.25,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.26,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.27,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.28,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.29,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.3,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.31,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.32,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.33,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.34,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.35,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.36,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.37,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.38,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.39,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.4,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.41,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.42,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.43,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.44,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.45,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
1.46,3,4,8,3,4,8,1,1,5,-1,6,3,1,1,1,5,-1,6,3,1,1,1,3,3,1,1,3,0,4,8,3,3,3,3,3,3,4,2,4,4
