Time,u1,y1,y2,
0.166,-1,1,3,
0.167,-1,1,3,
0.168,-1,1,3,
0.169,-1,1,3,
0.17,-1,1,3,
0.171,-1,1,3,
0.172,-1,1,3,
0.173,-1,1,3,
0.174,-1,1,3,
0.175,-1,1,3,
0.176,-1,1,3,
0.177,-1,1,3,
0.178,-1,1,3,
0.179,-1,1,3,
0.18,-1,1,3,
0.181,-1,1,3,
0.182,-1,1,3,
0.183,-1,1,3,
0.184,-1,1,3,
0.185,-1,1,3,
0.186,-1,1,3,
0.187,-1,1,3,
0.188,-1,1,3,
0.189,-1,1,3,
0.19,-1,1,3,
0.191,-1,1,3,
0.192,-1,1,3,
0.193,-1,1,3,
0.194,-1,1,3,
0.195,-1,1,3,
0.196,-1,1,3,
0.197,-1,1,3,
0.198,-1,1,3,
0.199,-1,1,3,
0.2,-1,1,3,
0.201,-1,1,3,
0.202,-1,1,3,
0.203,-1,1,3,
0.204,-1,1,3,
0.205,-1,1,3,
0.206,-1,1,3,
0.207,-1,1,3,
0.208,-1,1,3,
0.209,-1,1,3,
0.21,-1,1,3,
0.211,-1,1,3,
0.212,-1,1,3,
0.213,-1,1,3,
0.214,-1,1,3,
0.215,-1,1,3,
0.216,-1,1,3,
0.217,-1,1,3,
0.218,-1,1,3,
0.219,-1,1,3,
0.22,-1,1,3,
0.221,-1,1,3,
0.222,-1,1,3,
0.223,-1,1,3,
0.224,-1,1,3,
0.225,-1,1,3,
0.226,-1,1,3,
0.227,-1,1,3,
0.228,-1,1,3,
0.229,-1,1,3,
0.23,-1,1,3,
0.231,-1,1,3,
0.232,-1,1,3,
0.233,-1,1,3,
0.234,-1,1,3,
0.235,-1,1,3,
0.236,-1,1,3,
0.237,-1,1,3,
0.238,-1,1,3,
0.239,-1,1,3,
0.24,-1,1,3,
0.241,-1,1,3,
0.242,-1,1,3,
0.243,-1,1,3,
0.244,-1,1,3,
0.245,-1,1,3,
0.246,-1,1,3,
0.247,-1,1,3,
0.248,-1,1,3,
0.249,-1,1,3,
0.25,-1,1,3,
0.251,-1,1,3,
0.252,-1,1,3,
0.253,-1,1,3,
0.254,-1,1,3,
0.255,-1,1,3,
0.256,-1,1,3,
0.257,-1,1,3,
0.258,-1,1,3,
0.259,-1,1,3,
0.26,-1,1,3,
0.261,-1,1,3,
0.262,-1,1,3,
0.263,-1,1,3,
0.264,-1,1,3,
0.265,-1,1,3,
0.266,-1,1,3,
0.267,-1,1,3,
0.268,-1,1,3,
0.269,-1,1,3,
0.27,-1,1,3,
0.271,-1,1,3,
0.272,-1,1,3,
0.273,-1,1,3,
0.274,-1,1,3,
0.275,-1,1,3,
0.276,-1,1,3,
0.277,-1,1,3,
0.278,-1,1,3,
0.279,-1,1,3,
0.28,-1,1,3,
0.281,-1,1,3,
0.282,-1,1,3,
0.283,-1,1,3,
0.284,-1,1,3,
0.285,-1,1,3,
0.286,-1,1,3,
0.287,-1,1,3,
0.288,-1,1,3,
0.289,-1,1,3,
0.29,-1,1,3,
0.291,-1,1,3,
0.292,-1,1,3,
0.293,-1,1,3,
0.294,-1,1,3,
0.295,-1,1,3,
0.296,-1,1,3,
0.297,-1,1,3,
0.298,-1,1,3,
0.299,-1,1,3,
0.3,-1,1,3,
0.301,-1,1,3,
0.302,-1,1,3,
0.303,-1,1,3,
0.304,-1,1,3,
0.305,-1,1,3,
0.306,-1,1,3,
0.307,-1,1,3,
0.308,-1,1,3,
0.309,-1,1,3,
0.31,-1,1,3,
0.311,-1,1,3,
0.312,-1,1,3,
0.313,-1,1,3,
0.314,-1,1,3,
0.315,-1,1,3,
0.316,-1,1,3,
0.317,-1,1,3,
0.318,-1,1,3,
0.319,-1,1,3,
0.32,-1,1,3,
0.321,-1,1,3,
0.322,-1,1,3,
0.323,-1,1,3,
0.324,-1,1,3,
0.325,-1,1,3,
0.326,-1,1,3,
0.327,-1,1,3,
0.328,-1,1,3,
0.329,-1,1,3,
0.33,-1,1,3,
0.331,-1,1,3,
0.332,-1,1,3,
0.333,-1,1,3,
0.334,-1,1,3,
0.335,-1,1,3,
0.336,-1,1,3,
0.337,-1,1,3,
0.338,-1,1,3,
0.339,-1,1,3,
0.34,-1,1,3,
0.341,-1,1,3,
0.342,-1,1,3,
0.343,-1,1,3,
0.344,-1,1,3,
0.345,-1,1,3,
0.346,-1,1,3,
0.347,-1,1,3,
0.348,-1,1,3,
0.349,-1,1,3,
0.35,-1,1,3,
0.351,-1,1,3,
0.352,-1,1,3,
0.353,-1,1,3,
0.354,-1,1,3,
0.355,-1,1,3,
0.356,-1,1,3,
0.357,-1,1,3,
0.358,-1,1,3,
0.359,-1,1,3,
0.36,-1,1,3,
0.361,-1,1,3,
0.362,-1,1,3,
0.363,-1,1,3,
0.364,-1,1,3,
0.365,-1,1,3,
0.366,-1,1,3,
0.367,-1,1,3,
0.368,-1,1,3,
0.369,-1,1,3,
0.37,-1,1,3,
0.371,-1,1,3,
0.372,-1,1,3,
0.373,-1,1,3,
0.374,-1,1,3,
0.375,-1,1,3,
0.376,-1,1,3,
0.377,-1,1,3,
0.378,-1,1,3,
0.379,-1,1,3,
0.38,-1,1,3,
0.381,-1,1,3,
0.382,-1,1,3,
0.383,-1,1,3,
0.384,-1,1,3,
0.385,-1,1,3,
0.386,-1,1,3,
0.387,-1,1,3,
0.388,-1,1,3,
0.389,-1,1,3,
0.39,-1,1,3,
0.391,-1,1,3,
0.392,-1,1,3,
0.393,-1,1,3,
0.394,-1,1,3,
0.395,-1,1,3,
0.396,-1,1,3,
0.397,-1,1,3,
0.398,-1,1,3,
0.399,-1,1,3,
0.4,-1,1,3,
0.401,-1,1,3,
0.402,-1,1,3,
0.403,-1,1,3,
0.404,-1,1,3,
0.405,-1,1,3,
0.406,-1,1,3,
0.407,-1,1,3,
0.408,-1,1,3,
0.409,-1,1,3,
0.41,-1,1,3,
0.411,-1,1,3,
0.412,-1,1,3,
0.413,-1,1,3,
0.414,-1,1,3,
0.415,-1,1,3,
0.416,-1,1,3,
0.417,-1,1,3,
0.418,-1,1,3,
0.419,-1,1,3,
0.42,-1,1,3,
0.421,-1,1,3,
0.422,-1,1,3,
0.423,-1,1,3,
0.424,-1,1,3,
0.425,-1,1,3,
0.426,-1,1,3,
0.427,-1,1,3,
0.428,-1,1,3,
0.429,-1,1,3,
0.43,-1,1,3,
0.431,-1,1,3,
0.432,-1,1,3,
0.433,-1,1,3,
0.434,-1,1,3,
0.435,-1,1,3,
0.436,-1,1,3,
0.437,-1,1,3,
0.438,-1,1,3,
0.439,-1,1,3,
0.44,-1,1,3,
0.441,-1,1,3,
0.442,-1,1,3,
0.443,-1,1,3,
0.444,-1,1,3,
0.445,-1,1,3,
0.446,-1,1,3,
0.447,-1,1,3,
0.448,-1,1,3,
0.449,-1,1,3,
0.45,-1,1,3,
0.451,-1,1,3,
0.452,-1,1,3,
0.453,-1,1,3,
0.454,-1,1,3,
0.455,-1,1,3,
0.456,-1,1,3,
0.457,-1,1,3,
0.458,-1,1,3,
0.459,-1,1,3,
0.46,-1,1,3,
0.461,-1,1,3,
0.462,-1,1,3,
0.463,-1,1,3,
0.464,-1,1,3,
0.465,-1,1,3,
0.466,-1,1,3,
0.467,-1,1,3,
0.468,-1,1,3,
0.469,-1,1,3,
0.47,-1,1,3,
0.471,-1,1,3,
0.472,-1,1,3,
0.473,-1,1,3,
0.474,-1,1,3,
0.475,-1,1,3,
0.476,-1,1,3,
0.477,-1,1,3,
0.478,-1,1,3,
0.479,-1,1,3,
0.48,-1,1,3,
0.481,-1,1,3,
0.482,-1,1,3,
0.483,-1,1,3,
0.484,-1,1,3,
0.485,-1,1,3,
0.486,-1,1,3,
0.487,-1,1,3,
0.488,-1,1,3,
0.489,-1,1,3,
0.49,-1,1,3,
0.491,-1,1,3,
0.492,-1,1,3,
0.493,-1,1,3,
0.494,-1,1,3,
0.495,-1,1,3,
0.496,-1,1,3,
0.497,-1,1,3,
0.498,-1,1,3,
0.499,-1,1,3,
0.5,-1,0,3,
0.501,-1,0,3,
0.502,-1,0,3,
0.503,-1,0,3,
0.504,-1,0,3,
0.505,-1,0,3,
0.506,-1,0,3,
0.507,-1,0,3,
0.508,-1,0,3,
0.509,-1,0,3,
0.51,-1,0,3,
0.511,-1,0,3,
0.512,-1,0,3,
0.513,-1,0,3,
0.514,-1,0,3,
0.515,-1,0,3,
0.516,-1,0,3,
0.517,-1,0,3,
0.518,-1,0,3,
0.519,-1,0,3,
0.52,-1,0,3,
0.521,-1,0,3,
0.522,-1,0,3,
0.523,-1,0,3,
0.524,-1,0,3,
0.525,-1,0,3,
0.526,-1,0,3,
0.527,-1,0,3,
0.528,-1,0,3,
0.529,-1,0,3,
0.53,-1,0,3,
0.531,-1,0,3,
0.532,-1,0,3,
0.533,-1,0,3,
0.534,-1,0,3,
0.535,-1,0,3,
0.536,-1,0,3,
0.537,-1,0,3,
0.538,-1,0,3,
0.539,-1,0,3,
0.54,-1,0,3,
0.541,-1,0,3,
0.542,-1,0,3,
0.543,-1,0,3,
0.544,-1,0,3,
0.545,-1,0,3,
0.546,-1,0,3,
0.547,-1,0,3,
0.548,-1,0,3,
0.549,-1,0,3,
0.55,-1,0,3,
0.551,-1,0,3,
0.552,-1,0,3,
0.553,-1,0,3,
0.554,-1,0,3,
0.555,-1,0,3,
0.556,-1,0,3,
0.557,-1,0,3,
0.558,-1,0,3,
0.559,-1,0,3,
0.56,-1,0,3,
0.561,-1,0,3,
0.562,-1,0,3,
0.563,-1,0,3,
0.564,-1,0,3,
0.565,-1,0,3,
0.566,-1,0,3,
0.567,-1,0,3,
0.568,-1,0,3,
0.569,-1,0,3,
0.57,-1,0,3,
0.571,-1,0,3,
0.572,-1,0,3,
0.573,-1,0,3,
0.574,-1,0,3,
0.575,-1,0,3,
0.576,-1,0,3,
0.577,-1,0,3,
0.578,-1,0,3,
0.579,-1,0,3,
0.58,-1,0,3,
0.581,-1,0,3,
0.582,-1,0,3,
0.583,-1,0,3,
0.584,-1,0,3,
0.585,-1,0,3,
0.586,-1,0,3,
0.587,-1,0,3,
0.588,-1,0,3,
0.589,-1,0,3,
0.59,-1,0,3,
0.591,-1,0,3,
0.592,-1,0,3,
0.593,-1,0,3,
0.594,-1,0,3,
0.595,-1,0,3,
0.596,-1,0,3,
0.597,-1,0,3,
0.598,-1,0,3,
0.599,-1,0,3,
0.6,-1,0,0,
0.601,-1,0,0,
0.602,-1,0,0,
0.603,-1,0,0,
0.604,-1,0,0,
0.605,-1,0,0,
0.606,-1,0,0,
0.607,-1,0,0,
0.608,-1,0,0,
0.609,-1,0,0,
0.61,-1,0,0,
0.611,-1,0,0,
0.612,-1,0,0,
0.613,-1,0,0,
0.614,-1,0,0,
0.615,-1,0,0,
0.616,-1,0,0,
0.617,-1,0,0,
0.618,-1,0,0,
0.619,-1,0,0,
0.62,-1,0,0,
0.621,-1,0,0,
0.622,-1,0,0,
0.623,-1,0,0,
0.624,-1,0,0,
0.625,-1,0,0,
0.626,-1,0,0,
0.627,-1,0,0,
0.628,-1,0,0,
0.629,-1,0,0,
0.63,-1,0,0,
0.631,-1,0,0,
0.632,-1,0,0,
0.633,-1,0,0,
0.634,-1,0,0,
0.635,-1,0,0,
0.636,-1,0,0,
0.637,-1,0,0,
0.638,-1,0,0,
0.639,-1,0,0,
0.64,-1,0,0,
0.641,-1,0,0,
0.642,-1,0,0,
0.643,-1,0,0,
0.644,-1,0,0,
0.645,-1,0,0,
0.646,-1,0,0,
0.647,-1,0,0,
0.648,-1,0,0,
0.649,-1,0,0,
0.65,-1,0,0,
0.651,-1,0,0,
0.652,-1,0,0,
0.653,-1,0,0,
0.654,-1,0,0,
0.655,-1,0,0,
0.656,-1,0,0,
0.657,-1,0,0,
0.658,-1,0,0,
0.659,-1,0,0,
0.66,-1,0,0,
0.661,-1,0,0,
0.662,-1,0,0,
0.663,-1,0,0,
0.664,-1,0,0,
0.665,-1,0,0,
0.666,-1,0,0,
0.667,-1,0,0,
0.668,-1,0,0,
0.669,-1,0,0,
0.67,-1,0,0,
0.671,-1,0,0,
0.672,-1,0,0,
0.673,-1,0,0,
0.674,-1,0,0,
0.675,-1,0,0,
0.676,-1,0,0,
0.677,-1,0,0,
0.678,-1,0,0,
0.679,-1,0,0,
0.68,-1,0,0,
0.681,-1,0,0,
0.682,-1,0,0,
0.683,-1,0,0,
0.684,-1,0,0,
0.685,-1,0,0,
0.686,-1,0,0,
0.687,-1,0,0,
0.688,-1,0,0,
0.689,-1,0,0,
0.69,-1,0,0,
0.691,-1,0,0,
0.692,-1,0,0,
0.693,-1,0,0,
0.694,-1,0,0,
0.695,-1,0,0,
0.696,-1,0,0,
0.697,-1,0,0,
0.698,-1,0,0,
0.699,-1,0,0,
0.7,-1,0,0,
0.701,-1,0,0,
0.702,-1,0,0,
0.703,-1,0,0,
0.704,-1,0,0,
0.705,-1,0,0,
0.706,-1,0,0,
0.707,-1,0,0,
0.708,-1,0,0,
0.709,-1,0,0,
0.71,-1,0,0,
0.711,-1,0,0,
0.712,-1,0,0,
0.713,-1,0,0,
0.714,-1,0,0,
0.715,-1,0,0,
0.716,-1,0,0,
0.717,-1,0,0,
0.718,-1,0,0,
0.719,-1,0,0,
0.72,-1,0,0,
0.721,-1,0,0,
0.722,-1,0,0,
0.723,-1,0,0,
0.724,-1,0,0,
0.725,-1,0,0,
0.726,-1,0,0,
0.727,-1,0,0,
0.728,-1,0,0,
0.729,-1,0,0,
0.73,-1,0,0,
0.731,-1,0,0,
0.732,-1,0,0,
0.733,-1,0,0,
0.734,-1,0,0,
0.735,-1,0,0,
0.736,-1,0,0,
0.737,-1,0,0,
0.738,-1,0,0,
0.739,-1,0,0,
0.74,-1,0,0,
0.741,-1,0,0,
0.742,-1,0,0,
0.743,-1,0,0,
0.744,-1,0,0,
0.745,-1,0,0,
0.746,-1,0,0,
0.747,-1,0,0,
0.748,-1,0,0,
0.749,-1,0,0,
0.75,-1,0,0,
0.751,-1,0,0,
0.752,-1,0,0,
0.753,-1,0,0,
0.754,-1,0,0,
0.755,-1,0,0,
0.756,-1,0,0,
0.757,-1,0,0,
0.758,-1,0,0,
0.759,-1,0,0,
0.76,-1,0,0,
0.761,-1,0,0,
0.762,-1,0,0,
0.763,-1,0,0,
0.764,-1,0,0,
0.765,-1,0,0,
0.766,-1,0,0,
0.767,-1,0,0,
0.768,-1,0,0,
0.769,-1,0,0,
0.77,-1,0,0,
0.771,-1,0,0,
0.772,-1,0,0,
0.773,-1,0,0,
0.774,-1,0,0,
0.775,-1,0,0,
0.776,-1,0,0,
0.777,-1,0,0,
0.778,-1,0,0,
0.779,-1,0,0,
0.78,-1,0,0,
0.781,-1,0,0,
0.782,-1,0,0,
0.783,-1,0,0,
0.784,-1,0,0,
0.785,-1,0,0,
0.786,-1,0,0,
0.787,-1,0,0,
0.788,-1,0,0,
0.789,-1,0,0,
0.79,-1,0,0,
0.791,-1,0,0,
0.792,-1,0,0,
0.793,-1,0,0,
0.794,-1,0,0,
0.795,-1,0,0,
0.796,-1,0,0,
0.797,-1,0,0,
0.798,-1,0,0,
0.799,-1,0,0,
0.8,-1,0,0,
0.801,-1,0,0,
0.802,-1,0,0,
0.803,-1,0,0,
0.804,-1,0,0,
0.805,-1,0,0,
0.806,-1,0,0,
0.807,-1,0,0,
0.808,-1,0,0,
0.809,-1,0,0,
0.81,-1,0,0,
0.811,-1,0,0,
0.812,-1,0,0,
0.813,-1,0,0,
0.814,-1,0,0,
0.815,-1,0,0,
0.816,-1,0,0,
0.817,-1,0,0,
0.818,-1,0,0,
0.819,-1,0,0,
0.82,-1,0,0,
0.821,-1,0,0,
0.822,-1,0,0,
0.823,-1,0,0,
0.824,-1,0,0,
0.825,-1,0,0,
0.826,-1,0,0,
0.827,-1,0,0,
0.828,-1,0,0,
0.829,-1,0,0,
0.83,-1,0,0,
0.831,-1,0,0,
0.832,-1,0,0,
0.833,-1,0,0,
0.834,-1,0,0,
0.835,-1,0,0,
0.836,-1,0,0,
0.837,-1,0,0,
0.838,-1,0,0,
0.839,-1,0,0,
0.84,-1,0,0,
0.841,-1,0,0,
0.842,-1,0,0,
0.843,-1,0,0,
0.844,-1,0,0,
0.845,-1,0,0,
0.846,-1,0,0,
0.847,-1,0,0,
0.848,-1,0,0,
0.849,-1,0,0,
0.85,-1,0,0,
0.851,-1,0,0,
0.852,-1,0,0,
0.853,-1,0,0,
0.854,-1,0,0,
0.855,-1,0,0,
0.856,-1,0,0,
0.857,-1,0,0,
0.858,-1,0,0,
0.859,-1,0,0,
0.86,-1,0,0,
0.861,-1,0,0,
0.862,-1,0,0,
0.863,-1,0,0,
0.864,-1,0,0,
0.865,-1,0,0,
0.866,-1,0,0,
0.867,-1,0,0,
0.868,-1,0,0,
0.869,-1,0,0,
0.87,-1,0,0,
0.871,-1,0,0,
0.872,-1,0,0,
0.873,-1,0,0,
0.874,-1,0,0,
0.875,-1,0,0,
0.876,-1,0,0,
0.877,-1,0,0,
0.878,-1,0,0,
0.879,-1,0,0,
0.88,-1,0,0,
0.881,-1,0,0,
0.882,-1,0,0,
0.883,-1,0,0,
0.884,-1,0,0,
0.885,-1,0,0,
0.886,-1,0,0,
0.887,-1,0,0,
0.888,-1,0,0,
0.889,-1,0,0,
0.89,-1,0,0,
0.891,-1,0,0,
0.892,-1,0,0,
0.893,-1,0,0,
0.894,-1,0,0,
0.895,-1,0,0,
0.896,-1,0,0,
0.897,-1,0,0,
0.898,-1,0,0,
0.899,-1,0,0,
0.9,-1,0,0,
0.901,-1,0,0,
0.902,-1,0,0,
0.903,-1,0,0,
0.904,-1,0,0,
0.905,-1,0,0,
0.906,-1,0,0,
0.907,-1,0,0,
0.908,-1,0,0,
0.909,-1,0,0,
0.91,-1,0,0,
0.911,-1,0,0,
0.912,-1,0,0,
0.913,-1,0,0,
0.914,-1,0,0,
0.915,-1,0,0,
0.916,-1,0,0,
0.917,-1,0,0,
0.918,-1,0,0,
0.919,-1,0,0,
0.92,-1,0,0,
0.921,-1,0,0,
0.922,-1,0,0,
0.923,-1,0,0,
0.924,-1,0,0,
0.925,-1,0,0,
0.926,-1,0,0,
0.927,-1,0,0,
0.928,-1,0,0,
0.929,-1,0,0,
0.93,-1,0,0,
0.931,-1,0,0,
0.932,-1,0,0,
0.933,-1,0,0,
0.934,-1,0,0,
0.935,-1,0,0,
0.936,-1,0,0,
0.937,-1,0,0,
0.938,-1,0,0,
0.939,-1,0,0,
0.94,-1,0,0,
0.941,-1,0,0,
0.942,-1,0,0,
0.943,-1,0,0,
0.944,-1,0,0,
0.945,-1,0,0,
0.946,-1,0,0,
0.947,-1,0,0,
0.948,-1,0,0,
0.949,-1,0,0,
0.95,-1,0,0,
0.951,-1,0,0,
0.952,-1,0,0,
0.953,-1,0,0,
0.954,-1,0,0,
0.955,-1,0,0,
0.956,-1,0,0,
0.957,-1,0,0,
0.958,-1,0,0,
0.959,-1,0,0,
0.96,-1,0,0,
0.961,-1,0,0,
0.962,-1,0,0,
0.963,-1,0,0,
0.964,-1,0,0,
0.965,-1,0,0,
0.966,-1,0,0,
0.967,-1,0,0,
0.968,-1,0,0,
0.969,-1,0,0,
0.97,-1,0,0,
0.971,-1,0,0,
0.972,-1,0,0,
0.973,-1,0,0,
0.974,-1,0,0,
0.975,-1,0,0,
0.976,-1,0,0,
0.977,-1,0,0,
0.978,-1,0,0,
0.979,-1,0,0,
0.98,-1,0,0,
0.981,-1,0,0,
0.982,-1,0,0,
0.983,-1,0,0,
0.984,-1,0,0,
0.985,-1,0,0,
0.986,-1,0,0,
0.987,-1,0,0,
0.988,-1,0,0,
0.989,-1,0,0,
0.99,-1,0,0,
0.991,-1,0,0,
0.992,-1,0,0,
0.993,-1,0,0,
0.994,-1,0,0,
0.995,-1,0,0,
0.996,-1,0,0,
0.997,-1,0,0,
0.998,-1,0,0,
0.999,-1,0,0,
1,-1,1,0,
1.001,-1,1,0,
1.002,-1,1,0,
1.003,-1,1,0,
1.004,-1,1,0,
1.005,-1,1,0,
1.006,-1,1,0,
1.007,-1,1,0,
1.008,-1,1,0,
1.009,-1,1,0,
1.01,-1,1,0,
1.011,-1,1,0,
1.012,-1,1,0,
1.013,-1,1,0,
1.014,-1,1,0,
1.015,-1,1,0,
1.016,-1,1,0,
1.017,-1,1,0,
1.018,-1,1,0,
1.019,-1,1,0,
1.02,-1,1,0,
1.021,-1,1,0,
1.022,-1,1,0,
1.023,-1,1,0,
1.024,-1,1,0,
1.025,-1,1,0,
1.026,-1,1,0,
1.027,-1,1,0,
1.028,-1,1,0,
1.029,-1,1,0,
1.03,-1,1,0,
1.031,-1,1,0,
1.032,-1,1,0,
1.033,-1,1,0,
1.034,-1,1,0,
1.035,-1,1,0,
1.036,-1,1,0,
1.037,-1,1,0,
1.038,-1,1,0,
1.039,-1,1,0,
1.04,-1,1,0,
1.041,-1,1,0,
1.042,-1,1,0,
1.043,-1,1,0,
1.044,-1,1,0,
1.045,-1,1,0,
1.046,-1,1,0,
1.047,-1,1,0,
1.048,-1,1,0,
1.049,-1,1,0,
1.05,-1,1,0,
1.051,-1,1,0,
1.052,-1,1,0,
1.053,-1,1,0,
1.054,-1,1,0,
1.055,-1,1,0,
1.056,-1,1,0,
1.057,-1,1,0,
1.058,-1,1,0,
1.059,-1,1,0,
1.06,-1,1,0,
1.061,-1,1,0,
1.062,-1,1,0,
1.063,-1,1,0,
1.064,-1,1,0,
1.065,-1,1,0,
1.066,-1,1,0,
1.067,-1,1,0,
1.068,-1,1,0,
1.069,-1,1,0,
1.07,-1,1,0,
1.071,-1,1,0,
1.072,-1,1,0,
1.073,-1,1,0,
1.074,-1,1,0,
1.075,-1,1,0,
1.076,-1,1,0,
1.077,-1,1,0,
1.078,-1,1,0,
1.079,-1,1,0,
1.08,-1,1,0,
1.081,-1,1,0,
1.082,-1,1,0,
1.083,-1,1,0,
1.084,-1,1,0,
1.085,-1,1,0,
1.086,-1,1,0,
1.087,-1,1,0,
1.088,-1,1,0,
1.089,-1,1,0,
1.09,-1,1,0,
1.091,-1,1,0,
1.092,-1,1,0,
1.093,-1,1,0,
1.094,-1,1,0,
1.095,-1,1,0,
1.096,-1,1,0,
1.097,-1,1,0,
1.098,-1,1,0,
1.099,-1,1,0,
1.1,-1,1,3,
1.101,-1,1,3,
1.102,-1,1,3,
1.103,-1,1,3,
1.104,-1,1,3,
1.105,-1,1,3,
1.106,-1,1,3,
1.107,-1,1,3,
1.108,-1,1,3,
1.109,-1,1,3,
1.11,-1,1,3,
1.111,-1,1,3,
1.112,-1,1,3,
1.113,-1,1,3,
1.114,-1,1,3,
1.115,-1,1,3,
1.116,-1,1,3,
1.117,-1,1,3,
1.118,-1,1,3,
1.119,-1,1,3,
1.12,-1,1,3,
1.121,-1,1,3,
1.122,-1,1,3,
1.123,-1,1,3,
1.124,-1,1,3,
1.125,-1,1,3,
1.126,-1,1,3,
1.127,-1,1,3,
1.128,-1,1,3,
1.129,-1,1,3,
1.13,-1,1,3,
1.131,-1,1,3,
1.132,-1,1,3,
1.133,-1,1,3,
1.134,-1,1,3,
1.135,-1,1,3,
1.136,-1,1,3,
1.137,-1,1,3,
1.138,-1,1,3,
1.139,-1,1,3,
1.14,-1,1,3,
1.141,-1,1,3,
1.142,-1,1,3,
1.143,-1,1,3,
1.144,-1,1,3,
1.145,-1,1,3,
1.146,-1,1,3,
1.147,-1,1,3,
1.148,-1,1,3,
1.149,-1,1,3,
1.15,-1,1,3,
1.151,-1,1,3,
1.152,-1,1,3,
1.153,-1,1,3,
1.154,-1,1,3,
1.155,-1,1,3,
1.156,-1,1,3,
1.157,-1,1,3,
1.158,-1,1,3,
1.159,-1,1,3,
1.16,-1,1,3,
1.161,-1,1,3,
1.162,-1,1,3,
1.163,-1,1,3,
