"Time","onOffController.reference","temperatureSensor.port.T"
3.900000000000000E-02,2.500000000000000E+01,2.935389422700700E+02
4.000000000000000E-02,2.500000000000000E+01,2.935488874348900E+02
4.100000000000000E-02,2.500000000000000E+01,2.935588312165000E+02
4.200000000000000E-02,2.500000000000000E+01,2.935687736151300E+02
4.300000000000000E-02,2.500000000000000E+01,2.935787146310000E+02
4.400000000000000E-02,2.500000000000000E+01,2.935886542643200E+02
4.500000000000000E-02,2.500000000000000E+01,2.935985925153300E+02
4.600000000000000E-02,2.500000000000000E+01,2.936085293842400E+02
4.700000000000000E-02,2.500000000000000E+01,2.936184648712800E+02
4.800000000000000E-02,2.500000000000000E+01,2.936283989766700E+02
4.900000000000000E-02,2.500000000000000E+01,2.936383317006300E+02
5.000000000000000E-02,2.500000000000000E+01,2.936482630433900E+02
5.100000000000000E-02,2.500000000000000E+01,2.936581930051600E+02
5.200000000000000E-02,2.500000000000000E+01,2.936681215861700E+02
5.300000000000000E-02,2.500000000000000E+01,2.936780487866400E+02
5.400000000000000E-02,2.500000000000000E+01,2.936879746067900E+02
5.500000000000000E-02,2.500000000000000E+01,2.936978990468500E+02
5.600000000000000E-02,2.500000000000000E+01,2.937078221070300E+02
5.700000000000000E-02,2.500000000000000E+01,2.937177437875700E+02
5.800000000000000E-02,2.500000000000000E+01,2.937276640886700E+02
5.900000000000000E-02,2.500000000000000E+01,2.937375830105700E+02
6.000000000000000E-02,2.500000000000000E+01,2.937475005534800E+02
6.100000000000000E-02,2.500000000000000E+01,2.937574167176300E+02
6.200000000000000E-02,2.500000000000000E+01,2.937673315032300E+02
6.300000000000000E-02,2.500000000000000E+01,2.937772449105200E+02
6.400000000000000E-02,2.500000000000000E+01,2.937871569397000E+02
6.500000000000000E-02,2.500000000000000E+01,2.937970675910100E+02
6.600000000000000E-02,2.500000000000000E+01,2.938069768646600E+02
6.700000000000000E-02,2.500000000000000E+01,2.938168847608800E+02
6.800000000000000E-02,2.500000000000000E+01,2.938267912798900E+02
6.900000000000001E-02,2.500000000000000E+01,2.938366964219000E+02
7.000000000000001E-02,2.500000000000000E+01,2.938466001871400E+02
7.099999999999999E-02,2.500000000000000E+01,2.938565025758400E+02
7.199999999999999E-02,2.500000000000000E+01,2.938664035882000E+02
7.300000000000000E-02,2.500000000000000E+01,2.938763032244600E+02
7.400000000000000E-02,2.500000000000000E+01,2.938862014848400E+02
7.500000000000000E-02,2.500000000000000E+01,2.938960983695500E+02
7.600000000000000E-02,2.500000000000000E+01,2.939059938788100E+02
7.700000000000000E-02,2.500000000000000E+01,2.939158880128600E+02
7.800000000000000E-02,2.500000000000000E+01,2.939257807719000E+02
7.900000000000000E-02,2.500000000000000E+01,2.939356721561600E+02
8.000000000000000E-02,2.500000000000000E+01,2.939455621658700E+02
8.100000000000000E-02,2.500000000000000E+01,2.939554508012300E+02
8.200000000000000E-02,2.500000000000000E+01,2.939653380624800E+02
8.300000000000000E-02,2.500000000000000E+01,2.939752239498300E+02
8.400000000000001E-02,2.500000000000000E+01,2.939851084635000E+02
8.500000000000001E-02,2.500000000000000E+01,2.939949916037200E+02
8.599999999999999E-02,2.500000000000000E+01,2.940048733707000E+02
8.699999999999999E-02,2.500000000000000E+01,2.940147537646600E+02
8.799999999999999E-02,2.500000000000000E+01,2.940246327858400E+02
8.900000000000000E-02,2.500000000000000E+01,2.940345104344300E+02
9.000000000000000E-02,2.500000000000000E+01,2.940443867106800E+02
9.100000000000000E-02,2.500000000000000E+01,2.940542616147900E+02
9.200000000000000E-02,2.500000000000000E+01,2.940641351469900E+02
9.300000000000000E-02,2.500000000000000E+01,2.940740073075000E+02
9.400000000000000E-02,2.500000000000000E+01,2.940838780965300E+02
9.500000000000000E-02,2.500000000000000E+01,2.940937475143200E+02
9.600000000000000E-02,2.500000000000000E+01,2.941036155610700E+02
9.700000000000000E-02,2.500000000000000E+01,2.941134822370000E+02
9.800000000000000E-02,2.500000000000000E+01,2.941233475423500E+02
9.900000000000000E-02,2.500000000000000E+01,2.941332114773300E+02
1.000000000000000E-01,2.500000000000000E+01,2.941430740421500E+02
1.010000000000000E-01,2.500000000000000E+01,2.941529352370400E+02
1.020000000000000E-01,2.500000000000000E+01,2.941627950622200E+02
1.030000000000000E-01,2.500000000000000E+01,2.941726535179000E+02
1.040000000000000E-01,2.500000000000000E+01,2.941825106043100E+02
1.050000000000000E-01,2.500000000000000E+01,2.941923663216700E+02
1.060000000000000E-01,2.500000000000000E+01,2.942022206702000E+02
1.070000000000000E-01,2.500000000000000E+01,2.942120736501100E+02
1.080000000000000E-01,2.500000000000000E+01,2.942219252616300E+02
1.090000000000000E-01,2.500000000000000E+01,2.942317755049800E+02
1.100000000000000E-01,2.500000000000000E+01,2.942416243803600E+02
1.110000000000000E-01,2.500000000000000E+01,2.942514718880200E+02
1.120000000000000E-01,2.500000000000000E+01,2.942613180281500E+02
1.130000000000000E-01,2.500000000000000E+01,2.942711628009900E+02
1.140000000000000E-01,2.500000000000000E+01,2.942810062067600E+02
1.150000000000000E-01,2.500000000000000E+01,2.942908482456600E+02
1.160000000000000E-01,2.500000000000000E+01,2.943006889179200E+02
1.170000000000000E-01,2.500000000000000E+01,2.943105282237700E+02
1.180000000000000E-01,2.500000000000000E+01,2.943203661634100E+02
1.190000000000000E-01,2.500000000000000E+01,2.943302027370700E+02
1.200000000000000E-01,2.500000000000000E+01,2.943400379449700E+02
1.210000000000000E-01,2.500000000000000E+01,2.943498717873200E+02
1.220000000000000E-01,2.500000000000000E+01,2.943597042643500E+02
1.230000000000000E-01,2.500000000000000E+01,2.943695353762700E+02
1.240000000000000E-01,2.500000000000000E+01,2.943793651233100E+02
1.250000000000000E-01,2.500000000000000E+01,2.943891935056500E+02
1.260000000000000E-01,2.500000000000000E+01,2.943990205235200E+02
1.270000000000000E-01,2.500000000000000E+01,2.944088461771300E+02
1.280000000000000E-01,2.500000000000000E+01,2.944186704667300E+02
1.290000000000000E-01,2.500000000000000E+01,2.944284933925400E+02
1.300000000000000E-01,2.500000000000000E+01,2.944383149547700E+02
1.310000000000000E-01,2.500000000000000E+01,2.944481351536400E+02
1.320000000000000E-01,2.500000000000000E+01,2.944579539893700E+02
1.330000000000000E-01,2.500000000000000E+01,2.944677714621900E+02
1.340000000000000E-01,2.500000000000000E+01,2.944775875723000E+02
1.350000000000000E-01,2.500000000000000E+01,2.944874023199300E+02
1.360000000000000E-01,2.500000000000000E+01,2.944972157053000E+02
1.370000000000000E-01,2.500000000000000E+01,2.945070277286200E+02
1.380000000000000E-01,2.500000000000000E+01,2.945168383901100E+02
1.390000000000000E-01,2.500000000000000E+01,2.945266476899900E+02
1.400000000000000E-01,2.500000000000000E+01,2.945364556284700E+02
1.410000000000000E-01,2.500000000000000E+01,2.945462622057900E+02
1.420000000000000E-01,2.500000000000000E+01,2.945560674221500E+02
1.430000000000000E-01,2.500000000000000E+01,2.945658712777600E+02
1.440000000000000E-01,2.500000000000000E+01,2.945756737728600E+02
1.450000000000000E-01,2.500000000000000E+01,2.945854749076600E+02
1.460000000000000E-01,2.500000000000000E+01,2.945952746823700E+02
1.470000000000000E-01,2.500000000000000E+01,2.946050730972100E+02
1.480000000000000E-01,2.500000000000000E+01,2.946148701524100E+02
1.490000000000000E-01,2.500000000000000E+01,2.946246658481700E+02
1.500000000000000E-01,2.500000000000000E+01,2.946344601847200E+02
1.510000000000000E-01,2.500000000000000E+01,2.946442531622700E+02
1.520000000000000E-01,2.500000000000000E+01,2.946540447810400E+02
1.530000000000000E-01,2.500000000000000E+01,2.946638350412600E+02
1.540000000000000E-01,2.500000000000000E+01,2.946736239431200E+02
1.550000000000000E-01,2.500000000000000E+01,2.946834114868700E+02
1.560000000000000E-01,2.500000000000000E+01,2.946931976727000E+02
1.570000000000000E-01,2.500000000000000E+01,2.947029825008400E+02
1.580000000000000E-01,2.500000000000000E+01,2.947127659715100E+02
1.590000000000000E-01,2.500000000000000E+01,2.947225480849200E+02
1.600000000000000E-01,2.500000000000000E+01,2.947323288412900E+02
1.610000000000000E-01,2.500000000000000E+01,2.947421082408300E+02
1.620000000000000E-01,2.500000000000000E+01,2.947518862837800E+02
1.630000000000000E-01,2.500000000000000E+01,2.947616629703300E+02
1.640000000000000E-01,2.500000000000000E+01,2.947714383007100E+02
1.650000000000000E-01,2.500000000000000E+01,2.947812122751400E+02
1.660000000000000E-01,2.500000000000000E+01,2.947909848938200E+02
1.670000000000000E-01,2.500000000000000E+01,2.948007561569900E+02
1.680000000000000E-01,2.500000000000000E+01,2.948105260648500E+02
1.690000000000000E-01,2.500000000000000E+01,2.948202946176300E+02
1.700000000000000E-01,2.500000000000000E+01,2.948300618155300E+02
1.710000000000000E-01,2.500000000000000E+01,2.948398276587800E+02
1.720000000000000E-01,2.500000000000000E+01,2.948495921476000E+02
1.730000000000000E-01,2.500000000000000E+01,2.948593552821900E+02
1.740000000000000E-01,2.500000000000000E+01,2.948691170627800E+02
1.750000000000000E-01,2.500000000000000E+01,2.948788774895800E+02
1.760000000000000E-01,2.500000000000000E+01,2.948886365628100E+02
1.770000000000000E-01,2.500000000000000E+01,2.948983942826800E+02
1.780000000000000E-01,2.500000000000000E+01,2.949081506494200E+02
1.790000000000000E-01,2.500000000000000E+01,2.949179056632300E+02
1.800000000000000E-01,2.500000000000000E+01,2.949276593243400E+02
1.810000000000000E-01,2.500000000000000E+01,2.949374116329600E+02
1.820000000000000E-01,2.500000000000000E+01,2.949471625893000E+02
1.830000000000000E-01,2.500000000000000E+01,2.949569121935900E+02
1.840000000000000E-01,2.500000000000000E+01,2.949666604460400E+02
1.850000000000000E-01,2.500000000000000E+01,2.949764073468600E+02
1.860000000000000E-01,2.500000000000000E+01,2.949861528962700E+02
1.870000000000000E-01,2.500000000000000E+01,2.949958970944900E+02
1.880000000000000E-01,2.500000000000000E+01,2.950056399417300E+02
1.890000000000000E-01,2.500000000000000E+01,2.950153814382100E+02
1.900000000000000E-01,2.500000000000000E+01,2.950251215841400E+02
1.910000000000000E-01,2.500000000000000E+01,2.950348603797500E+02
1.920000000000000E-01,2.500000000000000E+01,2.950445978252400E+02
1.930000000000000E-01,2.500000000000000E+01,2.950543339208300E+02
1.940000000000000E-01,2.500000000000000E+01,2.950640686667400E+02
1.950000000000000E-01,2.500000000000000E+01,2.950738020631800E+02
1.960000000000000E-01,2.500000000000000E+01,2.950835341103700E+02
1.970000000000000E-01,2.500000000000000E+01,2.950932648085200E+02
1.980000000000000E-01,2.500000000000000E+01,2.951029941578600E+02
1.990000000000000E-01,2.500000000000000E+01,2.951127221585800E+02
2.000000000000000E-01,2.500000000000000E+01,2.951224488109200E+02
2.010000000000000E-01,2.500000000000000E+01,2.951321741150900E+02
2.020000000000000E-01,2.500000000000000E+01,2.951418980712900E+02
2.030000000000000E-01,2.500000000000000E+01,2.951516206797500E+02
2.040000000000000E-01,2.500000000000000E+01,2.951613419406800E+02
2.050000000000000E-01,2.500000000000000E+01,2.951710618543000E+02
2.060000000000000E-01,2.500000000000000E+01,2.951807804208200E+02
2.070000000000000E-01,2.500000000000000E+01,2.951904976404600E+02
2.080000000000000E-01,2.500000000000000E+01,2.952002135134200E+02
2.090000000000000E-01,2.500000000000000E+01,2.952099280399400E+02
2.100000000000000E-01,2.500000000000000E+01,2.952196412202100E+02
2.110000000000000E-01,2.500000000000000E+01,2.952293530544700E+02
2.120000000000000E-01,2.500000000000000E+01,2.952390635429100E+02
2.130000000000000E-01,2.500000000000000E+01,2.952487726857600E+02
2.140000000000000E-01,2.500000000000000E+01,2.952584804832300E+02
2.150000000000000E-01,2.500000000000000E+01,2.952681869355300E+02
2.160000000000000E-01,2.500000000000000E+01,2.952778920428900E+02
2.170000000000000E-01,2.500000000000000E+01,2.952875958055100E+02
2.180000000000000E-01,2.500000000000000E+01,2.952972982236100E+02
2.190000000000000E-01,2.500000000000000E+01,2.953069992974000E+02
2.200000000000000E-01,2.500000000000000E+01,2.953166990271000E+02
2.210000000000000E-01,2.500000000000000E+01,2.953263974129300E+02
2.220000000000000E-01,2.500000000000000E+01,2.953360944550900E+02
2.230000000000000E-01,2.500000000000000E+01,2.953457901538000E+02
2.240000000000000E-01,2.500000000000000E+01,2.953554845092800E+02
2.250000000000000E-01,2.500000000000000E+01,2.953651775217400E+02
2.260000000000000E-01,2.500000000000000E+01,2.953748691913900E+02
2.270000000000000E-01,2.500000000000000E+01,2.953845595184500E+02
2.280000000000000E-01,2.500000000000000E+01,2.953942485031300E+02
2.290000000000000E-01,2.500000000000000E+01,2.954039361456500E+02
2.300000000000000E-01,2.500000000000000E+01,2.954136224462200E+02
2.310000000000000E-01,2.500000000000000E+01,2.954233074050600E+02
2.320000000000000E-01,2.500000000000000E+01,2.954329910223700E+02
2.330000000000000E-01,2.500000000000000E+01,2.954426732983800E+02
2.340000000000000E-01,2.500000000000000E+01,2.954523542332900E+02
2.350000000000000E-01,2.500000000000000E+01,2.954620338273300E+02
2.360000000000000E-01,2.500000000000000E+01,2.954717120806900E+02
2.370000000000000E-01,2.500000000000000E+01,2.954813889936100E+02
2.380000000000000E-01,2.500000000000000E+01,2.954910645662800E+02
2.390000000000000E-01,2.500000000000000E+01,2.955007387989300E+02
2.400000000000000E-01,2.500000000000000E+01,2.955104116917700E+02
2.410000000000000E-01,2.500000000000000E+01,2.955200832450100E+02
2.420000000000000E-01,2.500000000000000E+01,2.955297534588700E+02
2.430000000000000E-01,2.500000000000000E+01,2.955394223335500E+02
2.440000000000000E-01,2.500000000000000E+01,2.955490898692800E+02
2.450000000000000E-01,2.500000000000000E+01,2.955587560662700E+02
2.460000000000000E-01,2.500000000000000E+01,2.955684209247200E+02
2.470000000000000E-01,2.500000000000000E+01,2.955780844448500E+02
2.480000000000000E-01,2.500000000000000E+01,2.955877466268800E+02
2.490000000000000E-01,2.500000000000000E+01,2.955974074710200E+02
2.500000000000000E-01,2.500000000000000E+01,2.956070669774900E+02
2.510000000000000E-01,2.500000000000000E+01,2.956167251464800E+02
2.520000000000000E-01,2.500000000000000E+01,2.956263819782300E+02
2.530000000000000E-01,2.500000000000000E+01,2.956360374729300E+02
2.540000000000000E-01,2.500000000000000E+01,2.956456916308100E+02
2.550000000000000E-01,2.500000000000000E+01,2.956553444520800E+02
2.560000000000000E-01,2.500000000000000E+01,2.956649959369400E+02
2.570000000000000E-01,2.500000000000000E+01,2.956746460856200E+02
2.580000000000000E-01,2.500000000000000E+01,2.956842948983300E+02
2.590000000000000E-01,2.500000000000000E+01,2.956939423752700E+02
2.600000000000000E-01,2.500000000000000E+01,2.957035885166700E+02
2.610000000000000E-01,2.500000000000000E+01,2.957132333227200E+02
2.620000000000000E-01,2.500000000000000E+01,2.957228767936600E+02
2.630000000000000E-01,2.500000000000000E+01,2.957325189296800E+02
2.640000000000000E-01,2.500000000000000E+01,2.957421597310100E+02
2.650000000000000E-01,2.500000000000000E+01,2.957517991978400E+02
2.660000000000000E-01,2.500000000000000E+01,2.957614373304100E+02
2.670000000000000E-01,2.500000000000000E+01,2.957710741289100E+02
2.680000000000000E-01,2.500000000000000E+01,2.957807095935700E+02
2.690000000000000E-01,2.500000000000000E+01,2.957903437245800E+02
2.700000000000000E-01,2.500000000000000E+01,2.957999765221800E+02
2.710000000000000E-01,2.500000000000000E+01,2.958096079865600E+02
2.720000000000000E-01,2.500000000000000E+01,2.958192381179400E+02
2.730000000000000E-01,2.500000000000000E+01,2.958288669165300E+02
2.740000000000000E-01,2.500000000000000E+01,2.958384943825500E+02
2.750000000000000E-01,2.500000000000000E+01,2.958481205162000E+02
2.760000000000000E-01,2.500000000000000E+01,2.958577453177100E+02
2.770000000000000E-01,2.500000000000000E+01,2.958673687872700E+02
2.780000000000000E-01,2.500000000000000E+01,2.958769909251100E+02
2.790000000000000E-01,2.500000000000000E+01,2.958866117314200E+02
2.800000000000000E-01,2.500000000000000E+01,2.958962312064400E+02
2.810000000000000E-01,2.500000000000000E+01,2.959058493503600E+02
2.820000000000000E-01,2.500000000000000E+01,2.959154661634000E+02
2.830000000000000E-01,2.500000000000000E+01,2.959250816457700E+02
2.840000000000000E-01,2.500000000000000E+01,2.959346957976900E+02
2.850000000000000E-01,2.500000000000000E+01,2.959443086193600E+02
2.860000000000000E-01,2.500000000000000E+01,2.959539201109900E+02
2.870000000000000E-01,2.500000000000000E+01,2.959635302728100E+02
2.880000000000000E-01,2.500000000000000E+01,2.959731391050100E+02
2.890000000000000E-01,2.500000000000000E+01,2.959827466078100E+02
2.900000000000000E-01,2.500000000000000E+01,2.959923527814200E+02
2.910000000000000E-01,2.500000000000000E+01,2.960019576260600E+02
2.920000000000000E-01,2.500000000000000E+01,2.960115611419300E+02
2.930000000000000E-01,2.500000000000000E+01,2.960211633292500E+02
2.940000000000000E-01,2.500000000000000E+01,2.960307641882200E+02
2.950000000000000E-01,2.500000000000000E+01,2.960403637190600E+02
2.960000000000000E-01,2.500000000000000E+01,2.960499619219800E+02
2.970000000000000E-01,2.500000000000000E+01,2.960595587971900E+02
2.980000000000000E-01,2.500000000000000E+01,2.960691543449000E+02
2.990000000000000E-01,2.500000000000000E+01,2.960787485653200E+02
3.000000000000000E-01,2.500000000000000E+01,2.960883414586700E+02
3.010000000000000E-01,2.500000000000000E+01,2.960979330251500E+02
3.020000000000000E-01,2.500000000000000E+01,2.961075232649800E+02
3.030000000000000E-01,2.500000000000000E+01,2.961171121783600E+02
3.040000000000000E-01,2.500000000000000E+01,2.961266997655100E+02
3.050000000000000E-01,2.500000000000000E+01,2.961362860266300E+02
3.060000000000000E-01,2.500000000000000E+01,2.961458709619400E+02
3.070000000000000E-01,2.500000000000000E+01,2.961554545716600E+02
3.080000000000000E-01,2.500000000000000E+01,2.961650368559800E+02
3.090000000000000E-01,2.500000000000000E+01,2.961746178151200E+02
3.100000000000000E-01,2.500000000000000E+01,2.961841974492900E+02
3.110000000000000E-01,2.500000000000000E+01,2.961937757587000E+02
3.120000000000000E-01,2.500000000000000E+01,2.962033527435700E+02
3.130000000000000E-01,2.500000000000000E+01,2.962129284040900E+02
3.140000000000000E-01,2.500000000000000E+01,2.962225027404900E+02
3.150000000000000E-01,2.500000000000000E+01,2.962320757529700E+02
3.160000000000000E-01,2.500000000000000E+01,2.962416474417400E+02
3.170000000000000E-01,2.500000000000000E+01,2.962512178070100E+02
3.180000000000000E-01,2.500000000000000E+01,2.962607868490000E+02
3.190000000000000E-01,2.500000000000000E+01,2.962703545679100E+02
3.200000000000000E-01,2.500000000000000E+01,2.962799209639500E+02
3.210000000000000E-01,2.500000000000000E+01,2.962894860373400E+02
3.220000000000000E-01,2.500000000000000E+01,2.962990497882800E+02
3.230000000000000E-01,2.500000000000000E+01,2.963086122169800E+02
3.240000000000000E-01,2.500000000000000E+01,2.963181733236500E+02
3.250000000000000E-01,2.500000000000000E+01,2.963277331085100E+02
3.260000000000000E-01,2.500000000000000E+01,2.963372915717600E+02
3.270000000000000E-01,2.500000000000000E+01,2.963468487136100E+02
3.280000000000000E-01,2.500000000000000E+01,2.963564045342800E+02
3.290000000000000E-01,2.500000000000000E+01,2.963659590339700E+02
3.300000000000000E-01,2.500000000000000E+01,2.963755122128800E+02
3.310000000000000E-01,2.500000000000000E+01,2.963850640712400E+02
3.320000000000000E-01,2.500000000000000E+01,2.963946146092500E+02
3.330000000000000E-01,2.500000000000000E+01,2.964041638271200E+02
3.340000000000000E-01,2.500000000000000E+01,2.964137117250600E+02
3.350000000000000E-01,2.500000000000000E+01,2.964232583032800E+02
3.360000000000000E-01,2.500000000000000E+01,2.964328035619900E+02
3.370000000000000E-01,2.500000000000000E+01,2.964423475013900E+02
3.380000000000000E-01,2.500000000000000E+01,2.964518901217100E+02
3.390000000000000E-01,2.500000000000000E+01,2.964614314231300E+02
3.400000000000000E-01,2.500000000000000E+01,2.964709714058900E+02
3.410000000000000E-01,2.500000000000000E+01,2.964805100701800E+02
3.420000000000000E-01,2.500000000000000E+01,2.964900474162100E+02
3.430000000000000E-01,2.500000000000000E+01,2.964995834442000E+02
3.440000000000000E-01,2.500000000000000E+01,2.965091181543400E+02
3.450000000000000E-01,2.500000000000000E+01,2.965186515468600E+02
3.460000000000000E-01,2.500000000000000E+01,2.965281836219600E+02
3.470000000000000E-01,2.500000000000000E+01,2.965377143798500E+02
3.480000000000000E-01,2.500000000000000E+01,2.965472438207400E+02
3.490000000000000E-01,2.500000000000000E+01,2.965567719448300E+02
3.500000000000000E-01,2.500000000000000E+01,2.965662987523300E+02
3.510000000000000E-01,2.500000000000000E+01,2.965758242434700E+02
3.520000000000000E-01,2.500000000000000E+01,2.965853484184300E+02
3.530000000000000E-01,2.500000000000000E+01,2.965948712774400E+02
3.540000000000000E-01,2.500000000000000E+01,2.966043928206900E+02
3.550000000000000E-01,2.500000000000000E+01,2.966139130484100E+02
3.560000000000000E-01,2.500000000000000E+01,2.966234319607900E+02
3.570000000000000E-01,2.500000000000000E+01,2.966329495580500E+02
3.580000000000000E-01,2.500000000000000E+01,2.966424658403900E+02
3.590000000000000E-01,2.500000000000000E+01,2.966519808080200E+02
3.600000000000000E-01,2.500000000000000E+01,2.966614944611600E+02
3.610000000000000E-01,2.500000000000000E+01,2.966710068000000E+02
3.620000000000000E-01,2.500000000000000E+01,2.966805178247700E+02
3.630000000000000E-01,2.500000000000000E+01,2.966900275356500E+02
3.640000000000000E-01,2.500000000000000E+01,2.966995359328800E+02
3.650000000000000E-01,2.500000000000000E+01,2.967090430166400E+02
3.660000000000000E-01,2.500000000000000E+01,2.967185487871500E+02
3.670000000000000E-01,2.500000000000000E+01,2.967280532446300E+02
3.680000000000000E-01,2.500000000000000E+01,2.967375563892600E+02
3.690000000000000E-01,2.500000000000000E+01,2.967470582212800E+02
3.700000000000000E-01,2.500000000000000E+01,2.967565587408700E+02
3.710000000000000E-01,2.500000000000000E+01,2.967660579482500E+02
3.720000000000000E-01,2.500000000000000E+01,2.967755558436400E+02
3.730000000000000E-01,2.500000000000000E+01,2.967850524272300E+02
3.740000000000000E-01,2.500000000000000E+01,2.967945476992300E+02
3.750000000000000E-01,2.500000000000000E+01,2.968040416598500E+02
3.760000000000000E-01,2.500000000000000E+01,2.968135343093000E+02
3.770000000000000E-01,2.500000000000000E+01,2.968230256477900E+02
3.780000000000000E-01,2.500000000000000E+01,2.968325156755200E+02
3.790000000000000E-01,2.500000000000000E+01,2.968420043927100E+02
3.800000000000000E-01,2.500000000000000E+01,2.968514917995500E+02
3.810000000000000E-01,2.500000000000000E+01,2.968609778962600E+02
3.820000000000000E-01,2.500000000000000E+01,2.968704626830400E+02
3.830000000000000E-01,2.500000000000000E+01,2.968799461601100E+02
3.840000000000000E-01,2.500000000000000E+01,2.968894283276600E+02
3.850000000000000E-01,2.500000000000000E+01,2.968989091859100E+02
3.860000000000000E-01,2.500000000000000E+01,2.969083887350700E+02
3.870000000000000E-01,2.500000000000000E+01,2.969178669753300E+02
3.880000000000000E-01,2.500000000000000E+01,2.969273439069100E+02
3.890000000000000E-01,2.500000000000000E+01,2.969368195300200E+02
3.900000000000000E-01,2.500000000000000E+01,2.969462938448600E+02
3.910000000000000E-01,2.500000000000000E+01,2.969557668516300E+02
3.920000000000000E-01,2.500000000000000E+01,2.969652385505500E+02
3.930000000000000E-01,2.500000000000000E+01,2.969747089418300E+02
3.940000000000000E-01,2.500000000000000E+01,2.969841780256600E+02
3.950000000000000E-01,2.500000000000000E+01,2.969936458022600E+02
3.960000000000000E-01,2.500000000000000E+01,2.970031122718400E+02
3.970000000000000E-01,2.500000000000000E+01,2.970125774345900E+02
3.980000000000000E-01,2.500000000000000E+01,2.970220412907300E+02
3.990000000000000E-01,2.500000000000000E+01,2.970315038404700E+02
4.000000000000000E-01,2.500000000000000E+01,2.970409650840100E+02
4.010000000000000E-01,2.500000000000000E+01,2.970504250215500E+02
4.020000000000000E-01,2.500000000000000E+01,2.970598836533100E+02
4.030000000000000E-01,2.500000000000000E+01,2.970693409794800E+02
4.040000000000000E-01,2.500000000000000E+01,2.970787970002900E+02
4.050000000000000E-01,2.500000000000000E+01,2.970882517159200E+02
4.060000000000000E-01,2.500000000000000E+01,2.970977051266000E+02
4.070000000000000E-01,2.500000000000000E+01,2.971071572325200E+02
4.080000000000000E-01,2.500000000000000E+01,2.971166080338900E+02
4.090000000000000E-01,2.500000000000000E+01,2.971260575309200E+02
4.100000000000000E-01,2.500000000000000E+01,2.971355057238200E+02
4.110000000000000E-01,2.500000000000000E+01,2.971449526127800E+02
4.120000000000000E-01,2.500000000000000E+01,2.971543981980300E+02
4.130000000000000E-01,2.500000000000000E+01,2.971638424797500E+02
4.140000000000000E-01,2.500000000000000E+01,2.971732854581700E+02
4.150000000000000E-01,2.500000000000000E+01,2.971827271334800E+02
4.160000000000000E-01,2.500000000000000E+01,2.971921675058900E+02
4.170000000000000E-01,2.500000000000000E+01,2.972016065756100E+02
4.180000000000000E-01,2.500000000000000E+01,2.972110443428400E+02
4.190000000000000E-01,2.500000000000000E+01,2.972204808077900E+02
4.200000000000000E-01,2.500000000000000E+01,2.972299159706600E+02
4.210000000000000E-01,2.500000000000000E+01,2.972393498316700E+02
